opiniao;tweet
Neutral;BoA and Her Father Charged with Illegal Development on “Green Belt” Land http://t.co/WFu2ODSo2r
Neutral;@saraaguibertt @Real_Liam_Payne LMAOOOO I SAW THAT DADDY TAG😂😂😂
Positive;RT @Khunnie0624: CRAZY rumors hahaha that's just CRAZY #GOCRAZY!!!
Neutral;@StuTasmantuna big difference between having belongings checked at a voluntary event and indiscriminate spying. #MoT
Neutral;RT @alaskanoutfit: Sometimes I shoot pictures of things out of the water. #Bears #Natgeowild @sam10k @jeffrey_ventre  Website 70% up http:/…
Neutral;RT @EzequielSimons: 😊🙌🙌“@prayerbullets: You will show me the path of life -Ps. 16:11 #Prayer”
Positive;I've collected 16,487 gold coins! http://t.co/nvwOe6eAKC #android, #androidgames, #gameinsight
Neutral;RT @saggitttaarius: #Sagittarius only offer their generosity when it is appreciated and returned. Reject it once, they will never offer aga…
Neutral;@GolddigginKee what shoes you talkin about?
Positive;@Toni_Buckley @HanHaldane yep actually should have! Next time girl! I'm glad yous had an amazing day though 😭😩
Negative;Bitch you got an android gtf out my face 💀😁😕
Negative;RT @bissmahmehmud: Pakistan summed up. http://t.co/jtmjj0OT7P
Neutral;RT @Scoooota2: Dude called me a nigga yesterday, so I smoked him😂💀 https://t.co/VsFQfwdEqA
Neutral;RT @Sexualgif: Trying to figure guys out like http://t.co/h2jVgeeenb
Negative;RT @Il1uminati: Don't wait and procrastinate.
Negative;All this supposed news tonight from a convicted criminal and yet  the real issue is why won't my son eat his broccoli !!
Negative;@ToriOfMyLife @maliksahero Crying.
Positive;RT @TrevorMoran: SOMEONE GAVE ME A HEDGEHOG HAT FOR MAX AT MY MEET N GREET AW LOOK http://t.co/lfpTOS7DFB
Neutral;RT @Niall_Updatess: THE BOYS SINGING I WANT LAST NIGHT https://t.co/HHpmXMEH9z
Negative;I can't wait to fucming move and never have to think about you bitch ass ever again.
Neutral;RT @gerardway: Hey I'm just trying to make some coffee
Negative;@MitchPileggi1 Honestly don't know what to say.  Never been a Kanye fan really.  Don't know if I should be shocked or surprised.
Neutral;@DutchyBoi_ apple empandas, cinnabon delights 😍 my fav , cinnamon twist. 😳 i can hook it up w a freeze from there too 😜
Neutral;"💐🌷 @NiallOfficial 🌷💐

Hello Nialler! 💕💕

How are you!?

Hope you're doing well! 😁

Will you please follow me!? You mean the 🌏 to me. x37"
Positive;"💐🌷 @NiallOfficial 🌷💐

Hello Nialler! 💕💕

How are you!?

Hope you're doing well! 😁

Will you please follow me!? You mean the 🌏 to me. x37"
Neutral;@carrotsRnotus do u want me to DM u? :)
Neutral;RT @RaineSalamante: fun in the morning, stress at night. mia @kiimjacob http://t.co/9gpDyqlAwO
Neutral;St. Vincent for Rolling Stone Magazine http://t.co/kYCaxpsAU7 #photography #arts #inspiration
Negative;so tired ffs
Negative;so tired ffs
Positive;I've harvested 1,250 of food! http://t.co/nXehUVqPC0 #android, #androidgames, #gameinsight
Positive;"RT @Elsa_Styles_: Me at school: I love 5sos

Friend: It's 5 es oh es 

Kill me 😂
 #HilariousMomentsWithFake5sosFans"
Neutral;"RT @baekxmii: TTS ""Holler"" album Track #6 is ""Bacon &amp; Eyebrows"" and its a duet of Taeyeon and Tiffany. 

Bacon = Baekhyun
Eyebrows = Nickhu…"
Negative;@lainnafader If they could also just stop selling Bindis to white girls and also not appropriate Hinduism anymore that would be so chill 👌
Neutral;"RT @DavidLammy: It's time to stop treating mental health as a secondary issue &amp; start giving it the focus it needs. RT if you agree.
http:/…"
Neutral;I'm earning #mPOINTS Rewards in Cut Da Deck Android. http://t.co/7zZ2gssjlU
Negative;@AHumrichous That's that shit, huh? lol
Negative;"Omfg, took the fucking words right outta my mouth right now!!!! 
""@Rivera1Cristian: I get jealous over the littlest things..."""
Neutral;RT @511PAPhilly: CLEARED: Roadwork on I-676 westbound at I-76 East/Schuylkill Expy.
Neutral;RT @511PAPhilly: CLEARED: Roadwork on I-676 westbound at I-76 East/Schuylkill Expy.
Neutral;RT @Michael5SOS: Hi I played this song for you http://t.co/tJxwXjx4q3
Negative;@IASaspirants Me want to crack the Exam from Rural India.
Neutral;"Why pay more? Quality &amp; dependable #starwars #decals  Fast Delivery! Buy now! star wars decals http://t.co/LfBSQHPR2Q #fb"
Neutral;Sometimes you figure out that just starting over is what you needed
Positive;RT @JessicaCapshaw: Congratulations to the sweetest and hottest #nauticamalibutri athlete AND the top fundraiser for @ChildrensLA I❤️YOU! h…
Positive;RT @AussieDraught: Australia Draught is proudly pouring on the North Shore today! So get down there and try a refreshing beer! http://t.co/…
Positive;RT @AussieDraught: Australia Draught is proudly pouring on the North Shore today! So get down there and try a refreshing beer! http://t.co/…
Neutral;Just posted a photo http://t.co/MT126HY18V
Positive;@mik3cap ... doughnuts sound good
Negative;no amount of coffee has helped this morning😩
Negative;I feel so bad for missing the meeting today........😕 lol
Negative;I feel so bad for missing the meeting today........😕 lol
Negative;@Sanwal_12 + we might have night practices all week cause of the heat so long ass days 😒
Negative;fuck
Neutral;# Miracle of love.. http://t.co/W7MwTHwo3T via @MeeKhaoThai
Negative;"tossin &amp; turnin 😕😕😕😕"
Neutral;Okay that last tweet was pretty mean but I don't take it back lol
Positive;So kiss me and smile for me 😊💗 http://t.co/VsRs8KUmOP
Neutral;News: VIDEO: Does driving make you worse at work? #uk #news
Neutral;@BestNaina Morning #Follow me
Neutral;CHALLENGE ACCEPTED. @ Sycamore Den http://t.co/dX2tffFKpP
Neutral;#Iphone HTC's Nexus 9 tablet might be unveiled October 8th, bearing a Tegra K1 processor  http://t.co/HoVM9jzTdz
Neutral;#Iphone HTC's Nexus 9 tablet might be unveiled October 8th, bearing a Tegra K1 processor  http://t.co/HoVM9jzTdz
Neutral;Whereupon looking on route to pattern bathrooms, finicking la engenderer whether understands my humble self: VsBZMUJ
Neutral;RT @UberFacts: Video games have been proven to be a more effective method of overcoming depression in teens than counseling.
Neutral;RT @ZZiillaa: @StevensAsh Kathy who?
Negative;@jesmarie__ lmao forreal. That's not good.
Positive;@not_friends haha you weirdo go to sleep
Neutral;7 Twisted Short Stories in #SciFi a great deal  at #kindle #UK  https://t.co/uwXd6OiS5Q
Positive;7 Twisted Short Stories in #SciFi a great deal  at #kindle #UK  https://t.co/uwXd6OiS5Q
Neutral;Question: Does your period cease under water? http://t.co/TS5awee9UC
Neutral;Question: Does your period cease under water? http://t.co/TS5awee9UC
Positive;One person followed me and 3 people unfollowed me in the last day. Thank you http://t.co/mYGWhiyIRA app
Neutral;I waas sleep 😒
Neutral;RT @xxxbgdwsb: GD and daesung, Epik high , Dara and park bom check in already
Negative;Craving mamen!
Negative;What is it like to be not tired? I can't remember
Positive;RT @Robadelic_21: Happy bday rachet, have a good one..😁😁 @Nesaa11_
Negative;I'm so done with my family
Neutral;@ohkatrine He is life! http://t.co/qWTYdK0rB3
Neutral;@ohkatrine He is life! http://t.co/qWTYdK0rB3
Positive;💥Change💥 make it happen! #healthandfitness #healthy #itsalifestyle #fitness #fitfam… http://t.co/FYLKSmVQpF
Neutral;Applause: Kudos to Scott Heath, River City Food Bank, Suzanne Miyamoto, 50 inmates: Scott Heath, a... http://t.co/VwOXFSroOp #sacramento
Neutral;Applause: Kudos to Scott Heath, River City Food Bank, Suzanne Miyamoto, 50 inmates: Scott Heath, a... http://t.co/VwOXFSroOp #sacramento
Positive;RT @messi10stats: Greatest individual ever.. http://t.co/vI1y23ucEp
Positive;RT @messi10stats: Greatest individual ever.. http://t.co/vI1y23ucEp
Positive;Baes so talented “@TrippyArt: By @liberosis__ http://t.co/ZfpsFwjfdJ”
Positive;@_luhanndeer you're welcome ^^
Negative;RT @UNCLE_AJALA: Some people would cause problem for you then act like Messiah,for you not to see them as Evil doers,God protect us from Ev…
Positive;WYG on my mobile- i just found the WYG App! It's a great and awesome App.You can download it from stores. http://t.co/pvN6Nr7Kmi
Neutral;"I just entered to #win &amp; you can too: ""OnePlus One (64GB) Black"". Enter the #giveaway here: http://t.co/msb2YNt0VG"
Neutral;RT @CONSCIOUSBEATS3: “Do what you feel in your heart to be right – for you’ll be criticized anyway.”―Eleanor Roosevelt
Negative;@drehypeMSU lol💁 let's go through. Y phone and see how many number I have😴 bet it's less then 10. And 3 of them would be my brothers
Neutral;RT @lovatospeace: i never rt these things but i found these spiders in my room in the past few days so http://t.co/GZPXf229Y2
Positive;"@boohooforben That would be so cool! One day we'll meet &amp; it will be fabulous :*"
Neutral;[The Trent]  Another Boat Mishap: 4 Dead, 1 Missing In Lagos http://t.co/RBzCBjEJTi
Neutral;RT @WORIDSTARHlPHOP: Exam Freestyle http://t.co/azOn2DtiaU
Positive;You can't always change a situation but you can choose your response to it
Positive;@Lukc5SOS bc you're super awesome😉
Negative;"@MussartAhmadzeb @mughalbha 
There must be a way to trace it out!
All this technology &amp; advancement!

Difference apart; this is very bad!"
Neutral;Home ownership 'exclusive club' http://t.co/bR2waRPUk9
Neutral;RT @CruellaCole: Well done @SimonCowell for your pledge of 25K to #ManchesterDogsHome
Positive;RT @CruellaCole: Well done @SimonCowell for your pledge of 25K to #ManchesterDogsHome
Neutral;Phones 4U collapses into administration as EE is final operator to hang up | via @Telegraph http://t.co/VrYaH745rb #phones4u
Neutral;"Follow &amp; cek fav @Jaketmurahbdg | Supplier jaket sporty. Harga 65-100rb | reseller dropship welcome | #recommended http://t.co/tczbF0IaGj"
Neutral;"Follow &amp; cek fav @Jaketmurahbdg | Supplier jaket sporty. Harga 65-100rb | reseller dropship welcome | #recommended http://t.co/tczbF0IaGj"
Positive;@thepugsmummy god so do I!
Positive;Life was not made to be simple it was made to make you stronger with the challenges you face.
Positive;@justinbieber  Happy Birthday to you Happy Birthday to you:D Happy Birthday Butsy. love you buddy LOVE YOUUUU :)))
Positive;"@JervyDLR I Love You Jerbengggg ! :""&gt;  ♥ ☺☺"
Positive;@giogar30 Hahaha! 😂😂😂😂😂! That's hilarious but so true!! Good one!!
Positive;@giogar30 Hahaha! 😂😂😂😂😂! That's hilarious but so true!! Good one!!
Positive;All the sex on the beach
Neutral;Right. Mfs Aint Crazy
Neutral;RT @HowAdsBrainwash: by making you feel that you need more stuff to stuff the growing consumerist hole in your heart.
Negative;RT @obrzien: WHATS THE HOLY HELL IS THAT I ship them so hard 😭😭 stydia ❤️ http://t.co/khBF66MedM
Neutral;"DOMINIC LAWSON: High Street gangs pose far more of a threat than the...
http://t.co/3eZTmaVD8K"
Neutral;RT @nzthiago: Wonder if these guys are scheming to change the world? HT @docjamesw @medickinson @rowsell http://t.co/w3ooC5MLDO
Neutral;RT @nzthiago: Wonder if these guys are scheming to change the world? HT @docjamesw @medickinson @rowsell http://t.co/w3ooC5MLDO
Negative;RT @Luke5SOS: I long for that feeling to not feel at all
Negative;A desperate sign just inside Burger King at Charing Cross reads 'Please Queue Here'. Please!
Positive;Last business sac completed✅✔️😰😰😰
Neutral;@__StevieDrae I have no idea
Negative;RT @chxlsev: i'm not ok, but it's ok.
Neutral;You might talk up a storm today, but your chattiness could jus... More for Gemini http://t.co/SaH6TcVqPo
Neutral;You might talk up a storm today, but your chattiness could jus... More for Gemini http://t.co/SaH6TcVqPo
Neutral;RT @damyantipatel: http://t.co/j0a7zTfScl - Chinese city gives smartphone users their own sidewalk lane
Neutral;RT @cassie_babyz: [140915 MATO Castle] They're picking a fan each from the audience each to play the gesture game with
Neutral;Small Businesses - Don’t let clients avoid payments. Insist you receive payment for past orders before letting them have further services.
Neutral;"RT @CrazyBabyzTH: [PREVIEW] 140915 B.A.P Mato Castle Fan Event 1st Gala Party #BAP #JONGUP #HIMCHAN 
Cr.Pinkung9023 http://t.co/ftRJzmBokH"
Neutral;"RT @ARoseDesigns1: Silver &amp; Red Dragonscale Bracelet by ARoseJewellery http://t.co/Q62mrxFL9V via @Etsy #handmade #etsy #chainmaille"
Negative;You know what sucks? my mom stalls me on fb and I just posted😅
Neutral;"""I want a relationship where we talk like best friends, play like kids, argue like husband and wife, and protect each other like siblings."""
Neutral;RT @KardashianReact: There's two types of people, I am kim. https://t.co/jIPaqznFHr
Neutral;RT @neiltyson: If your belief system is not founded in an objective reality, you should not be making decisions that affect other people.
Neutral;RT @KENLushh: Just let this sink in. http://t.co/Xo6xKrix8u
Positive;@kacdungca22 moved next week haha
Neutral;RT @soompi: #Rain: “I Understand the Concerns Over the Idol Cast of ‘My Lovely Girl’” http://t.co/jmMfM0oBbS http://t.co/MQ51luWCsn
Negative;It hurts.
Neutral;This time last year I was in the Vatican 😢 http://t.co/5JlFNPJIY8 http://t.co/9e6xmJw3YE
Positive;@halenervous thanks amy😁🎈
Positive;@Jethy076 haha true that
Positive;"RT @BoronganAileen: sobrang dikit dapat :)

JOSHANE Bracelet One Of A Kind Stronger JOSHANE Dearest JOSHUAandJANE"
Positive;"RT @allevents_in: We wish all the fellas out there a happy Engineers day. If you rest the world will rust. 
#EngineersDay #Allevents"
Neutral;"RT @allevents_in: We wish all the fellas out there a happy Engineers day. If you rest the world will rust. 
#EngineersDay #Allevents"
Negative;"Im quick to read a inbox, dm, or txt &amp; don't respond!"
Neutral;"""With the wild wolves around you, in the morning ill call you"""
Neutral;Would totally go back into that dream though that shit was thrilling I shot the sniper in the face with my last bullet lol
Positive;Would totally go back into that dream though that shit was thrilling I shot the sniper in the face with my last bullet lol
Positive;"RT @Angelo_Mikha: Sad weekdays, sad weekends.

Try to be optimistic, but realistic.

Know we should win, lose yet again

#LifeAsANewcastleF…"
Neutral;@PeterFrame_ can't see Pardew lasting now Steve Bruce doing well at Hull but might fancy dream job WBA fans want Irvine out already too
Neutral;I've collected 13,625 gold coins! http://t.co/Sj5kviRPvr #iphone, #iphonegames, #gameinsight
Neutral;™beauty is but skin deep.....????
Neutral;"RT @cksyme: Got to chat w/one of the best about monitoring a crisis via social &amp; other #crisispr nuggets. w/ @melissa_agnes http://t.co/Guv…"
Positive;LandAid - The Property Industry Charity. Making a real and lasting impact on disadvantaged young lives. http://t.co/KncR9fybEH
Neutral;RT @xxxbgdwsb: I say bye bye to Tablo , Dara, Bommie and daesung. All of them respond back T__T  especially Dara waved back~ GD was running…
Negative;So not ready for tomorrow's test...
Positive;@sydney_olivares thanks xxxx
Positive;@sydney_olivares thanks xxxx
Neutral;Man im ready to go! Im sleepy asf
Positive;Welcome Laskar!
Positive;Welcome Laskar!
Neutral;http://t.co/trDVJbiHPS live cam porn California Exotics Nipple Clamps, Silver Beaded #sex #sexchat #adultchat
Neutral;http://t.co/trDVJbiHPS live cam porn California Exotics Nipple Clamps, Silver Beaded #sex #sexchat #adultchat
Negative;RT @AGirlsLifeTwitt: I hate when people take my phone. Not because I have something to hide, but because it's not your damn phone. Its mine.
Negative;RT @AGirlsLifeTwitt: I hate when people take my phone. Not because I have something to hide, but because it's not your damn phone. Its mine.
Positive;All I really want in life is to be pretty and to have Michael Clifford
Neutral;"🌸👽🌸👽🌸👽🌸👽🌸

Michael Clifford from 5SOS
@Michael5SOS
Please follow me sunshine
I love you so much 💕

🌸👽🌸👽🌸👽🌸👽🌸

21187"
Neutral;Slobbing  RT @EverybodyBrooks: “@L_B_MARCO: “@DETROITHEEM: 😂😂😭😭😭😂😭😭😂😭😭😭😂😭😭😭😂😭 http://t.co/UnGPkGCFr8😭😂
Positive;"@ThePowPowGirls Kate!!!! Can we be sisters&lt;3 Love you&lt;3"
Positive;RT @JohnNewmanMusic: Thankyous everyone, let the celebrations continue!! http://t.co/jL3nydqzCC
Neutral;RT @EPA: Tell your friends that you choose clean water: let Thunderclap send a message. http://t.co/mMLHpQnGsH
Neutral;@_z0mbee Um look who's talking
Neutral;"RT @FisayoDairo: Debate continues:
Nduka Ugbade: Kelechi Iheanacho is still too young for Eagles.
@akpoborie: He should be a regular now.
C…"
Neutral;Closed Sell 1.7 Lots EURUSD 1.29456 for -3.2 pips, total for today +114.7 pips #forex #profit #scalpingsystem
Neutral;I lost 1 follower recently and i know who that is thanks to http://t.co/S5aN7TFNby app
Neutral;3 people followed me and 2 people unfollowed me in the last day. Thank you http://t.co/ey8gfjJl49 app
Neutral;3 people followed me and 2 people unfollowed me in the last day. Thank you http://t.co/ey8gfjJl49 app
Neutral;(Context: Joan Burton was talking about her party colleague Willie Penrose who was criticial of think-ins)
Neutral;(Context: Joan Burton was talking about her party colleague Willie Penrose who was criticial of think-ins)
Neutral;RT @impact4change: G8 Report Maps Impact Investing’s First Trillion http://t.co/ZG9mC7s9fb
Neutral;@Helizaim39 check la
Neutral;@Helizaim39 check la
Negative;Fuuuck It 💁
Neutral;Amy Winehouse- Will you still love me tomorrow (Lyrics): http://t.co/40vdkhfMh0 via @YouTube
Neutral;Amy Winehouse- Will you still love me tomorrow (Lyrics): http://t.co/40vdkhfMh0 via @YouTube
Positive;One person followed me in the last day thanks to http://t.co/SBMbLgNuP4 app
Negative;"RT @peta: Baby elephants should be with their MOTHERS, NOT tied up &amp; beaten by “TRAINERS”!

RT if u agree! #NotOurs2Use http://t.co/mc98hJV…"
Positive;fire sundayys lit!!! @ The Buzz NightClub http://t.co/qrzDKzv4v2
Negative;RT @ddlovato: TOTALLY would've worn that. RT @Captain_dinah: @ddlovato but I was gonna bring a sicky vicky outfit for yo :'(
Neutral;Excited to be part of the Meridian Realty group. #work #property #southernsuburbs #excited #happyash… http://t.co/0IOlITcRlD
Neutral;"RT @dtailed_tobby: ""@dollycent: According to Rivals. A win against QPR counts as just 1 point. Its good to know its their same number of IQ…"
Positive;Cute Rooms - http://t.co/LqtJalUDHw http://t.co/tJklhasX5Q
Negative;And I don't wanna miss a thing..
Neutral;"RT @MacMiller: Jay Z so appalled verse &gt;"
Neutral;2006-W Proof Silver American Eagle (w/all OGP) http://t.co/HZiYCQQr3v #preciousmetals #silver #gold
Neutral;2006-W Proof Silver American Eagle (w/all OGP) http://t.co/HZiYCQQr3v #preciousmetals #silver #gold
Neutral;Small businesses seek alternative lenders, some of whom use Facebook as criteria: http://t.co/ewQQc89ATo http://t.co/f6cqxwPeqE
Positive;Just about to post up a video!! 💖
Neutral;SAVE $8.13 - Stealing Christmas $1.86 http://t.co/6kDMdz4Lvy #offer #comedy
Neutral;"@TheDrysdale as for how you treat your customers it's already clear you need to work on the skill of ""empathy"" #classlessclown"
Negative;"@TheDrysdale as for how you treat your customers it's already clear you need to work on the skill of ""empathy"" #classlessclown"
Neutral;Waiting for the NSA to take down this stream. #MoT
Neutral;RT @6nxiety: i'm not good enough for anyone
Neutral;RT @WalaaIdris: David Cameron is PM for less than 5yrs yet he faced a spectrum of challenges. Every day w/each challenge he proved he's sol…
Negative;RT @femaIes: when he's shorter than you http://t.co/OOMjAelZPN
Negative;@dai_bok #ServiceDown saab parts Failure! Attempted 3 times. The operation has timed out
Neutral;@OSWreview which PPV would you pick for someone who has never watch wrestling before. I'm trying to get her into watching it with me.
Positive;Appreciate what you have before it turns into what you had.
Positive;"""If everybody is thinking alike, then somebody isn't thinking.""

- Gen. George S. Patton -"
Negative;"""If everybody is thinking alike, then somebody isn't thinking.""

- Gen. George S. Patton -"
Neutral;@Markarghaian means your finger is gonna become a kher
Neutral;RT @CuteLoveMsgs: Stop talking, start doing. Stop wishing, start working.
Positive;"""@catherineltdiaz: “@blaine_cher: @catherineltdiaz cos you boutta cry 😂😭😘😘”omg I miss those shoes das why😭 no lie"" dont cry cat"
Neutral;RT @erlichya: Crash. Burn. Roast the Marshmallows http://t.co/D193X6ua4p Honest reflection of the life cycle of projects in my @WhiteheadIn…
Negative;RT @Radityadiiikan: Hi. I miss you. I know... You don't miss me too. But no problem, I'm strong. :')
Neutral;Is it #Monday already? 😫
Neutral;Santino Marella's 'BattleArts Academy' Celebrates Anniversary, The Next WWE NXT TV Tapings http://t.co/HwCvwRZzIl
Negative;If Michael's red hair fades, it will turn orange...
Neutral;Untitled http://t.co/j1BYx7CrV8
Neutral;The 5th Drytoilet -conference will be held in Tampere, Finland on 17th to 22nd of August 2015. Join the event:  https://t.co/0BA2be1Eby
Positive;Daily morning encouragement to start our days of right after prayer 🙏😘
Positive;Daily morning encouragement to start our days of right after prayer 🙏😘
Negative;RT @LowveldMedia: 1. Another R40 accident claims six lives: http://t.co/vzaluKthec http://t.co/wtU7asYYcW
Neutral;RT @LowveldMedia: 1. Another R40 accident claims six lives: http://t.co/vzaluKthec http://t.co/wtU7asYYcW
Negative;#AhoraSuena Thelma Houston - Don't leave me this way #TodoMenosMiedo http://t.co/Z76IoL81Ac
Neutral;Love how strong you are in your faith. God is the ONLY one who can fill that void in your ❤️. Read the book: Jesus Is! @JordanSchafer
Neutral;"@myungiekitty ahh it's in 720p now!! it was 360p when i downloaded ;;;"
Negative;RT @fjoefry_: Being ignored~
Positive;im searchin for da words to make you realize...that I really, really want you to stay. 🔭📚
