user;tweet;coordenadas;cidade;horario
Graciellyba25;Amo tanto minha mãe ❤️;;Toledo, Brasil;2017-09-30 05:05:12
ViniiPassinatoo;Entrei no site do detran, e as únicas coisas que pensei foram, “como eu fiz tantas multas em dois meses?” e “eu to na merda!”;;Toledo, Brasil;2017-09-30 05:26:58
mah_ellwanger;To apaixonada pelo Henrique e Juliano meuuuuuu;;Toledo, Brasil;2017-09-30 06:03:10
mah_ellwanger;O show foi maravilhoso;;Toledo, Brasil;2017-09-30 06:03:33
pqp_guerra;Acabei vindo na hambúrgueria;;Toledo, Brasil;2017-09-30 06:38:27
pqp_guerra;Show foi top;;Toledo, Brasil;2017-09-30 06:39:20
souzzaac25;Todo mundo tem uma pessoa, aquela pessoa que te faz esquecer todas… https://t.co/Zt9jgVdiQ5;{u'type': u'Point', u'coordinates': [-53.7662517, -24.6900052]};Toledo, Brasil;2017-09-30 06:46:39
mah_ellwanger;Agora o coração aperta em saber que vai demorar pra eles virem dnv;;Toledo, Brasil;2017-09-30 06:51:08
_baudinoo;Mandei o textinho e sai correndo;;Toledo, Brasil;2017-09-30 07:01:56
vitorianeneve;É muito o amor da minha vida 💕💏 https://t.co/gUmupW1h82;;Toledo, Brasil;2017-09-30 07:15:44
amandaviana05;Bom diaaaaaaaa;;Toledo, Brasil;2017-09-30 07:21:26
pqp_guerra;Um desperdício;;Toledo, Brasil;2017-09-30 07:26:14
janapsantana;QUE SHOW MARAVILHOSO! 💕😍;;Toledo, Brasil;2017-09-30 07:26:34
janapsantana;DESCULPEM FILMAR, QUASE TUDO MAS É O SHOW DA MINHA VIDA 🙅😍;;Toledo, Brasil;2017-09-30 07:26:59
pqp_guerra;Eu n devia ter ido lá;;Toledo, Brasil;2017-09-30 07:28:58
janapsantana;Quando tocou recaídas, só falei pro @ander_fritzen me segura que eu choro migo;;Toledo, Brasil;2017-09-30 07:29:01
LuanNeuberger;Meu presente de aniversário para o Rauan foi a melhor trolada da vida😂;;Toledo, Brasil;2017-09-30 07:32:07
janapsantana;Vai segurando noixxx 👊 💕 https://t.co/XQkzkIcHAQ;;Toledo, Brasil;2017-09-30 07:32:35
biatomasini;Não deu pra segurar o choro quando tocou Aquela pessoa;;Toledo, Brasil;2017-09-30 07:40:20
pqp_guerra;Mês de outubro tem cervejada todo dia meu deus;;Toledo, Brasil;2017-09-30 07:51:15
rauanschuma;Vai ter volta, só digo isso https://t.co/jBZIbDXc3P;;Toledo, Brasil;2017-09-30 08:32:46
rauanschuma;Não sei o restante que foi, mas eu e o @LuanNeuberger tivemos OPEN no show. Quem pode, pode!;;Toledo, Brasil;2017-09-30 08:34:44
rauanschuma;Hoje meu tabu de nunca ter feito isso foi quebrado.;;Toledo, Brasil;2017-09-30 08:35:31
rauanschuma;Chegar em casa e escutar esse áudio que a @ mandou não tem preço;;Toledo, Brasil;2017-09-30 08:38:52
itsniallsun;que frio da porra é esse?;;Toledo, Brasil;2017-09-30 09:10:11
HeloisaRoman;6:20 e eu só queria saber pq ainda to aqui;;Toledo, Brasil;2017-09-30 09:22:09
HeloisaRoman;espero imensamente que você tome no cu;;Toledo, Brasil;2017-09-30 09:39:38
HeloisaRoman;outro rap outro beck outro beijo;;Toledo, Brasil;2017-09-30 09:44:23
jhojholl;Assisti Henrique e Juliano e Alok e nem paguei ingressos, salve ao snap;;Toledo, Brasil;2017-09-30 09:52:44
qcrl_gio;Bom diaaa;;Toledo, Brasil;2017-09-30 10:33:24
qcrl_gio;Pessoal dormindo e eu indo trabalhar;;Toledo, Brasil;2017-09-30 10:33:45
qcrl_gio;Isso, para de chover!!!;;Toledo, Brasil;2017-09-30 10:37:59
Thami_olindaa;Mano vai pro inferno,dia de semana nos acorda atrasada,e final de semana nos acorda cedo? Diabo;;Toledo, Brasil;2017-09-30 10:43:45
Thami_olindaa;"Hoje o céu ganha mais uma estrela😔

Descanse em paz,meu interesse por você!";;Toledo, Brasil;2017-09-30 10:45:14
Thami_olindaa;"Ai hoje eu vou ver todo mundo saindo pro role,e eu?

Eu vou ficar em casa trancada,porque a mãe muda de ideia em cima da hora,inferno";;Toledo, Brasil;2017-09-30 10:46:29
Thami_olindaa;Sabado com S de SOLIDÃO;;Toledo, Brasil;2017-09-30 10:48:11
Thami_olindaa;Mas um dia sem ver a cremosa;;Toledo, Brasil;2017-09-30 10:50:07
Thami_olindaa;Quem diria que um dia iremos sentir saudade da nossa infância,se nosso maior desejo,era crescer...;;Toledo, Brasil;2017-09-30 10:53:21
Thami_olindaa;"Minha mãe vai me levar no psicologo,DE NOVO,e sem motivos

Mas com o dinheiro que ela paga psicologo,poderia me da pra ir no role,af";;Toledo, Brasil;2017-09-30 11:02:03
Thami_olindaa;Acho que vou ir dormir na tata hoje,fé no pai;;Toledo, Brasil;2017-09-30 11:03:23
Thami_olindaa;"Pra vocês que acha que eu não tenho objetivo na vida,eu tenho sim

Só não faço";;Toledo, Brasil;2017-09-30 11:05:04
Thami_olindaa;"Passando por umas dificuldades horríveis aqui em casa

Acordar e viver";;Toledo, Brasil;2017-09-30 11:08:26
Thami_olindaa;"Spa vou ver a cremosa de noitinhaaaaaaa

SÓ FALTA ELA ME RESPONDER,PORQUE A BONITA DEMORA ERAAAAS PRA RESPODER";;Toledo, Brasil;2017-09-30 11:09:15
saraakolling;Mas bom diaaa 🤗;;Toledo, Brasil;2017-09-30 11:10:53
Thami_olindaa;Ou me engole,ou me vomita. Ficar mastigando não da!;;Toledo, Brasil;2017-09-30 11:18:57
limatheusp;Para de comprar bicho seus animais;;Toledo, Brasil;2017-09-30 11:25:16
Thami_olindaa;Eu juro, afeto e paz não vão te faltar,aiaiai✨;;Toledo, Brasil;2017-09-30 11:27:48
Thami_olindaa;23 dias zé😏;;Toledo, Brasil;2017-09-30 11:32:22
Thami_olindaa;Hipocrisia me rodeia e os bico paga um pau. Mas sigo firme, nada abala o meu ideal irmão🔥;;Toledo, Brasil;2017-09-30 11:37:01
limatheusp;@isaagustini Nossa senhora, sério? É a coisa mais idiota do mundo kkkkk;;Toledo, Brasil;2017-09-30 11:42:33
_wesley_perez;Bom diaa;;Toledo, Brasil;2017-09-30 11:55:46
_wesley_perez;Estamos indo para bragantina.. 🏊;;Toledo, Brasil;2017-09-30 11:59:50
DboraRicci2;Acordei agora não consegui mais dormir, sai do quarto e vejo meu pai esparramado no sofá, que susto bicho;;Toledo, Brasil;2017-09-30 11:59:52
diionatan;Estranho quando você sonha com uma pessoa que você nunca viu e ela não fala no sonho porque você nunca ouviu a voz dela na vida;;Toledo, Brasil;2017-09-30 12:13:54
HeloisaRoman;arrependida_por_não_ter_dormido_ainda.mp3;;Toledo, Brasil;2017-09-30 12:17:30
_SrMorningStar;Essa chuva caga tudo doido;;Toledo, Brasil;2017-09-30 12:22:49
_SrMorningStar;Atraso td da sava;;Toledo, Brasil;2017-09-30 12:23:04
LethyhBernardo;Eu estou preocupada com esse diabo;;Toledo, Brasil;2017-09-30 12:29:09
_juniortavares;Neblina que desce igual sua raba no chão hoje a noite 🤤🤤;;Toledo, Brasil;2017-09-30 12:35:06
ManuelaAyla;começo do ano meu pai vai me dar de presente uma tatuagem pra comemorar os 18 aninhos;;Toledo, Brasil;2017-09-30 12:37:40
limatheusp;O que adianta fazer academia sendo que continuo comendo igual um porco;;Toledo, Brasil;2017-09-30 12:39:39
patty_bonifacio;Cuidado, tem gente que se preocupa com vc. E tem gente que só quer saber o que está acontecendo;;Toledo, Brasil;2017-09-30 12:43:52
patty_bonifacio;Dor, dor e mais dor! Poderiam me internar e me deixar sedada;;Toledo, Brasil;2017-09-30 12:45:21
Thami_olindaa;"Quem chora assistindo doce vingança?

EU MESMA,UHUM";;Toledo, Brasil;2017-09-30 12:54:58
_juniortavares;Acorda bundão https://t.co/LwFKH8QaM9;;Toledo, Brasil;2017-09-30 13:08:48
Injridi;Bom dia me tira daqui;;Toledo, Brasil;2017-09-30 13:11:01
Patyonara;@anarosaroos @dadaustina @larissagottems como vai ser o racha de bebidas?;;Toledo, Brasil;2017-09-30 13:13:04
Patyonara;"Bom dia Brasil 

Meu primeiro tt é sobre bebidas #sabadou";;Toledo, Brasil;2017-09-30 13:13:57
Injridi;Deu RT em coisa do felipe neto já perdeu 100% do respeito que eu já não tinha por você;;Toledo, Brasil;2017-09-30 13:18:43
carlosivanpiti;Tudo passa 🙏;;Toledo, Brasil;2017-09-30 13:28:47
metam0rfose;Bateu a nave por aqui;;Toledo, Brasil;2017-09-30 13:29:13
metam0rfose;E também decidi que quero ser taxista;;Toledo, Brasil;2017-09-30 13:29:26
jhojholl;Jogar bola hoje vai ser uma maravilha;;Toledo, Brasil;2017-09-30 13:31:50
jhojholl;Vou atolar no campo;;Toledo, Brasil;2017-09-30 13:31:57
jhojholl;Ainda mais lá na sede que pode ficar 1 ano sem chuva que metade do campo ainda fica um banhado;;Toledo, Brasil;2017-09-30 13:32:25
metam0rfose;ESSE É O TIPO DE MENSAGEM QUE NOIS QUÉ RECEBER https://t.co/D3sxkVibEm;;Toledo, Brasil;2017-09-30 13:33:40
Thami_olindaa;Queria saber,oque aconteceu com a Ana no final do filme?;;Toledo, Brasil;2017-09-30 13:34:37
Thami_olindaa;Aqui no tt, posso falar a vontade que quero morrer,as pessoas até agitam um suicídio coletivo. No fb é só textão,e já mandam ir no psicologo;;Toledo, Brasil;2017-09-30 13:36:38
menegom;Vê se para com esse vai e volta;;Toledo, Brasil;2017-09-30 13:37:42
oziel_ozi;https://t.co/CBR3n3lUuV;;Toledo, Brasil;2017-09-30 13:40:09
manuelabedendo;Que bom que o mozi estuda hoje, assim posso ir para spi com ele ❤;;Toledo, Brasil;2017-09-30 13:42:05
schaefer_ana;Foi tao bom passar a noite com as meninas ontem ❤️;;Toledo, Brasil;2017-09-30 13:58:44
schaefer_ana;Ja ate tinha esquecido como é isso;;Toledo, Brasil;2017-09-30 13:58:53
Duuda_Mayer;Queria saber como eu sobrevivia estudando de manhã 🆘;;Toledo, Brasil;2017-09-30 14:04:07
ellenmayara_s;Tudo que eu quero pra hoje a tarde é dormir;;Toledo, Brasil;2017-09-30 14:21:19
ellenmayara_s;Da vontade de chorar vendo esses animaizinhos maltratados;;Toledo, Brasil;2017-09-30 14:22:02
ellenmayara_s;Sinto mais vontade de chorar ainda vendo gente defendendo estupradores e assassinos;;Toledo, Brasil;2017-09-30 14:22:34
ellenmayara_s;Queria almoçar no china;;Toledo, Brasil;2017-09-30 14:23:03
Injridi;Acho muito estranho quem se chama Ingrid e não é eu;;Toledo, Brasil;2017-09-30 14:35:27
Injridi;Deve ser horrível quem tem nome mais comum tipo gabriela isabela lucas;;Toledo, Brasil;2017-09-30 14:36:37
wolflarrys;se o meu não for assim nem quero https://t.co/pEty8MLYk2;;Toledo, Brasil;2017-09-30 14:43:46
KamilaaQueiroz;Conseguem estragar meu dia mesmo;;Toledo, Brasil;2017-09-30 14:44:59
HeloisaRoman;meu nojo é menor do que a minha vontade de dar uma bicuda;;Toledo, Brasil;2017-09-30 14:45:43
wolflarrys;o cinema daqui passa o filme lego mas não passa american assassin;;Toledo, Brasil;2017-09-30 14:47:33
pqp_guerra;A cada dia que passa vejo que tem umas pessoas muito tops na minha vida, só desejo tudo de melhor pra elas;;Toledo, Brasil;2017-09-30 14:52:00
metam0rfose;Almoçando no Golden e arrependida pois mal consigo sentir o gosto da comida;;Toledo, Brasil;2017-09-30 14:54:31
pqp_guerra;Vi ontem à @ e só tive que rir KKKKKKKKK;;Toledo, Brasil;2017-09-30 14:54:50
angelofabris;Augusto dos Anjos era um cara bacana.;;Toledo, Brasil;2017-09-30 15:00:21
Convencido97;bpn kkk;;Toledo, Brasil;2017-09-30 15:06:22
TLeubet;QUE GOLAÇO DO NEYMAR;;Toledo, Brasil;2017-09-30 15:06:31
Convencido97;pra que isso @neymarjr;;Toledo, Brasil;2017-09-30 15:06:59
Convencido97;mais um gol no treino do psg 🤷🏻‍♂️;;Toledo, Brasil;2017-09-30 15:13:05
pqp_guerra;A madrugada é top;;Toledo, Brasil;2017-09-30 15:26:02
menegom;Essa Tauana só fala me morte cara se é doido;;Toledo, Brasil;2017-09-30 15:29:45
menegom;"Tenho mania de mandar áudio cantando 

E olha que canto mal demais kkkkkkk";;Toledo, Brasil;2017-09-30 15:30:48
metam0rfose;Vou participar vai que eu ganho o Fusca https://t.co/jTxbbBXDnY;;Toledo, Brasil;2017-09-30 15:32:02
Injridi;Eu não me canso de ver senhor dos anéis;;Toledo, Brasil;2017-09-30 15:38:12
metam0rfose;Aluguel pago, mais um mês sem morar de baixo da ponte;;Toledo, Brasil;2017-09-30 15:40:04
Injridi;"Usa o neosoro pra respirar &gt; falta de ar &gt; para de usar neosoro &gt; não entra ar no nariz";;Toledo, Brasil;2017-09-30 15:44:43
WesleyMMDias;Quero muito fazer um ensaio em estúdio, mds aaaaaa;;Toledo, Brasil;2017-09-30 15:45:15
Convencido97;5a1 primeiro tempo fora o show, que treino ótimo. UCL já é realidade hahaha 🔵⚫️⚪️;;Toledo, Brasil;2017-09-30 15:47:48
Injridi;THEY'RE TAKING THE HOBBIT TO ISENGARD GARD GARD GARD;;Toledo, Brasil;2017-09-30 15:49:06
metam0rfose;Pior que ressaca é ressaca de Itaipava, minha nossa;;Toledo, Brasil;2017-09-30 15:52:57
metam0rfose;Lembrei que não fui pro inglês hoje;;Toledo, Brasil;2017-09-30 15:53:45
limatheusp;Tinha um bebê coisinha mais bonitinha no RU queria tanto pegar no colo;;Toledo, Brasil;2017-09-30 15:56:16
caroline_souza6;Bora esm hoje?;;Toledo, Brasil;2017-09-30 16:00:11
metam0rfose;Eu não tô nem acreditando que eu tô de folga hoje, bicho;;Toledo, Brasil;2017-09-30 16:00:42
metam0rfose;Deus é bão dimais;;Toledo, Brasil;2017-09-30 16:00:52
vitorianeneve;Só as que vao no show do henrique e juliano so pra ouvir uma musica e depois descobrir que era do Henrique e diego;;Toledo, Brasil;2017-09-30 16:02:44
luizaugustoo;Esse JOIA vai proporcionar muitas emoções;;Toledo, Brasil;2017-09-30 16:03:24
luizaugustoo;Cada dia uma notícia melhor;;Toledo, Brasil;2017-09-30 16:03:59
KauDallaPossa;Paco parece eu, ama dormir;;Toledo, Brasil;2017-09-30 16:06:31
GoessWesley;@CristianoMayson Falei pra vc vir arrombado, sorte sua q falhou os outros snaps kkkkkkkkkkkkk;;Toledo, Brasil;2017-09-30 16:07:49
carlosivanpiti;Mas quem tudo quer, tudo perde;;Toledo, Brasil;2017-09-30 16:11:10
vini_konflanz;Só queria que alguém me chamasse pra tomar um terere;;Toledo, Brasil;2017-09-30 16:12:03
mah_ellwanger;Eu to muito nervosaaaaaa;;Toledo, Brasil;2017-09-30 16:12:14
zandonatto;Só acho que nasci no estado errado;;Toledo, Brasil;2017-09-30 16:12:35
GoessWesley;Q showzão da porra esse do Henrique e Juliano 😍😍❤️;;Toledo, Brasil;2017-09-30 16:15:03
pqp_guerra;"Beija na boca, fala que ficou apaixonada 
Você não vale nada 
Mal sabe ele que virou motivo de piada 
Você não vale nada";;Toledo, Brasil;2017-09-30 16:15:44
PaulaSperafico;@Mari_DCosta18 @isaagustini Vamo se abraçar Isa! Esse merda não sai da minha cabeça;;Toledo, Brasil;2017-09-30 16:18:25
LagoMF;Mais merda doq esse sábado só eu mesmo;;Toledo, Brasil;2017-09-30 16:22:09
LagoMF;Acordei com uma falta de paciência violenta;;Toledo, Brasil;2017-09-30 16:22:33
fabiogoleiro012;@luc4sandrey @ParanaClube @FigueirenseFC aham ta kkkkkkkkkkkkkkkkk vcs nem sobe kkkkkkkkkk fica na serie B ai kkkkk… https://t.co/6PW2VBt3Br;;Toledo, Brasil;2017-09-30 16:24:05
LariAlbertoni;só queria alguém pra me dar banho todo dia;;Toledo, Brasil;2017-09-30 16:24:40
fabiogoleiro012;hora de assistir um vídeo de história, q blza!;;Toledo, Brasil;2017-09-30 16:26:14
metam0rfose;E aí meu amooooorrrr;;Toledo, Brasil;2017-09-30 16:27:04
fabiogoleiro012;pelo oq eu li, o cara q mato a menina de Umuarama  se matou, vai pro inferno filho dá puta;;Toledo, Brasil;2017-09-30 16:27:26
fabiogoleiro012;@luc4sandrey @ParanaClube @FigueirenseFC então tá né, fica ai na segundona kkkkkkkkkkkkkk fica igual o parana q ficou 10 anos kkkkkkkkk;;Toledo, Brasil;2017-09-30 16:28:02
fabiogoleiro012;@Adriano44500 @FUTB0LEIRAS eu acho q não, só teve vergonha na cara só isso rsrs;;Toledo, Brasil;2017-09-30 16:29:00
metam0rfose;Hoje podia cair um toró, mas não já limpou o tempo... Minha blackout é curta e vara luz pro meu templo de solidão e trevas;;Toledo, Brasil;2017-09-30 16:30:05
fabiogoleiro012;@luc4sandrey @ParanaClube @FigueirenseFC só disse q o parana fico 10 anos na serie b e nao volto kkkkkkkkkkkkkk;;Toledo, Brasil;2017-09-30 16:30:29
Marlon_Demito;eu levei muito a sério a missão de ficar burro ontem;;Toledo, Brasil;2017-09-30 16:31:37
Marlon_Demito;acordei com a tal da Rê;;Toledo, Brasil;2017-09-30 16:31:48
Vini_Schumacher;Bebendo uma cervejinha e assistindo Friends. Não tinha como o sábado ser melhor;;Toledo, Brasil;2017-09-30 16:32:49
fabiogoleiro012;@luc4sandrey @ParanaClube @FigueirenseFC kkkkk melhore amigo melhore muito.... tenha grana primeiramente nem o spfc tem isso;;Toledo, Brasil;2017-09-30 16:38:57
fabiogoleiro012;@andreneri77 fora q só grita kkkkkkkkkkkkkkkkkkkkkkkkkkk;;Toledo, Brasil;2017-09-30 16:43:59
Injridi;Quero tanto pintar meu cabelo de vermelho de novo T.T;;Toledo, Brasil;2017-09-30 16:46:18
fabiogoleiro012;@andreneri77 qm escuta isso kkkkkkkkkkkkkkkkkk á nao;;Toledo, Brasil;2017-09-30 16:47:04
Marlon_Demito;meus pais voltaraaaam, não estou acreditando 😍😍😍;;Toledo, Brasil;2017-09-30 16:48:47
KauDallaPossa;Eita poha bicho https://t.co/dP8O1w1cZN;;Toledo, Brasil;2017-09-30 16:54:05
metam0rfose;PSYCHO KILLER QU'EST-CE QUE C'EST;;Toledo, Brasil;2017-09-30 16:58:23
menegom;Tô usando uma bota de limpar o chiqueiro e vou ir dar um role de trator, já que não tem nada pra fazer msm;;Toledo, Brasil;2017-09-30 16:59:38
metam0rfose;A meta de hoje é se manter bem hidratada e alimentada o resto é detalhe sórdido;;Toledo, Brasil;2017-09-30 17:01:49
metam0rfose;Saudades do meu vizinho do apartamento 6 me apresentando uns sons massa, volta logo aleeeeee;;Toledo, Brasil;2017-09-30 17:03:00
metam0rfose;Longe de casa a mais de 1 ano e meio, milhas e milhas distantes dos meus amores;;Toledo, Brasil;2017-09-30 17:04:12
metam0rfose;Folga no sábado é uma exceção dada somente a pessoas que realmente fazem por merecer, tô orgulhosa de ter esse privilégio;;Toledo, Brasil;2017-09-30 17:05:17
metam0rfose;Quer dizer que meus esforços estão sendo reconhecidos e esse é um pequeno passo importante;;Toledo, Brasil;2017-09-30 17:05:44
rauanschuma;Melhor de tudo era o Gibinha pedindo cerveja ontem, “me vê duas cervejas e um beijo” KKKKKKKK;;Toledo, Brasil;2017-09-30 17:06:14
metam0rfose;Quando eu paro pra pensar no rumo que minha vida tomou eu fico ????;;Toledo, Brasil;2017-09-30 17:06:21
metam0rfose;Saí de uma cidade interiorana com a cara e a coragem, larguei 2 anos de Direito pra trás e comecei do zero uma coisa distinta;;Toledo, Brasil;2017-09-30 17:07:53
metam0rfose;Arrumei um job coisa que eu achei q nunca ia acontecer na vida levando em conta as vagas hierárquicas de Sengés (único sistema q conhecia);;Toledo, Brasil;2017-09-30 17:09:01
metam0rfose;E agora tô aqui em Toledo uma cidade que eu nem sabia que existia, quase 2 anos, alguns amigos, boletos, faculdade;;Toledo, Brasil;2017-09-30 17:09:56
metam0rfose;Isso é só um passo que dei em relação a minha carreira, emocional e socialmente a evolução que tive é imensurável;;Toledo, Brasil;2017-09-30 17:11:30
metam0rfose;Nunca achei que eu fosse capaz de fazer novas amizades visto o bloqueio que tenho com contato humano, hoje eu até abraço gente;;Toledo, Brasil;2017-09-30 17:13:33
metam0rfose;E falo de abraçar sem ficar com vergonha, olha o nível do problema desta usuário que vos escreve;;Toledo, Brasil;2017-09-30 17:14:09
metam0rfose;Sim, eu sou muito tímida.;;Toledo, Brasil;2017-09-30 17:14:42
metam0rfose;Quando me abraçam (não ocorre com frequência) eu ainda sinto um desconforto porém já não é tão sufocante quanto antes;;Toledo, Brasil;2017-09-30 17:16:01
metam0rfose;Sou grata e valorizo muito tudo que tenho, foi sofrido sair da casa dos meus pais, sinto saudades todos os dias, mas é a minha luta.;;Toledo, Brasil;2017-09-30 17:20:47
metam0rfose;Eu ia dizer sobre relacionamentos, mas sou basicamente 0/0 neste ramo;;Toledo, Brasil;2017-09-30 17:23:05
metam0rfose;Mas como diria nosso mestre atemporal Raul, não sei aonde eu tô indo mas sei que eu tô no meu caminho;;Toledo, Brasil;2017-09-30 17:23:52
angelofabris;"Vem UP modafoca
https://t.co/2etoORRYsz";;Toledo, Brasil;2017-09-30 17:24:03
metam0rfose;Objetivo, meta, conquistas. Plano traçado, fé em Deus e let's go.;;Toledo, Brasil;2017-09-30 17:24:48
metam0rfose;To com uns papinho chato de coach né, perdão galera;;Toledo, Brasil;2017-09-30 17:25:32
pqp_guerra;Top top💥💥 https://t.co/C8NRqBAl7S;;Toledo, Brasil;2017-09-30 17:28:04
metam0rfose;Se eu já tô nessa vibe agora esperem eu voltar do psicodalia;;Toledo, Brasil;2017-09-30 17:28:58
wuevertonc;ASSISTAM THE GOOD PLACE BJS;;Toledo, Brasil;2017-09-30 17:31:27
metam0rfose;Vou ser a personificação de todos os deuses hindus com a paz espiritual de 200 hippies juntos cantando across the universe;;Toledo, Brasil;2017-09-30 17:32:17
wuevertonc;"eu e minha namorada a gente tava agarradinho
até que o meu amor, bebeu um copo de vinho
ela perde o controle e fica logo animadinha";;Toledo, Brasil;2017-09-30 17:33:34
wuevertonc;queria só umas caipirinha de vinho hj;;Toledo, Brasil;2017-09-30 17:33:51
wuevertonc;@DiegoAssuncaoo quem prefere friends ao invés de himym pra mim nem gente é;;Toledo, Brasil;2017-09-30 17:34:25
wuevertonc;um vício chamado encher a lista da netflix de filmes e nunca assistir;;Toledo, Brasil;2017-09-30 17:35:44
metam0rfose;Dica sustentável: se o seu tênis está desgastado, com fendas, fodido você não precisa de um novo tênis, você precisa de silver tape. Bye.;;Toledo, Brasil;2017-09-30 17:35:44
pqp_guerra;Clevelandia;;Toledo, Brasil;2017-09-30 17:35:50
metam0rfose;Por muito tempo silver tape foi pra mim como o xarope pra Rochelle.;;Toledo, Brasil;2017-09-30 17:36:27
metam0rfose;Expressão de intensidade do fato;;Toledo, Brasil;2017-09-30 17:36:44
metam0rfose;Também não tinha a necessidade de dizer isso, mas hoje eu tô uma máquina de falar bosta;;Toledo, Brasil;2017-09-30 17:37:07
diionatan;Tão bom estar de óculos e poder enxergar de novo 🤓;;Toledo, Brasil;2017-09-30 17:37:13
metam0rfose;Just, leave me...;;Toledo, Brasil;2017-09-30 17:37:48
metam0rfose;Tenho tanta roupa pra lavar, casa pra limpar, inglês pra estudar e eu insisto em ficar passando vergonha na internet;;Toledo, Brasil;2017-09-30 17:39:07
metam0rfose;Pensando se aviso a lia que estou de folga pra ela me buscar aqui e eu ir filar bóia no rancho dela.;;Toledo, Brasil;2017-09-30 17:39:55
metam0rfose;"""filar"" é uma expressão quase em extinção, ressuscitei ela do vale dos anos 2000/2010";;Toledo, Brasil;2017-09-30 17:41:04
metam0rfose;Por falar em anos 2000, vocês acreditam que tem gente que nasceu aí e já tem até filho, bicho;;Toledo, Brasil;2017-09-30 17:42:08
wuevertonc;hoje to só eu e a haisa quando a @natalianesello resolve ficar tirando fotos https://t.co/7VdBMwM0Nc;;Toledo, Brasil;2017-09-30 17:43:55
metam0rfose;Galera de 2000 pode tá com 79 anos, aposentados, vão ser pra sempre a criançada;;Toledo, Brasil;2017-09-30 17:44:17
wuevertonc;inclusive mais fácil achar fotos da @natalianesello no meu celular do que minhas;;Toledo, Brasil;2017-09-30 17:44:25
metam0rfose;Geração que começou dar errado, que usa roupa de passear na casa.;;Toledo, Brasil;2017-09-30 17:44:49
wuevertonc;@natalianesello @lhamaprincess @HaisaLana @HaulyPicini inclusive me procurem pros memes de aniversário, bjs;;Toledo, Brasil;2017-09-30 17:45:01
metam0rfose;PlayStation é legal mas vocês já brincaram de polícia e ladrão? Bicho, chinelo na mão e pernas pra quem tem (sisconder com o crush é top);;Toledo, Brasil;2017-09-30 17:47:26
wuevertonc;quando vc percebe que tá ficando mais velha/ mas continua com o rostinho de 15 https://t.co/DXs4d0ELEP;;Toledo, Brasil;2017-09-30 17:48:06
metam0rfose;Eu sempre fui muito de humanas, as atividades que me interessavam era fazer carimbo com uma batata????;;Toledo, Brasil;2017-09-30 17:48:29
wuevertonc;alias, PARABÉNSSSSSSSSS GABREEEE ♥️♥️♥️ VOCÊ É 🔝🔝🔝;;Toledo, Brasil;2017-09-30 17:49:18
wuevertonc;@gabrelaxx;;Toledo, Brasil;2017-09-30 17:49:56
