user;tweet;coordenadas;cidade;horario
BeattriizMendes;To sentindo que o dia hoje vai ser lindo;;Arapongas, Brasil;2017-09-30 14:42:44
thaisllara;Conta da @BiaArantes verificada no insta 👏👏👏 aleluia;;Arapongas, Brasil;2017-09-30 14:54:44
_beagarcia;É incomum o que ela faz com o bumbum;;Arapongas, Brasil;2017-09-30 14:58:01
BeattriizMendes;Corre que essa chance passa, corre se não ela escapa;;Arapongas, Brasil;2017-09-30 14:58:12
BeattriizMendes;Que gol mlk https://t.co/ywvHSl8ojD;;Arapongas, Brasil;2017-09-30 15:16:22
robersonzz;I'm at Oficina Do Pao https://t.co/QSG35cN4hF;{u'type': u'Point', u'coordinates': [-51.44012579, -23.4089868]};Arapongas, Brasil;2017-09-30 15:16:26
AnaCapazorio;O pior de namorar cmg mesma é q...é ruim demais slc;;Arapongas, Brasil;2017-09-30 15:19:48
AnaCapazorio;GENTE DO CÉU tem um guri aqui cm um rabetao, com o corpo inteiro na vdd...q isso senhor faz em mim;;Arapongas, Brasil;2017-09-30 15:20:26
AnaCapazorio;Drag the tab;;Arapongas, Brasil;2017-09-30 15:23:27
pam_lourenco;OOOO não quero advogado quero regime fechado com você amor;;Arapongas, Brasil;2017-09-30 15:26:23
pam_lourenco;nós somos bagunçados e reféns desse pecado;;Arapongas, Brasil;2017-09-30 15:27:42
_beagarcia;Quero praia;;Arapongas, Brasil;2017-09-30 15:34:41
pam_lourenco;meu irmão é vacilão™;;Arapongas, Brasil;2017-09-30 15:35:23
pam_lourenco;se Deus fez outra de você, tá decorando a casa dele;;Arapongas, Brasil;2017-09-30 15:36:46
BeattriizMendes;Esse povo velho tão infantil me tira do sério;;Arapongas, Brasil;2017-09-30 15:41:10
BeattriizMendes;PQP cresce meu;;Arapongas, Brasil;2017-09-30 15:41:26
BeattriizMendes;Que preguiça de ir na minha vó velho;;Arapongas, Brasil;2017-09-30 15:54:52
GVendrametto_;mano eu acordei e tinha 52 snaps;;Arapongas, Brasil;2017-09-30 15:54:57
BeattriizMendes;Esse povo que me chama pra comer mexe com meu coração;;Arapongas, Brasil;2017-09-30 15:55:15
_vfernandes00;😣 https://t.co/WWyTgaLVIE;;Arapongas, Brasil;2017-09-30 15:56:16
GVendrametto_;tem snap de quem eu nem sabia q eu tinha no snap;;Arapongas, Brasil;2017-09-30 16:07:36
AnaCapazorio;Bucho cheio= Julinha feliz;;Arapongas, Brasil;2017-09-30 16:12:30
AnaCapazorio;Gente q menino lindo, achei o amor da minha vida!!!! Iguaizinhos aquele Samuel q canta affff q porrinha linda;;Arapongas, Brasil;2017-09-30 16:13:34
_vfernandes00;😄 em Arapongas, Parana, Brazil https://t.co/lozDT5qRSY;{u'type': u'Point', u'coordinates': [-51.45, -23.3833]};Arapongas, Brasil;2017-09-30 16:17:03
_beagarcia;Eu amo vir na minha vó ❤;;Arapongas, Brasil;2017-09-30 16:45:43
Naataliamendes_;EU SÓ QUERO DORMIR;;Arapongas, Brasil;2017-09-30 16:55:20
RodolfoSouza_;Quando se tem tudo mas não se tem nada.;;Arapongas, Brasil;2017-09-30 16:57:20
Naataliamendes_;Eu quero tatuar o om na perna;;Arapongas, Brasil;2017-09-30 16:57:44
_gabibiazon;"Ela já se machucou de mais
Promete que vai ser um bom rapaz
E se ela disser vem, cê pega e vai
E não solta nunca mais...";;Arapongas, Brasil;2017-09-30 16:57:45
Naataliamendes_;Quem diria em ladrão;;Arapongas, Brasil;2017-09-30 16:58:47
Naataliamendes_;Ser taurina é muito complicado;;Arapongas, Brasil;2017-09-30 17:00:23
Naataliamendes_;@gabrieuzhn Digo que foi o melhorrrrŕ;;Arapongas, Brasil;2017-09-30 17:09:05
thaisllara;Tava com fome q doía até a barriga fui lá e comi! Agora a dor da barriga piorou!!!! Q isso Jesus,   tá doendo pacas!!!!!;;Arapongas, Brasil;2017-09-30 17:13:11
thaisllara;Eu queria agradecer aos deuses do fandom pelo #PrimeiroBeijoGucilia que aumentou o numero de seguidores dessa rede social;;Arapongas, Brasil;2017-09-30 17:14:44
AnaCapazorio;Será q estou vivendo ou só me fodendo???;;Arapongas, Brasil;2017-09-30 17:16:09
AnaCapazorio;Sem ngm pra cvs no WhatsApp aí a gente vem pro tt bisbilhotar e se lamentar;;Arapongas, Brasil;2017-09-30 17:17:23
AnaCapazorio;Amr, você prefere q eu te taque as diretas ou taque logo umas pedradas?;;Arapongas, Brasil;2017-09-30 17:19:03
_beagarcia;Quem eu mais amo não está falando comigo e nem olhando pra minha cara, isso é triste;;Arapongas, Brasil;2017-09-30 17:22:08
_beagarcia;Mas vida que segue;;Arapongas, Brasil;2017-09-30 17:22:18
AnaCapazorio;"""tudo bem""
""tirando minha condição amorosa financeira, física e psicológica...sim""";;Arapongas, Brasil;2017-09-30 17:26:08
AnaCapazorio;Vontade de te socar é grande mas a de te pegar é maior;;Arapongas, Brasil;2017-09-30 17:26:34
_beagarcia;Vontade de viajar pra bem longe;;Arapongas, Brasil;2017-09-30 17:31:14
AnaCapazorio;Toperson em;;Arapongas, Brasil;2017-09-30 17:32:39
AnaCapazorio;Às vezes(sempre) a gente só precisa de uns presentes assim https://t.co/w6wAR3U7BL;;Arapongas, Brasil;2017-09-30 17:33:44
Brida_rodrigues;Eu não sei se tenho ataque de riso com essas coisas que eu vejo ou se eu fico com dó;;Arapongas, Brasil;2017-09-30 17:35:52
Brida_rodrigues;Me perguntando pq eu não fui no jia com as meninas;;Arapongas, Brasil;2017-09-30 17:39:01
GVendrametto_;"não é so uma musica se no começo tem ""Metro boomin want some more nigga""";;Arapongas, Brasil;2017-09-30 17:48:37
Naataliamendes_;Hora de 😴😴😴😴;;Arapongas, Brasil;2017-09-30 17:55:59
Marikirylko;Barra da Lacta é muito boa aaaa;;Arapongas, Brasil;2017-09-30 18:20:53
ciconato_;Nuii!! https://t.co/Xz2pKRb2pO;;Arapongas, Brasil;2017-09-30 18:30:50
_gabibiazon;Quero açaí;;Arapongas, Brasil;2017-09-30 18:43:51
BeattriizMendes;Acho que hoje eu morro de tanto rir;;Arapongas, Brasil;2017-09-30 18:52:15
BeattriizMendes;Se o andi não trazer o violão em casa hoje eu nem falo mais com ele;;Arapongas, Brasil;2017-09-30 18:52:38
BeattriizMendes;Se tiver melhor rolê do que o nosso de hoje é mentira;;Arapongas, Brasil;2017-09-30 19:00:12
BeattriizMendes;Eu não nego chopp né mouleque;;Arapongas, Brasil;2017-09-30 19:00:32
heloisaemili00;É triste quando você tem role tem dinheiro mas não tem roupa kkkkkk;;Arapongas, Brasil;2017-09-30 19:08:03
duuubom;Já dormi, acordei, dormi de novo e acabei de acordar, tô muito cansado, acho que vou dormir pra descansar um pouco;;Arapongas, Brasil;2017-09-30 19:10:07
heloisaemili00;"Último final de semana que estarei ""loira""";;Arapongas, Brasil;2017-09-30 19:14:25
heloisaemili00;Tô felizona pra tira isso daqui;;Arapongas, Brasil;2017-09-30 19:14:46
isabeladovalleg;Animo pra por a cara fora de casa hoje ta 0;;Arapongas, Brasil;2017-09-30 19:25:41
_beagarcia;O Shawn é maravilhoso 😍;;Arapongas, Brasil;2017-09-30 19:28:57
BeattriizMendes;Kiridan;;Arapongas, Brasil;2017-09-30 19:39:10
kaaroll_k;Promete que vai ser um bom rapaz;;Arapongas, Brasil;2017-09-30 20:11:52
Brida_rodrigues;Desanimei desse sábado já;;Arapongas, Brasil;2017-09-30 20:33:58
pam_lourenco;17:34 e eu não sei se tô almoçando ou jantando;;Arapongas, Brasil;2017-09-30 20:34:33
pam_lourenco;não aconselho sair de alpargata na chuva;;Arapongas, Brasil;2017-09-30 20:36:03
pam_lourenco;"eu não sei se saio de casaco hoje ou não

medo de passar calor";;Arapongas, Brasil;2017-09-30 20:36:26
Brida_rodrigues;Eu odeio desanimar dessa forma;;Arapongas, Brasil;2017-09-30 20:38:52
AnaCapazorio;Vontade de ser riKa;;Arapongas, Brasil;2017-09-30 20:46:16
_beagarcia;Eu sou muito apaixonada pelo Shawn;;Arapongas, Brasil;2017-09-30 20:50:31
_beagarcia;Eu não aguento essa carinha 😍;;Arapongas, Brasil;2017-09-30 20:54:19
_vfernandes00;papo reto https://t.co/1IuahYS8Bk;;Arapongas, Brasil;2017-09-30 20:57:02
_vfernandes00;quando eu tiver a minha fechamento https://t.co/gnstl8CS37;;Arapongas, Brasil;2017-09-30 21:10:00
Naataliamendes_;Eu e a Mariana ama tanto cone que só de pensa já da palpitação;;Arapongas, Brasil;2017-09-30 21:13:16
Brida_rodrigues;@Anaa_Garciaaa Vou nem te falar nada sobre isso;;Arapongas, Brasil;2017-09-30 21:57:08
foi_o_onan;Mas só q a profissao das mina éeeee;;Arapongas, Brasil;2017-09-30 22:09:35
Naataliamendes_;Me responde no whats pela mor @_aamandaks;;Arapongas, Brasil;2017-09-30 22:20:54
Naataliamendes_;Kkkkkkkkkkkk https://t.co/OQh2mIos8Z;;Arapongas, Brasil;2017-09-30 22:24:43
_gabibiazon;Kkkkkkkkkkk;;Arapongas, Brasil;2017-09-30 22:48:15
_gabibiazon;Odeio mercado ODEIO;;Arapongas, Brasil;2017-09-30 22:49:29
blogueiro_com_R;#ldrvpartytemdjmachista;;Arapongas, Brasil;2017-09-30 22:58:59
Andrew08_;Hoje tive companhia pro chopp https://t.co/KsBqu3ajhj;;Arapongas, Brasil;2017-09-30 23:24:01
batista_juvenal;Romeu Tuma Jr nunk https://t.co/sfnSK9wqbO;;Arapongas, Brasil;2017-09-30 23:34:52
batista_juvenal;@MBLivre fiscalizem aí!!!! https://t.co/niJOfd8Iqu;;Arapongas, Brasil;2017-09-30 23:36:51
batista_juvenal;Chiqueiro https://t.co/c9bKFacwP8;;Arapongas, Brasil;2017-09-30 23:38:23
batista_juvenal;Agora o @Corinthians tem um time de vôlei pra torcer agora só falta o basquetebol voltar https://t.co/p5K7MSkra5;;Arapongas, Brasil;2017-09-30 23:42:41
robersonzz;I'm at Q. Malteria? Cervejas Especiais e Insumos in Arapongas, Paraná https://t.co/Yd1RkN2BKT;{u'type': u'Point', u'coordinates': [-51.44356306, -23.4062234]};Arapongas, Brasil;2017-10-01 00:37:43
BeattriizMendes;@bmakiniks @_ThayAmora @LaaryRodriguees @LeetticiaCampos 💞 https://t.co/aIC2TzA27D;;Arapongas, Brasil;2017-10-01 02:57:49
calupavital;Estou carente gente, não me deixem no vácuo. Da rt se quiserem fica cmg, e curti quem quer até namora;;Arapongas, Brasil;2017-10-01 03:03:55
AnaCapazorio;Tem uns artistas que são burros né mds;;Arapongas, Brasil;2017-10-01 03:11:15
kaaroll_k;Que sábado animado bicho nossa;;Arapongas, Brasil;2017-10-01 03:20:30
BeattriizMendes;"""Depois do mexe mexe rola o tcha e rala a tcheka"" Renner, e Rick";;Arapongas, Brasil;2017-10-01 03:37:53
kaaroll_k;Whats tá fora do ar? Não tô recebendo nenhuma mensagem aqui..;;Arapongas, Brasil;2017-10-01 03:59:11
calupavital;AH EU ADORO AMAR VOCÊ;;Arapongas, Brasil;2017-10-01 05:42:50
outroPoe;Eu que agradeço, rebeca, tava maravilhoso mesmo;;Arapongas, Brasil;2017-10-01 06:18:44
outroPoe;Pra vocês é tudo nooooossa;;Arapongas, Brasil;2017-10-01 06:20:37
outroPoe;Os olhos não são compatíveis com o uso intensivo de telas digitais;;Arapongas, Brasil;2017-10-01 06:20:49
outroPoe;EVER SINCE I LEFT THE CITY YOU;;Arapongas, Brasil;2017-10-01 06:20:56
heloisaemili00;Arrumou briga com as piores pessoas kkkkkkkkkkkkkkk agora aguenta;;Arapongas, Brasil;2017-10-01 06:30:39
Brida_rodrigues;Vou aproveitar meu churrasco aqui de boa que eu ganho mais rs;;Arapongas, Brasil;2017-10-01 06:33:55
Brida_rodrigues;Heloisa caiu no chão do nada;;Arapongas, Brasil;2017-10-01 06:34:34
duuubom;Minha nossa, q issu;;Arapongas, Brasil;2017-10-01 07:02:04
kaaroll_k;Preguiça de ir pra cama;;Arapongas, Brasil;2017-10-01 07:17:01
kaaroll_k;Eu vou cair aqui no sofá mesmo;;Arapongas, Brasil;2017-10-01 07:17:12
kaaroll_k;Preciso ir no Outback;;Arapongas, Brasil;2017-10-01 07:18:48
kaaroll_k;Oficialmente de folga por dois dias seguidos;;Arapongas, Brasil;2017-10-01 07:19:20
kaaroll_k;Queria ter prestado mais atenção no show do Jerry na união;;Arapongas, Brasil;2017-10-01 07:21:27
kaaroll_k;But;;Arapongas, Brasil;2017-10-01 07:21:37
kaaroll_k;🤷🤷🤷;;Arapongas, Brasil;2017-10-01 07:23:01
kaaroll_k;Sua amiga eu vou pegar e laraiaraiá;;Arapongas, Brasil;2017-10-01 07:29:00
_gabibiazon;Que noite bicho;;Arapongas, Brasil;2017-10-01 07:37:06
_gabibiazon;Por todas as noites como essa porfa;;Arapongas, Brasil;2017-10-01 07:37:25
heloisaemili00;Mano tô muito ruim;;Arapongas, Brasil;2017-10-01 07:37:54
_gabibiazon;Os meninos tudo meio bêbados, estranho só você sã;;Arapongas, Brasil;2017-10-01 07:38:02
_gabibiazon;Nem 1/3 https://t.co/QXMHvml7tr;;Arapongas, Brasil;2017-10-01 07:40:07
foi_o_onan;OOOOOOLLLWLWLWOWOWOWOOWOWOWOWO2O2O2O2OOWOWOWOWOWOWOWOWOOWWO;;Arapongas, Brasil;2017-10-01 07:49:46
foi_o_onan;Foi um teste;;Arapongas, Brasil;2017-10-01 07:49:54
foi_o_onan;Acho q foi um dos fds que eu mais ri na minha vida;;Arapongas, Brasil;2017-10-01 07:51:07
foi_o_onan;PERDI A INSCRIÇÃO DO CURSO BOSSSSSTA;;Arapongas, Brasil;2017-10-01 07:53:15
foi_o_onan;"Ou o tempo passou muito rapido ou o tempo passou mt rapido
Aanha";;Arapongas, Brasil;2017-10-01 08:17:51
BeattriizMendes;Bom dia;;Arapongas, Brasil;2017-10-01 12:05:07
BeattriizMendes;To morrendo mds;;Arapongas, Brasil;2017-10-01 12:05:25
BeattriizMendes;Minha tosse piorou;;Arapongas, Brasil;2017-10-01 12:06:07
BeattriizMendes;Eu não funciono bem quando acordo;;Arapongas, Brasil;2017-10-01 12:38:20
batista_juvenal;@marisascruz nem dormiu essa noite kkkkk https://t.co/QTpp0i1uNS;;Arapongas, Brasil;2017-10-01 13:20:38
batista_juvenal;Vai Corinthians https://t.co/DBO6AV1nKy;;Arapongas, Brasil;2017-10-01 13:22:38
batista_juvenal;@MBLivre aumentou 3 reais e 50 centavos 100 watts da energia elétrica vcs estão protestando contra isso ????? Kkkk acho q não neh;;Arapongas, Brasil;2017-10-01 13:35:04
batista_juvenal;Kkkkkkkkkkkkkkkk olhem  issso ⬇⬇⬇⬇⬇ https://t.co/Xs07GudZwW;;Arapongas, Brasil;2017-10-01 13:36:54
RuanVRC;"Dancinha pra comemora EU 
🤓💚
#Sunday https://t.co/FW7jh7EULd";;Arapongas, Brasil;2017-10-01 13:48:41
BeattriizMendes;RAPAIXXXXXXXXXX;;Arapongas, Brasil;2017-10-01 14:02:00
BeattriizMendes;Agora vai akkakakakakakakakka;;Arapongas, Brasil;2017-10-01 14:02:23
BeattriizMendes;Quando vc descobre que seu amor platônico tem uma queda por vc 😍😍😍😍;;Arapongas, Brasil;2017-10-01 14:03:46
batista_juvenal;Boca são os antis votando contra o Corinthians #VaiCorinthians #JogaiPorNós https://t.co/5cdycr3EYx;;Arapongas, Brasil;2017-10-01 14:23:12
_gabibiazon;Acordei com a barriga chapadinha, queria isso pra vidaaaaa;;Arapongas, Brasil;2017-10-01 14:31:01
Brida_rodrigues;Bom dia, ou nem tão bom assim;;Arapongas, Brasil;2017-10-01 14:57:01
Brida_rodrigues;Tô com tanta raiva que nem de ressaca eu acordei;;Arapongas, Brasil;2017-10-01 14:57:28
Brida_rodrigues;Quando precisa estamos ali, somos as primeiras a ajudar, agora fica falando o que nem sabe. Criancice do caramba;;Arapongas, Brasil;2017-10-01 15:00:36
Naataliamendes_;Bom dia;;Arapongas, Brasil;2017-10-01 15:01:26
Brida_rodrigues;Melhor de tudo é ver essas pessoas que nem faz parte da coisa falando merda também hahaha me poupe;;Arapongas, Brasil;2017-10-01 15:01:45
Brida_rodrigues;Estava super de boa, cuidando da minha vida normalmente. Mas não vem me falar merda, e ainda mais sem saber da história;;Arapongas, Brasil;2017-10-01 15:03:25
_gabibiazon;Quando o abraço é bom e você não quer soltar nunca mais da pessoa;;Arapongas, Brasil;2017-10-01 15:30:06
_gabibiazon;Encerramento do cerco já estou me preparando porque vai ser bençãooooo;;Arapongas, Brasil;2017-10-01 15:30:45
calupavital;Acordei fazendo o que eu faço de melhor, chorando;;Arapongas, Brasil;2017-10-01 15:38:38
vianajessika_;@luaana_paaiva Ai da uma segurada kakaka;;Arapongas, Brasil;2017-10-01 15:41:17
serginho_duarte;Não precisa muito pra me agradar...😍😍😍 #hojepode em Casa Dos Duartes https://t.co/kZk0Y12IYD;{u'type': u'Point', u'coordinates': [-51.45699374, -23.4137352]};Arapongas, Brasil;2017-10-01 15:42:27
CelloRodrigues_;@_Gustavinhos Já soltou a franga ontem, fica de boa aí;;Arapongas, Brasil;2017-10-01 15:45:50
CelloRodrigues_;@RMelozo E você ganhou de graça;;Arapongas, Brasil;2017-10-01 15:46:33
BeattriizMendes;Minhas costas estão doendo demais;;Arapongas, Brasil;2017-10-01 15:50:59
BeattriizMendes;Não estou aguentando e nem é brinks;;Arapongas, Brasil;2017-10-01 15:51:15
BeattriizMendes;Minha família quer ir acampar e eu não tenho barraca;;Arapongas, Brasil;2017-10-01 15:59:54
_gabibiazon;Último trimestre e fui fazer trabalho so agora, de onde vieram as notas dos outros brasil?;;Arapongas, Brasil;2017-10-01 16:00:47
Brida_rodrigues;Ontem foi tão bommmmmm, tenho as melhores pessoas comigo, sem duvidas. Só faltou a ana;;Arapongas, Brasil;2017-10-01 16:12:20
_gabibiazon;Queria tanto que as pessoas me conhecerem antes de falar que não gostam de mim sem motivos;;Arapongas, Brasil;2017-10-01 16:17:08
AnaCapazorio;Dlç acordei cm corneta e gritaria;;Arapongas, Brasil;2017-10-01 16:28:40
AnaCapazorio;Aí vc descobre q o amg gato do seu primo vai pra outro país https://t.co/u7jWza02o0;;Arapongas, Brasil;2017-10-01 16:29:50
AnaCapazorio;Pra todos q me chamam de criança dia 12/10 aceito presente!!                                              #Dica: goxto de brusinhas.;;Arapongas, Brasil;2017-10-01 16:32:11
heloisaemili00;Bommmmmmmm dia pessoal;;Arapongas, Brasil;2017-10-01 16:44:07
Naataliamendes_;Que sábado loko;;Arapongas, Brasil;2017-10-01 16:44:34
Naataliamendes_;Eu só tenho amigo loko, assim n da;;Arapongas, Brasil;2017-10-01 16:44:56
BeattriizMendes;Melhor sábado ❤ https://t.co/PEIjkndJQr;;Arapongas, Brasil;2017-10-01 17:08:14
ciconato_;Parece tô Chapado ainda 😴 https://t.co/O7rQt1OSdG;;Arapongas, Brasil;2017-10-01 17:12:02
BeattriizMendes;Que horas começa o cerco hoje?;;Arapongas, Brasil;2017-10-01 17:13:52
BeattriizMendes;@_ThayAmora Vc caindo do sofá kakakakakakakak;;Arapongas, Brasil;2017-10-01 17:14:33
PaulaSimonii;#GoPats 🏈 New England Patriots 🏈 em Arapongas, Parana, Brazil https://t.co/SqAM7qq5Vq;{u'type': u'Point', u'coordinates': [-51.45, -23.3833]};Arapongas, Brasil;2017-10-01 17:29:29
Naataliamendes_;Não pode chover vsffff;;Arapongas, Brasil;2017-10-01 17:30:06
outroPoe;O incenso Paulo Santos;;Arapongas, Brasil;2017-10-01 17:32:07
outroPoe;"💜💜
https://t.co/XVX1bYYxyU";;Arapongas, Brasil;2017-10-01 17:33:10
BeattriizMendes;O CRUSH FALOU COMIGOOOOOOOOOOOOOOO;;Arapongas, Brasil;2017-10-01 17:33:21
outroPoe;@arcticbiac Grande Pale O Imperador de Santos;;Arapongas, Brasil;2017-10-01 17:35:43
outroPoe;"Vitamin String Quartet tocando Marilyn Manson &gt; everything";;Arapongas, Brasil;2017-10-01 17:40:50
laiscoelhog;@CUTEST_ANlMALS @pegecoelho bora fazer isso a com Niga;;Arapongas, Brasil;2017-10-01 17:42:00
AnaCapazorio;Um ódio chamado Calça Jeans;;Arapongas, Brasil;2017-10-01 17:54:21
DanielSartorii;"Algm ae manja de premiere? Meu render tá travando nos 93% 
Ja fiz de tudo, e nada.";;Arapongas, Brasil;2017-10-01 17:55:12
BeattriizMendes;Vou ficar com uma vergonha imensa quando ver o cara pqp;;Arapongas, Brasil;2017-10-01 17:55:14
Marikirylko;To com abstinência de cerveja, real;;Arapongas, Brasil;2017-10-01 17:57:09
Marikirylko;Queria fumar tbm;;Arapongas, Brasil;2017-10-01 17:57:21
_gabibiazon;Meu mas que menina em será que ela não se toca não?;;Arapongas, Brasil;2017-10-01 18:10:36
kaaroll_k;Vou assistir um jogo do timão nem acredito;;Arapongas, Brasil;2017-10-01 18:12:02
kaaroll_k;Sorriso falso https://t.co/KViBP8BFSc;;Arapongas, Brasil;2017-10-01 18:15:11
isabeladovalleg;Tenho raiva de gente que tem tudo pra ser feliz e não da valor, A MANO VAI TOMAR NO CU;;Arapongas, Brasil;2017-10-01 18:16:46
outroPoe;As vezes eu sinto falta de morar aqui https://t.co/sppeDB9PaG;;Arapongas, Brasil;2017-10-01 18:18:57
Naataliamendes_;Estou com fome de novo?!?!?;;Arapongas, Brasil;2017-10-01 18:23:28
Naataliamendes_;Ouvindo uns rock meio depressivo pra combinar com o dia;;Arapongas, Brasil;2017-10-01 18:31:32
outroPoe;@anaperss OLHA EU E VOCÊ NO VÍDEO DO GABE 💜💜💜 https://t.co/GlhFCDLhPJ;;Arapongas, Brasil;2017-10-01 18:38:10
Andrew08_;Alguém pra fumar uma spiced chai?;;Arapongas, Brasil;2017-10-01 18:46:03
Andrew08_;Dar uns beijinhos também não seria uma má ideia.;;Arapongas, Brasil;2017-10-01 18:47:02
