user;tweet;coordenadas;cidade;horario
DletGamer;uma civilização vai crescendo https://t.co/yaAamNTJZn;;Apucarana, Brasil;2017-09-30 22:00:12
markimdb;"Oi... ;)";;Apucarana, Brasil;2017-09-30 22:07:18
isamanesco;Quero saber como foi o encontradoooooossss;;Apucarana, Brasil;2017-09-30 22:08:18
isamanesco;Seria eu https://t.co/SO2qA4GCXJ;;Apucarana, Brasil;2017-09-30 22:08:37
markimdb;Cara... Eu nem sabia q tinha um reality show de churrasco no #SBT senhor, como nao sabia disso?;;Apucarana, Brasil;2017-09-30 22:09:10
dudaspaulo;Por que o Itaú faz propagandas tão boas e com músicas tão maravilhosas que pisam em todos os outros comerciais?;;Apucarana, Brasil;2017-09-30 22:14:15
Novinhaa_00;Eu estou aqui na varanda bebendo junto com meu primo e meu tio;;Apucarana, Brasil;2017-09-30 22:35:48
Novinhaa_00;E o resto está la dentro vendo novela;;Apucarana, Brasil;2017-09-30 22:36:11
btwvinichris;"Netflix
Lolzinho
Animes

SABADOU";;Apucarana, Brasil;2017-09-30 22:45:47
dudaspaulo;E as borboletas no estômago morreram;;Apucarana, Brasil;2017-09-30 22:55:42
dudaspaulo;@gabriellamrno Isso Isso;;Apucarana, Brasil;2017-09-30 22:56:43
MeuMeninaoLS_PR;Nem sei se vou no show de dezembro e já tô me iludindo que que eu fasso #MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe;;Apucarana, Brasil;2017-09-30 23:52:29
__maribernardes;Hoje eu quero ficar louca de uma maneira q vcs não fazem ideia. Se oferecerem alcool de posto, eu vou ta tomando, boa noite.;;Apucarana, Brasil;2017-09-30 23:58:08
MeuMeninaoLS_PR;"Desde o dia que o Luan fez a live apresentando a tour eu sonho com cantada :'((
 #MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe";;Apucarana, Brasil;2017-09-30 23:58:50
__maribernardes;@viihcirino Te desafio a pagar 100 burpees em meio a tds (e me deixar em paz);;Apucarana, Brasil;2017-09-30 23:59:48
TalithaAbdo;Semana que vem tem campeonato de Crossfit em maringá, acho q já quero;;Apucarana, Brasil;2017-10-01 00:08:29
TalithaAbdo;Preciso ir pra maringá resolver umas pendências hahahaha;;Apucarana, Brasil;2017-10-01 00:08:45
TalithaAbdo;VAIQVAIQVAI QUICANDO, SENTANDO, QUICANDO, JOGANDO A BUNDA PRO AR;;Apucarana, Brasil;2017-10-01 00:09:20
Joao_Ricaardoo;Queria uma galerinha pra jogar poker, faz tempo que nao jogo;;Apucarana, Brasil;2017-10-01 00:11:30
TalithaAbdo;JIA em londrina, JOIA em maringá, e eu aqui em Apucarana, ADOROOOONNN;;Apucarana, Brasil;2017-10-01 00:13:13
Joao_Ricaardoo;Melhor investir na pizza, doq nessa cervejada https://t.co/KNom2qLBSQ;;Apucarana, Brasil;2017-10-01 00:13:39
TalithaAbdo;Estou tomando um vinho pra ver se eu esqueço os problemas;;Apucarana, Brasil;2017-10-01 00:18:37
Joao_Ricaardoo;@Luuis_Migueel Paga o olho da cara pra ve aquelas relaxada e fica com fome depois kkkkkkk nao da né;;Apucarana, Brasil;2017-10-01 00:24:20
__maribernardes;@gichemouni Já vai preparada p ouvir meus choros;;Apucarana, Brasil;2017-10-01 00:30:50
ChomaGuilherme;Sinceramente? Eu já não me surpreendo com mais nada.;;Apucarana, Brasil;2017-10-01 00:46:36
Joao_Ricaardoo;Deus me dibre;;Apucarana, Brasil;2017-10-01 00:51:20
D_Barth;Sabe aqueles presentes que a vida te dá?! Mas coitada dessa linda que tem que me aturar quase… https://t.co/Dey4VUX6Zr;{u'type': u'Point', u'coordinates': [-51.4585678, -23.55136248]};Apucarana, Brasil;2017-10-01 00:53:27
netoleeo;Não acredito q a Emma Roberts é o amor da minha vida;;Apucarana, Brasil;2017-10-01 00:55:52
Novinhaa_00;Comi bastante no rodízio;;Apucarana, Brasil;2017-10-01 01:30:32
Petronio_C;Acabou de publicar um vídeo em Moto Clube Asas da Liberdade https://t.co/6htEHERaXE;{u'type': u'Point', u'coordinates': [-51.47582793, -23.56791232]};Apucarana, Brasil;2017-10-01 01:32:45
Petronio_C;Acabou de publicar uma foto em Moto Clube Asas da Liberdade https://t.co/NuPFAg0ITr;{u'type': u'Point', u'coordinates': [-51.47582793, -23.56791232]};Apucarana, Brasil;2017-10-01 01:34:23
MeuMeninaoLS_PR;Amo mt um grupo cheio de amor gnt ai #MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe;;Apucarana, Brasil;2017-10-01 01:36:22
dudaspaulo;O Brasil ta tão alienado nessa coisa de política que qualquer coisa que acontece já taxam como de direita ou esquerda;;Apucarana, Brasil;2017-10-01 01:56:27
CCA_CARLAO;Segundo dia do Intensivo para Casais com o Pr Marcelo Gomes, foi tooooop !!!! em Comunidade… https://t.co/2P4Zybx6DQ;{u'type': u'Point', u'coordinates': [-51.4714841, -23.55102746]};Apucarana, Brasil;2017-10-01 01:57:22
MeuMeninaoLS_PR;TO PROCURANDO UM POSTO UMA CONVENIÊNCIA EU TO PRECISANDO BB COM EMERGÊNCIA #MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe;;Apucarana, Brasil;2017-10-01 02:09:54
MeuMeninaoLS_PR;"TO REMOENDO OQ ELA ME FALOU DESSA VEZ ACABOU ACABOUU
#MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe";;Apucarana, Brasil;2017-10-01 02:10:31
MeuMeninaoLS_PR;"AMEM JEFFERSON MORAES AMEM
#MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe https://t.co/ucb5crpbD7";;Apucarana, Brasil;2017-10-01 02:11:32
TalithaAbdo;@Brendon_Jardim LEGAL EM  🙄;;Apucarana, Brasil;2017-10-01 02:12:21
TalithaAbdo;Eu me apaixonei pelo q eu inventei de  você;;Apucarana, Brasil;2017-10-01 02:14:17
Novinhaa_00;Só queria dizer que estou com saudades de falar com a Yhu;;Apucarana, Brasil;2017-10-01 02:14:51
MeuMeninaoLS_PR;A CASA INTEIRA EU TO DOANDO PQ A GNT SE AMOU EM TODO CANTOOOOO #MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe;;Apucarana, Brasil;2017-10-01 02:15:31
MeuMeninaoLS_PR;MANO ESSE DVD DO FERNANDO E SOROCABA TA MT TOP CARAIO DVDZÃO DA PORRA #MPN #LuanSantana #AcordandoOPredio… https://t.co/3l0TY7pHqF;;Apucarana, Brasil;2017-10-01 02:16:35
Novinhaa_00;Crush me mandou snap ❤❤;;Apucarana, Brasil;2017-10-01 02:20:30
MeuMeninaoLS_PR;ESSA É MINHA MENINA QUE QDO EU TO MAL ME JOGA PRA CIMA #MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe;;Apucarana, Brasil;2017-10-01 02:22:07
MeuMeninaoLS_PR;"OUTRA DESSA CE NAO ACHAAAAA OLHA COMO ELA TE ABRAÇAAAAAAA
#MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe";;Apucarana, Brasil;2017-10-01 02:23:18
MeuMeninaoLS_PR;"E VC GANHOU DE GRAÇA CORRE QUE ESSA CHANCE PASSAAAAAA
#MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe";;Apucarana, Brasil;2017-10-01 02:23:38
MeuMeninaoLS_PR;ELA JA SE MACHUCOU DEMAIS, PROMETE QUE VAI SER UM BOM RAPAZZZZZZ #MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe;;Apucarana, Brasil;2017-10-01 02:24:25
MeuMeninaoLS_PR;"VAI PASSA MAAAAAL PIRO SUA MENTE COM MEU CORPO SENSUAAAAAAL MaratonadevotosLS 
#MPN #LuanSantana #AcordandoOPredio #AcordandoOPredioClipe";;Apucarana, Brasil;2017-10-01 02:30:58
dudaspaulo;@AmudPedro Exatamente meu,agr nem pensam em para e analisar certinho a situação, já vai alguém fala que é de esquerda ou direita e blábláblá;;Apucarana, Brasil;2017-10-01 02:39:14
dudaspaulo;@AmudPedro E aí sempre a discussão gira em torno disso, e ñ do real conflito;;Apucarana, Brasil;2017-10-01 02:41:17
Marilia_Bueno;"Pessoas que te ligam sabado a noite &lt;3";;Apucarana, Brasil;2017-10-01 02:44:03
dudaspaulo;@AmudPedro Então começou a ficar chato, tipo já deu galera;;Apucarana, Brasil;2017-10-01 02:48:25
SatoEiki;#junglefight92 O problema do Jungle é q não gostam de jogo de chão, isso é um absurdo!Pedem para levantar quando o lutador está efetivo!;;Apucarana, Brasil;2017-10-01 02:56:17
SatoEiki;#junglefight92 O lutador está efetivo no chão, deve esperar ele fazer o trabalho dele e não levantar! Absurdo isso!;;Apucarana, Brasil;2017-10-01 02:57:42
Petronio_C;Todo mundo no click em Moto Clube Asas da Liberdade https://t.co/30ArNC7qRH;{u'type': u'Point', u'coordinates': [-51.47582793, -23.56791232]};Apucarana, Brasil;2017-10-01 02:59:45
SatoEiki;#junglefight92 Pqp que coisa feia! Juiz metendo a mão! Falta muito para a organização completa!;;Apucarana, Brasil;2017-10-01 03:04:35
SatoEiki;#junglefight92 Vergonha de evento, isso é MMA? Lutas efetivas no chão deve ser deixada, qualquer coisa o árbitro levanta!;;Apucarana, Brasil;2017-10-01 03:10:24
samgentilin;definitivamente ñ gosto de rock;;Apucarana, Brasil;2017-10-01 03:15:42
TalithaAbdo;To precisando de umas pessoas assim, onde acha? https://t.co/vYpwPcWzK1;;Apucarana, Brasil;2017-10-01 03:16:20
Marilia_Bueno;@TalithaAbdo Essa nem eu sabia que existia KKKK;;Apucarana, Brasil;2017-10-01 03:17:42
SatoEiki;#junglefight92 O wallid foi um baita lutador, mas precisa analisar melhor as regras desse evento!Luta de chão tbm pode!;;Apucarana, Brasil;2017-10-01 03:17:43
SatoEiki;#junglefight92 Vamos ver como será essa última luta! Se o árbitro vai ser o destaque dessa luta tbm! 😂;;Apucarana, Brasil;2017-10-01 03:19:09
MeuMeninaoLS_PR;"Fica com Deus bebezinho @luansantana eu te amo muito, bom show ai, que Nossa Senhora Aparecida te proteja sempre 🙏
Dorme bem ❤️";;Apucarana, Brasil;2017-10-01 03:19:23
Petronio_C;Rock do bom em Moto Clube Asas da Liberdade https://t.co/uetGTvNnh1;{u'type': u'Point', u'coordinates': [-51.47582793, -23.56791232]};Apucarana, Brasil;2017-10-01 03:24:38
SatoEiki;#junglefight92 Quase o árbitro pede para os dois levantar quando o lutador estava no mata leão! 😂;;Apucarana, Brasil;2017-10-01 03:26:54
Petronio_C;Acabou de publicar um vídeo em Moto Clube Asas da Liberdade https://t.co/SspNbFOgQJ;{u'type': u'Point', u'coordinates': [-51.47582793, -23.56791232]};Apucarana, Brasil;2017-10-01 03:29:30
SatoEiki;#junglefight92 Essa última luta melhorou de interrupção! Jogo de chão pode galera do Jungle! Está melhor de interrupções!;;Apucarana, Brasil;2017-10-01 03:31:15
SatoEiki;#junglefight92 Falta técnica para ele! Como pode perder três mata leão? 😂;;Apucarana, Brasil;2017-10-01 03:33:11
SatoEiki;#junglefight92 Se fosse a Kyra Gracie já tinha resolvido! 😂;;Apucarana, Brasil;2017-10-01 03:35:12
SatoEiki;#junglefight92 Essa é a última luta? Muito fraco! Quem colocou essa luta como a principal? Wallid, precisa melhorar esse evento!;;Apucarana, Brasil;2017-10-01 03:38:04
avitormarx;"#boanoite #caminhos a traçar, #objetivos a alcançar
#refletir #reflexao #paisagem #fotografia… https://t.co/FWhemUd9PT";{u'type': u'Point', u'coordinates': [-51.4608, -23.5508]};Apucarana, Brasil;2017-10-01 04:49:42
NortokJefferson;Ontem, uma parte de um sonho foi realizada 🙏🏼❤️;;Apucarana, Brasil;2017-10-01 05:35:32
netoleeo;vai se f#deeeeeee;;Apucarana, Brasil;2017-10-01 06:07:13
ericaravene;Partiu Paraguai 👊🏼🙏🏻;;Apucarana, Brasil;2017-10-01 08:52:04
djandreOlly;A gente percebe quando tem alguma zica quando sempre tem algo que te joga pra baixo;;Apucarana, Brasil;2017-10-01 11:09:27
djandreOlly;Acho que eu tava mais feliz que a aniversariante pelo evento que estava fazendo, pois montamos uma estrutura nova e que não tínhamos;;Apucarana, Brasil;2017-10-01 11:10:10
kaukuruncii;"Sai de casa 19:00

Cheguei agora ...";;Apucarana, Brasil;2017-10-01 11:10:43
djandreOlly;Fora que investimos pra um cara chato ligar pra polícia e reclamar do som;;Apucarana, Brasil;2017-10-01 11:10:48
djandreOlly;Tivemos que tocar muito baixo, mas muito baixo mesmo, eu no meu quarto com meus monitores de som trabalho mais alto que lá 😪;;Apucarana, Brasil;2017-10-01 11:11:37
djandreOlly;E os policiais falaram que iam apreender meus equipamentos 😓😓 se eles voltassem por outra chamada, primeira vez q acontece isso na vida 😴😴;;Apucarana, Brasil;2017-10-01 11:12:30
SantoDenis2;Relacionamento saudável. Com Marcos Harter.;;Apucarana, Brasil;2017-10-01 11:37:22
SantoDenis2;Protestando contra a nudez nos museus. Liderado por um ex ator pornô.;;Apucarana, Brasil;2017-10-01 11:42:14
SantoDenis2;Vociferando #pedofiliaecrime. De dentro de uma igreja católica.;;Apucarana, Brasil;2017-10-01 11:44:41
SantoDenis2;Protesto contra a nudez nos museus.  Liderado por um ex-ator pornô.;;Apucarana, Brasil;2017-10-01 11:46:05
SantoDenis2;Sobe a tag #pedofiliaecrime. Tweeta de uma igreja católica.;;Apucarana, Brasil;2017-10-01 11:48:21
shf80;Tudo pronto para missa 🙏🏻. @luannastabile em Diaconia São Francisco de Assis https://t.co/ubqqWP1PEM;{u'type': u'Point', u'coordinates': [-51.4559453, -23.5556029]};Apucarana, Brasil;2017-10-01 12:05:00
TalithaAbdo;IHHH FALA MUITO, INTERESSEIRA;;Apucarana, Brasil;2017-10-01 12:33:03
TalithaAbdo;Bom dia nenezinhos;;Apucarana, Brasil;2017-10-01 12:33:24
__maribernardes;Esse gol foi igual o gol q deu o hexa em 2018 p gnt kkkkk qm lembra https://t.co/CnDBOUKXFn;;Apucarana, Brasil;2017-10-01 12:54:29
Novinhaa_00;@empirematthew Tem que ter motivo para chorar ok;;Apucarana, Brasil;2017-10-01 13:15:45
Novinhaa_00;@empirematthew Então vai tomar no cu blz;;Apucarana, Brasil;2017-10-01 13:34:09
MeuMeninaoLS_PR;CARA tem dia que eu penso ah Luan nem vai ler cartaz do POD hj já deve te enjoado PAH ELE LE DUAS VZS AHDUAUDUSUDAHDHSDUSUSUSUDUSA AMOOOO;;Apucarana, Brasil;2017-10-01 13:39:56
gutocampos7;Papai acertou na produção hoje! #princesa #eloá  #lilicaripilica em Apucarana https://t.co/QZAYCph8bG;{u'type': u'Point', u'coordinates': [-51.4608, -23.5508]};Apucarana, Brasil;2017-10-01 13:57:40
Jh_Mandato;Caramba, que dor de cabeça;;Apucarana, Brasil;2017-10-01 14:02:29
__maribernardes;"Grossinha, falsinha &amp; draminha 

Essas são as meninas super defeituosas https://t.co/9ETMDqsTeP";;Apucarana, Brasil;2017-10-01 14:26:42
camilapiassa;what an interesting turn of events;;Apucarana, Brasil;2017-10-01 14:44:08
dudaspaulo;https://t.co/PME8jAe1vY;;Apucarana, Brasil;2017-10-01 14:45:02
__maribernardes;Meninas que fazem amizades na fila do banheiro do role;;Apucarana, Brasil;2017-10-01 15:06:32
__maribernardes;Qm q foi q falou q almoço de domingo tem q sair tarde???? Ta na hora de mudarem esse costume;;Apucarana, Brasil;2017-10-01 15:13:22
amndolvr;"&gt;&gt; comprei convite do jia
&gt;&gt; meu voo saía às 8 da manha de maringa dia 8
&gt;&gt; vendi o convite do jia
&gt;&gt; o voo sai de londrina";;Apucarana, Brasil;2017-10-01 15:17:12
dudaspaulo;Minha família me força a assistir filme chato, repetido ou que é mt ruim;;Apucarana, Brasil;2017-10-01 15:32:53
__maribernardes;Faz o q c quer;;Apucarana, Brasil;2017-10-01 15:33:10
faasilverio;Genial https://t.co/pz75YmDv8t;;Apucarana, Brasil;2017-10-01 15:38:13
Anahcarolcosta;Se diz minha amiga mas fica tentando me diminuir na frente dos outros;;Apucarana, Brasil;2017-10-01 15:55:47
Petronio_C;Festa 🏍 em Moto Clube Asas da Liberdade https://t.co/K4DUzkOwFy;{u'type': u'Point', u'coordinates': [-51.47582793, -23.56791232]};Apucarana, Brasil;2017-10-01 16:20:33
dudaspaulo;As vezes o que vc quer é um unicórnio mas a vida acaba te dando um bode msm;;Apucarana, Brasil;2017-10-01 16:28:19
duuubom;Finalmente outubro 😍😍;;Apucarana, Brasil;2017-10-01 16:32:09
carolfernandass;vemmmmmm dia 11 chega l o g o https://t.co/so1ZO0qP91;;Apucarana, Brasil;2017-10-01 16:36:22
kaukuruncii;Meninas do céu q sono rapaz;;Apucarana, Brasil;2017-10-01 16:41:52
camilapiassa;como eu amo essas exacerbadas ahahahah #habeascopos ⚖️🖤 em Detroit Estúdio Pub https://t.co/h6y3y2E8Gt;{u'type': u'Point', u'coordinates': [-51.47694, -23.55361]};Apucarana, Brasil;2017-10-01 16:46:38
isabelawleal;Campeonato da festa ontem foi fazer os migos chegar nas minas e falar “se a bola descer do coqueiro, rola?/a porta tá aberta, vamo fecha?”;;Apucarana, Brasil;2017-10-01 16:56:01
isabelawleal;Risadas não faltaram nesse role hahahaha;;Apucarana, Brasil;2017-10-01 16:56:22
dudaspaulo;Alguém já assistiu Atômica?;;Apucarana, Brasil;2017-10-01 17:00:39
netoleeo;https://t.co/uSjsnb8Cfn;;Apucarana, Brasil;2017-10-01 17:22:05
duuubom;Poder não é querer;;Apucarana, Brasil;2017-10-01 17:24:59
