opiniao;tweet
Neutral;@lauarcu cuando va a ser el día que pueda verte completamente sana?
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;"El autor del robo del siglo se entusiasmó con el blanqueo: ""Tengo ganas de invertir"" http://t.co/3xELy3wTC1 VAAAAAMOS MEN*M!!!!!"
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;Quereme así piantada. Vení, volá, vení.
Positive;Se presenta el proyecto para modificar la ley antidiscriminatoria en la HCDN hablamos con Pedro Paradiso Sottile sec de @CHAArgentina
Positive;RT @todoprovincial: @GermanCestona y @JorgeEijo  inauguraron el ciclo lectivo del #CentroInterUniversitario 2013 http://t.co/cJALI2Cq0M
Neutral;Te relajás cuando te das cuenta  que cada momento puede ser el último. Ahí es cuando empezás a vivir de verdad.
Neutral;Preparame los guantes - Migliore estuvo cinco horas ante el juez: habló sobre La Doce, se comprometió a ayudar e... http://t.co/iEEx3BzHX5
Negative;RT @CPMemoria: Torturas policiales a un joven trabajador de la CPM http://t.co/87iEGc0wjj @HoracioCecchi
Positive;Las elecciones primarias serán el 11 de agosto y las legislativas el 27 de octubre http://t.co/AsVOH03laM
Negative;@8Nchorypan @INFOPOLICIALES Con  o sin libro de acatas de defuncion, se sabe que los muertos son mas de 100, y creo que nos quedamos cortos
Negative;RT @Laurix73: A otra amiga, tb CONICET, viróloga, la aduana le tiene frenado un aparato comprado en Alemania desde hace tres meses.
Negative;RT @gmagadan: 2011 fallece Lidia Gueiler Tejada, presidenta constitucional  interina boliviana entre 1979 y 1980
Positive;La reconstrucción del Borda, otra muestra de que el amor vence al odio http://t.co/492mfcGeEE
Neutral;RT @MundoAzulgrana: Pablo Migliore cerca de la libertad, RT si lo querés de vuelta defendiendo el arco del Ciclón. http://t.co/JVmQLvVQOB
Neutral;"#Vélez Eso sí, este grupo demostró siempre que se recupera y que ""muere"" luchando hasta el último minuto. No dudo que siga siendo así"
Negative;RT @fuerzasiempre: Gobierno de Macri. No dejes de ver estas imágenes del estado de abandono del hospital Borda hoy. Esto es PRO.  http://t.…
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;Nuevo Artículo Terapias Para Superar El Miedo - TERAPIAS PARA SUPERAR EL MIEDO El miedo es una emoción natural y... http://t.co/MtgOqJK7AA
Positive;Las elecciones primarias serán el 11 de agosto y las legislativas el 27 de octubre http://t.co/NarXhFhBov
Negative;RT @GusSelenator: A juli le entran como 30 chotas, dos por cada agujero que tiene en su cuerpo #SeamosSinceros
Negative;paco debe estar por los 39 mas o menos
Negative;Matan de un balazo a un policía retirado http://t.co/Ta5hQfcsEb
Positive;"Pedro Alfonso: ""Con Paula estamos disfrutando mucho el embarazo"" http://t.co/thV7fqHid1"
Neutral;Todos tus absolutismos para mi son relativos.
Neutral;"""Dos potencias se encuentran"" - Así calificó Roberto Pettinato su llegada a ""CQC"". El conductor  debutará el lu... http://t.co/1guv7pn4Un"
Neutral;No se oxida: la espectacular jugada de Ronaldinho en la Copa http://t.co/Aq6rPotlbn
Negative;El increíble e insólito gol que erró Jonathan Copete - El delantero de Vélez fue uno de los mejores de su equi... http://t.co/HeIsUrS2z3
Positive;"RT @ladivagante: ""Ahora quienes deben actuar son los jueces.""  Inconstitucionalidad ¡ya! x @Fargosi http://t.co/UzbutBcNrw"
Negative;RT @HernanAgustiin: Estamos en un país donde salís a la calle y por cualquier pelotudes te matan.
Neutral;"RT @TodosGronchos: 2.@MariaviicToriia Ha pedido varias veces que retiren la foto de su padre muerto y le responden ""cómo podemos saber que …"
Neutral;RT @MaruFernandez_: “Te puedes adornar con las plumas de otro, pero no puedes volar con ellas.” (Lucian Blaga) #Frases
Neutral;Coca Cola dejará de dirigir sus acciones de marketing y publicidad a menores de 12 años http://t.co/ShulHLihuM
Neutral;@ernestorr Es una detención puramente extorsiva. Nadie debería estar preso preventivamente, mucho menos por un presunto encubrimiento.
Negative;u.u nose como voy a hacer para esconderme del otro,porque es re dificil la cosa
Neutral;Las elecciones primarias serán el 11 de agosto y las legislativas el 27 de octubre http://t.co/NFTfgpJnL7
Negative;UN CRIADOR DE MUXIA, SACRIFICARA A 20 PERROS POR NO PODER ALIMENTARLOS…MALDITOS CRIADORES…!!!! Pide ayuda, e... http://t.co/WLPKyYoRPh
Neutral;"""El estado, por definicion, es mal administrador"""
Neutral;Actualidad: Coca Cola dejará de dirigir sus acciones de marketing y publicidad a menores de 12 años http://t.co/kl2QzcjSRd
Negative;RT @cabboficial: “@Stolbizer: Hoy 18,30hs, Homenaje basquetbolistas mundiales del 50 susp x razones políticas y película Tiempo Muerto. Riv…
Neutral;Tandil: Con una millonaria inversión, Lunghi busca más seguridad http://t.co/nltUhBxPpT
Neutral;Facebook tienta a Waze con mil millones de dólares - Parece que los mil millones de dólares son la cifra símbol... http://t.co/y9jKfdZC4U
Neutral;Una de las cosas más importantes de este gobierno es darle igualdad a los chicos
Neutral;RT @gmagadan: 2001 en la presentación de la peli de Leonardo Fabio “Perón, sinfonía de un sentimiento en ATE, muere Andrés (cont) http://t.…
Neutral;"RT @TodosGronchos: 2.@MariaviicToriia Ha pedido varias veces que retiren la foto de su padre muerto y le responden ""cómo podemos saber que …"
Neutral;Hoy conferencia de #prensa #Qom #PueblosOriginarios | Piedras 730 11hs CABA @EugeniaRLaise @nomataras @connombrepropio
Neutral;RT @MundoAzulgrana: Pablo Migliore cerca de la libertad, RT si lo querés de vuelta defendiendo el arco del Ciclón. http://t.co/JVmQLvVQOB
Neutral;RT @dannymiche: Desde las 10.15 Nadal vs Youznhy, seguidos por Federer vs Nishikori. A las 16.30 Murray vs Simon, en la Santana, 8vos #Madr…
Neutral;RT @MaruFernandez_: Hoy más que nunca... ¡ACTITUD! Falta menos para el finde! *Salta, canta, baila, menea, se tropieza y sonríe*
Neutral;"@belalmarante el celular se llama asi porque las antenas de transmision usan una red llamada ""red celular"" porque cada antena es una celula"
Neutral;Ronaldinho y su mejor homenaje a Magic Johnson - Mirá la asistencia del jugador de Atlético Mineiro, que clasifi... http://t.co/pSxMc3PYYX
Negative;"Micheli: ""No me veo votando a Moyano"" - El titular de la CTA opositora calificó como ""la vieja política"" a quien... http://t.co/HSvLLCowoq"
Negative;El increíble e insólito gol que erró Jonathan Copete - El delantero de Vélez fue uno de los mejores de su equi... http://t.co/rJYdJblRgE
Neutral;Voy a sonar gorila ignorante pero esta politica partidaria oficialista es una mierda! No se puede mas vivir asi! Quiero llorar de la bronca
Positive;@iara_rivas que graande! Buen día piba
Neutral;RT @TodosGronchos: 4.Denme una mano con RT para exigir q @lanacioncom retire la foto y respete el derecho a la intimidad de @MariaviicTorii…
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;RT @todoprovincial: @GermanCestona y @JorgeEijo  inauguraron el ciclo lectivo del #CentroInterUniversitario 2013 http://t.co/cJALI2Cq0M
Negative;RT @nathalycamposv: Cada día es peor, sin luz, alimentos, todo extremadamente costoso, asesinatos.... #155788MuertosPorCulpaDeLaRevolucion
Negative;Discriminacion!!! Aca a las chicas pueden no usar el pañuelo/chalina y a nosotros nos obligan con corbata!! llamame a @Lubertino ya!!
Negative;RT @LooliMenendez: @belurodriguez9 que mala persona soy
Neutral;"Morales: ""Nosotros vamos a pedir una medida inmediata para que no sea aplique la ley"" en http://t.co/xAjLdCWix1 http://t.co/FyCib7f25Y"
Negative;A moreno lanata cristina grupo clarin lazaro etc me los paso por el orto mientras los ricos se pelean el pueblo sobrevive
Neutral;Antonio Primaldo y 800 mártires asesinados por musulmanes serán canonizados este domingo http://t.co/Ewj4W7Al9z
Negative;RT @PatoBullrich: Vamos que hay camino. Declaraciones masivas de inconstitucionalidad, y si no prospera o se atrasa # Listaunicaparajustici…
Neutral;"RT @TodosGronchos: 2.@MariaviicToriia Ha pedido varias veces que retiren la foto de su padre muerto y le responden ""cómo podemos saber que …"
Positive;Buen Dia a miii! http://t.co/CGh6sqjlcE
Negative;En 10 a#os de gobierno y el pais se cae a pedazos El blanqueo es para para blanquear los dolares q ellos se robaron Asi se quedaran con YPF
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;RT @egarabet: Charla gratuita sobre hipertensión para personal médico http://t.co/wu04rZAXpP
Neutral;Hoy empieza esta gran propuesta en Formación en Matienzo. Escriben a formacion@ccmatienzo.com.ar y hoy a la tarde... http://t.co/vWQNBZQV15
Positive;DNI - Ley de Identidad de Género: http://t.co/qmlNZDE90s vía @youtube / Hace un año un día como hoy conquistábamos este derecho, celebremos!
Neutral;RT @radiomitre: #Blanqueo Este es el Cedin http://t.co/A0WuCIXwbW  #RadioMitrePrimera
;#aSalvarlaJusticia:Calles+CorteSuprema+Urnas
Negative; La depredación de la Justicia http://t.co/LXb9kv7cAS vía @lanacioncom
Neutral;Argentina y Venezuela acordaron profundizar acuerdo de gas por alimentos http://t.co/Xt2ztFkYvl @gb_bustamante #rp
Neutral;RT @MunicipioTigre: [ #0800DrogaNo] Teléfono Gratuito: 0800-122-DROGANO (3764) / mail: drogano@tigre.gov.ar / http://t.co/19phaCOErL  / En …
Negative;Acusan al intendente de una localidad catamarqueña de abusar de una menor de 14 años.
Negative;Clase media en estado de estupidez clarinesco:https://t.co/CxyutmOmsm
Positive;RT @MaruFernandez_: ¡Buen díiiiiiiiiiiiiiiiaaa y lindo jueves per tutti! :)
Neutral;@DoctorTurko Por lo pronto aportes como el tuyo ayudan a mucha gente a ver el otro lado de la realidad. O sea: nuestra realidad.
Neutral;"RT @TodosGronchos: 2.@MariaviicToriia Ha pedido varias veces que retiren la foto de su padre muerto y le responden ""cómo podemos saber que …"
Neutral;RT @TodosGronchos: 4.Denme una mano con RT para exigir q @lanacioncom retire la foto y respete el derecho a la intimidad de @MariaviicTorii…
Positive;RT @AxelOficial: Hoy es el #DíaMundialdelasAvesMigratorias Es necesario proteger todas las especies q existen en la Tierra y también su med…
Neutral;En #INAES concentrando para ir a la asamblea gral de afiliados de #ATE, a demostrarle a los genuflexos que la verde es autonoma!
Positive;Buen dia ! Hermoso y bendecido dia para tod@s :*
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Positive;@nandoraven debería. Todos tenemos derecho igual a un estado laico que nos trate como iguales
Negative;Paro de trabajadores de la limpieza del hospital San Martín http://t.co/M9vG5phxA2
Neutral;RT @sergiodiazMMO: Ronaldinho junto con Román es uno de los pocos que valen la pena ver por la magia del fútbol que nos brindan siempre.
Negative;@claudiapineiro La UCR tampoco. Si la oposición quiere una boleta deberá llevar una de un sólo cuerpo. Es competir en peores condiciones.
Neutral;RT @payitoweb: Juan Carlos Romero va a ser candidato a senador por el nuevo partido de Moyano. Lleva de diputado a José Ibarra, sindicato d…
Neutral;RT @TodosGronchos: 3.La foto de su padre muerto ni siquiera está enmarcada en su terrible drama personal sino que ilustra una nota de color…
Negative;CIUDADELA: ASESINAN A OTRO POLICIA FEDERAL http://t.co/Kwfqfe0c7q vía @SALADEPRENSANET
Neutral;El Gobierno convocó formalmente a las elecciones primarias y legislativas http://t.co/whzX7H0BNB
Negative;Qe embole
Negative;"""Porq lo decis dudando?Si vas a ser abogado tener q mentir, MENTIR BIEN""Prof Fiona a alumno dando leccion un tanto inseguro @DerechoDiciendo"
Positive;@LaliSarmiento te extraño gordisss
Neutral;RT @jazliabaudet: Cuando veo algún RT de CFK siempre tengo que entrar a ver si es en joda o el verificado por las pelotudeces que tuitea
Neutral;"Histórico: la Corte ratificó multa de $300M al ""club del cemento"" (Loma Negra, Minetti, etc) por concertar precios. http://t.co/5uuu0LWlLI"
Negative;@todonoticias llamas al 911 y pedis un patrullero en castelar y no viene la policia. A ver si alguien lo puede decir.
Negative;RT @valenzine: Un tipo atacó a un nene de 11 años porque no le quería intercambiar una carta Pokemon http://t.co/f2AIbS2aJ0 @poxyclub
Negative;Mientras tanto en #Colombia reciben con aplausos a un gobernador acusado de paramilitarismo. Vamos gente! Siempre se puede caer mas bajo
Negative;Lo empezas a stalkear y no sabes si matarte vos, matarlo a el o matar a las putas con las que se menciona
Neutral;RT @spicanet: @AniHerrera5 Hola, estamos armando una Comunidad de Periodismo Ciudadano. Si te Interesa, te invitamos a participar ! Saludos…
Neutral;Buen dia
Neutral;"Aveces si quieres estar con alguien, tienen que arriesgarte a dar todo!&lt;3"
Negative;Estamos re mal :_
Neutral;RT @TodosGronchos: 4.Denme una mano con RT para exigir q @lanacioncom retire la foto y respete el derecho a la intimidad de @MariaviicTorii…
Neutral;Ayer estuvimos reunidos con las principales mineras del país en #Arminera2013 del @CtroCtaSalguero . Gracias a todos! Los esperamos hoy!
Positive;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Positive;RT @Melaysine: Todas las mañanas son iguales, lindas, novedosas, especiales...
Neutral;“HOY NO HAY QUE PENSAR AL ARTE CONTEMPORÁNEO COMO ELITISTA E INCOMPRENSIBLE” MÁXIMO JACOBY http://t.co/DgF893jta1 @malevabybigbox@maxijacoby
Positive;En un rato a mi querido Junín! Cómo te extrañooooooooooooooo
Positive;Alta mañana! Sol a pleno. Buen día gente ! #piensoBonito .
Negative;"@CFKArgentina Qué  feliz estará su amigo que compró u$ a 4.80.Que leyó en la ""letra de molde"" y creyó.Ya está en 10.5.Que no vendaaa.jajaja"
Neutral;RT @DsDiarios: Insólito protagonismo de Lanata en la tapa de Clarín: 12 menciones en los últimos 30 días http://t.co/24tLhBPowD
Neutral;"Dólar (Nueva Zelanda) 0,846 0,73%. (Signo + =devaluación; signo - = revaluación)"
Negative;@Costhanzo igual no hay pasajes a ningún lado en enero 2014...
Neutral;Yo tengo un angel que me protege de los envidioosos
Negative;RT @EmaaNicolas: Esta gente que es una frase de sobrecito de azúcar andante me genera cáncer por todos lados.
Neutral;Más de 11.000 inversores minoristas compraron bonos de YPF http://t.co/0vNIeIc9kX #rp
Neutral;RT @carlosgillkrug: 180 personas pasan al llamado de bautismo en la predicación del pastor Bullón en Neuquén. Dios sea alabado! http://t.co…
Neutral;RT @SLOnline: #SanLorenzo Sale el Loco: Pablo Migliore obtendría esta tarde su libertad http://t.co/1uMCU7Iqdo
Positive;RT @AxelOficial: Hoy es el #DíaMundialdelasAvesMigratorias Es necesario proteger todas las especies q existen en la Tierra y también su med…
Negative;@josedel_rio siempre hablan de subvaluacion de exportaciones, estas medidas no se pueden relacionar?
Neutral;RT @Florbg123: Que les pinta por repartir biblias en la puerta de la facultad?
Negative;El #33 interno #246 en maniobra rara pasa de carril con semáforo en rojo viamonte y Alem hay q repavimentar de noche http://t.co/FbrEccuvHT
Negative;@gonza_autie vos haces lo mismo hdp
Negative;"@NormaGiarracca ""desde el año pasado asistimos a una vuelta de tuerca canalla contra las comunidades, agarrarsela contra los niñosW"
Negative;RT @florrrstc: Acabo de sufrir bulling de parte de mis propias amigas, una historia de vida la mia...
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Positive;Exigi al gobernador de San Juan @joseluisgioja que no permita la mineria en la Reserva San Guillermo. Entra a  http://t.co/9v5HVuPdjj
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;RT @SantiagoLLamas: A todo esto, se dijo algo del fracaso estrepitoso de la convocatoria del #PRO y @lauritalonso  ayer al Congreso contra …
Neutral;"@vikidonda @MaxiDuquelsky No hay que ""pedirle"" nada... Hay que combatirlo con organización, lucha y movilizaciones..."
Positive;@MariaValverdeR jajajaja feliz de q sean felices♥♥lo mejor de la vida disfrutar de los exitos♥♥
Neutral;@jaimemondria No nos consta que los canales locales y regionales deban pagar si el CNTV los aprueba, hasta 4 por sistema de Tv paga @jatton
Negative;Si se bajan del auto, saquen el equipo de música y ponganle alarma. Hoy sale Migliore en libertad.
Negative;La minera Vale se fue de Argentina por una enorme deuda que tiene con el fisco de #Brasil Sigan hablando al pedo...
Negative;No te banco flaca ♥
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Negative;"como piccinini decia: ""agarralá de la cabeza y pegalé contra la rodilla"""
Negative;ICA: débiles resultados pero atractivo rendimiento en 2013: Aún con la corrección a la baja en los precios obj... http://t.co/uMcGph6xkJ
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Negative;"El mensaje para defenderse de una acusación en Argentina es ""Ellos también"" cuando debería ser ""Nosotros no"""
Neutral;RT @PlayFutbolCom: Una mujer será DT en el fútbol de Turquía por primera vez en la historia – PlayFútbol http://t.co/XlrWUVU9yb
Negative;Qe poronga una vez qe aprendo a usar los msj directos y no me deja mandarlos
Neutral;RT @RED92cadadiamas: Realizan un operativo para desalojar puesteros en el barrio porteño de Retiro.
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Positive;la vida es una ilusión que tenés que vivir con confianza y alegría
Negative;Bolivia: mineros volaron un puente durante una protesta http://t.co/zDHfue5Hcd #rp
Neutral;Una mujer muy loca, rodeada por una banda de hombres cobardes. Todos muy afectos al efectivo.
Neutral;RT @TodosGronchos: 4.Denme una mano con RT para exigir q @lanacioncom retire la foto y respete el derecho a la intimidad de @MariaviicTorii…
Negative;Fuera de joda, no tengo contactos tengo 4 nada mas pobre o que ? Ajajajaj
Neutral;RT @TatianaMotlak: LO UNICO QUE FALTARIA ES QUE CRISTINA DIGA Q ES CHAVISTA, YA LO ES... PERO QUE LO DIGAAA #BECERROS
Negative;RT @A_reirse: Todo lo bueno de la vida es ilegal, inmoral, engorda, o es carísimo.
Neutral;"""Títeres en Jeppener""
http://t.co/TwS9RNJn3L http://t.co/6n9DdULfY6"
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;RT @ChavoFuchs: @joseceresa Discrepo. Cuando putea un K, es la intolerancia. Cuando putea un anti K, son los dos...
Negative;Piqueteros y la re puta madre que los pariooo
Negative;Qué lindo subirse al subte y no encontrar la SUBE en la billetera.
Negative;Ya es oficial, los celulares se me cagan de risa en la cara.
Negative;@libermanmartin encubrió a un asesino. Tiene. Que estar adentro. Sino seguimos en el país del viva la joda
Neutral;Muy buenos días! Vamos con #noticias y #convocatorias de arte y cultura desde http://t.co/pKXSw3EAxJ http://t.co/h58ctxgu93
Neutral;RT @Naylyluz: Mientras tanto en #Colombia reciben con aplausos a un gobernador acusado de paramilitarismo. Vamos gente! Siempre se puede ca…
Positive;"RT @Nicferre: ""...para ti mis ojos brillan,y los tuyos brillan para mi..."""
Positive;RT @BAcompite: @crximenex FELICITACIONES a los Atletas del Avellaneda por el podio!!! 3 campeones y 3 sub campeones en el Metrop @_alegarci…
Neutral;El pase de @10Ronaldinho mirando a otro lado para que Jó convierta y su jugada personal lo hacen genio del fútbol mundial
Neutral;"ATLETISMO. ""Torneo Grand Prix"". 3ra. Fecha: Sábado 11 de mayo, a las 14.30 hs., en el Polideportivo del C.A.V.S."
Neutral;@todonoticias que curro el peronismo, y siguen y siguen con el peronismo, tengan y funden nuevas ideas con valores reales y humanos!
Negative;En Bolivia, homenajean a Evita con la cara de Nacha Guevara http://t.co/HwnU4YoIXh vía @perfilcom q. verguenza!!!
Positive;Liderar es mucho más que mandar http://t.co/Q5fBEV3OUq
Neutral;@Anto_mancini te suena PARO ??? #NOalademocratizaciondelajusticia
Neutral;Hay crecientes versiones que un niño, adicto a la Playstation asesinó a su padre de un tiro en el rostro. La justicia protege a la criatura.
Neutral;RT @TodosGronchos: 4.Denme una mano con RT para exigir q @lanacioncom retire la foto y respete el derecho a la intimidad de @MariaviicTorii…
Neutral;"""Implementar herramientas y análisis de precios"" uno de los objetivos de #GestiónDePrecios #OptimizaciónDePrecios Deloitte+SAP @avpochettino"
Positive;La afip ademas d investigar a famosos podria investigar dinerillos no declarados d funcionarios publicos. Ah no para es pedir demasiado
Positive;@vick929 Gracias amiga, muchisa suerte para ti tambien :) Love u ♥
Neutral;RT @clarincom: Las elecciones primarias serán el 11 de agosto y las legislativas el 27 de octubre http://t.co/U0qejsAAaT
Negative;Por que yo ya te perdi (8
Neutral;Marcha atrás del ANSES con los Concursos para Construir Torres. Bossio impugna su propio Jurado y no informa el ganador de Caballito.
Neutral;"RT @nicolazacion: ""Democraticen la informática"". Shoro @AboutMel @AstronautChriis"
Neutral;"@NormaGiarracca ""Félix díaz viene denunciando cómo vienen persiguiendo a la comunidad"""
Negative;moreno porque en vez de pedir magia no vas estudias economía porque nos estas llevando al tacho de tanto improvisar
Neutral;Micheli aseguró que no votaría al partido de Hugo Moyano http://t.co/WfCNIf1sbA
Negative;Lumbardini chupame el ojete ☺
Neutral;RT @C5N: [SOCIEDAD] Operativo contra la venta callejera en Retiro: Esta mañana, la Policía desmanteló puestos ilegales y secuestró mercader…
Positive;"RT @aleberco: Histórico: la Corte ratificó multa de $300M al ""club del cemento"" (Loma Negra, Minetti, etc) por concertar precios. http://t.…"
Neutral;RT @JuanCasanas1: Alperovich es un genio, los culpables de la crisis azucarera son los empresarios, los culpables de la inseguridad son los…
Positive;Télam* A partir de mañana se podrán consultar los padrones provisorios http://t.co/oF5mIVmH24
Negative;RT @NicoGiordano20: Yo viviendo en un pasado con ella, y ella viviendo en un futuro sin mi.
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;RT @TodosGronchos: 4.Denme una mano con RT para exigir q @lanacioncom retire la foto y respete el derecho a la intimidad de @MariaviicTorii…
