base;opiniao;TweetID
apple;positive;125550135911518209
apple;positive;125547297072357376
apple;positive;125539788546781185
apple;positive;125537993942515712
apple;positive;125537578974851072
apple;positive;125536884813336576
apple;positive;125533599737978882
apple;positive;125524107386302465
apple;positive;125523414298533888
apple;positive;125501576952553472
apple;positive;125501281753251840
apple;positive;125495491701125120
apple;positive;125459338524499969
apple;positive;125458901192810496
apple;positive;125455260801179648
apple;positive;125445056218923008
apple;positive;125423290767507456
apple;positive;125422502284505088
apple;positive;125416879035658240
apple;positive;125407532893224962
apple;positive;125402636764712960
apple;positive;125402412147146752
apple;positive;125393816470568961
apple;positive;125374540107886593
apple;positive;125356807626559488
apple;positive;125343429289984000
apple;positive;125338216411828224
apple;positive;125333598197911552
apple;positive;125330595302744064
apple;positive;125319163366473728
apple;positive;125313088160411649
apple;positive;125309946723188736
apple;positive;125281706327552001
apple;positive;125279987254300672
apple;positive;125279447669669888
apple;positive;125264731035537409
apple;positive;125256305647693825
apple;positive;125252188065902592
apple;positive;125251672896323584
apple;positive;125243911538098176
apple;positive;125238977417580544
apple;positive;125238017299451905
apple;positive;125165176772247552
apple;negative;126418790706712576
apple;negative;126417285559762944
apple;negative;126416915664084992
apple;negative;126416109212680192
apple;negative;126411162622496768
apple;negative;126410591949697024
apple;negative;126409696553861121
apple;negative;126408864387182593
apple;negative;126408052525105153
apple;negative;126407767132078082
apple;negative;126405405667627008
apple;negative;126405185630253056
apple;negative;126405040809312256
apple;negative;126400637930979329
apple;negative;126394680903614465
apple;negative;126393717421645825
apple;negative;126393204550537216
apple;negative;126392402083708928
apple;negative;126391082308206593
apple;negative;126389218284015616
apple;negative;126388194194362369
apple;negative;126388023725268992
apple;negative;126385036441296896
apple;negative;126382959711358976
apple;negative;126382051661328385
apple;negative;126381519513194497
apple;negative;126380588822298625
apple;negative;126380553464315904
apple;negative;126377298650861568
apple;negative;126375381249966080
apple;negative;126372694118768640
apple;negative;126372040696541184
apple;negative;126363154837020672
apple;negative;126361483432038400
apple;negative;126358781633368064
apple;negative;126358301393956866
apple;negative;126358272084152320
apple;negative;126357580741226496
apple;negative;126357227727626240
apple;negative;126354628999778305
apple;negative;126351972948393984
apple;negative;126348169826148352
apple;negative;126344426854416385
apple;negative;126343931117047808
apple;negative;126343679785959424
apple;negative;126343214805426176
apple;negative;126334597431697408
apple;negative;126334188583530496
apple;negative;126331480233353216
apple;negative;126331327271284736
apple;negative;126328782700285952
apple;negative;126327808803880960
apple;negative;126325125749542913
apple;negative;126324573384871936
apple;negative;126324389741473792
apple;negative;126324077513293824
apple;negative;126321169468100609
apple;negative;126320033369563138
apple;negative;126312535203921920
apple;negative;126311879218966529
apple;negative;126310645443461121
apple;negative;126309616391950336
apple;negative;126308005779210241
apple;negative;126307071984545793
apple;negative;126304942049853441
apple;negative;126302386644975616
apple;negative;126299379832336384
apple;negative;126297326565330944
apple;negative;126297241190281216
apple;negative;126295434862936064
apple;negative;126292335540699136
apple;negative;126286814578348032
apple;negative;126283602571964416
apple;negative;126282994821509120
apple;negative;126281019476291585
apple;negative;126280555980529664
apple;negative;126279811151831042
apple;negative;126270073420791810
apple;negative;126264313563459585
apple;negative;126258214412091392
apple;negative;126257645282799616
apple;negative;126251052667375616
apple;negative;126247557339947008
apple;negative;126243680129523712
apple;negative;126240605419487232
apple;negative;126239832895795200
apple;negative;126238223537152001
apple;negative;126221894126022656
apple;negative;126189036644728832
apple;negative;126188946974720000
apple;negative;126188717902802944
apple;negative;126188686453907457
apple;negative;126182880123695104
apple;negative;126167083334643713
apple;negative;126163315499081728
apple;negative;126163250172801024
apple;negative;126158846375903233
apple;negative;126156590662422528
apple;negative;126155291288023040
apple;negative;126153311521996800
apple;negative;126150581558591488
apple;negative;126148955217203200
apple;negative;126148565302128640
apple;negative;126143926523539457
apple;negative;126141380409036800
apple;negative;126141077131497472
apple;negative;126140389873827841
apple;negative;126132919117938689
apple;negative;126131535211536384
apple;negative;126129938247061504
apple;negative;126129582326816769
apple;negative;126128599030956032
apple;negative;126127465155403777
apple;negative;126126605344047105
apple;negative;126121175926571009
apple;negative;126118222746497025
apple;negative;126106964420857857
apple;negative;126099775417364480
apple;negative;126096173198082048
apple;negative;126094194312876032
apple;negative;126089287660863488
apple;negative;126088404084588546
apple;negative;126085893353250816
apple;negative;126084068298334208
apple;negative;126082198720888833
apple;negative;126082123743502336
apple;negative;126079672386723840
apple;negative;126075115686465536
apple;negative;126073788323479552
apple;negative;126073520504569858
apple;negative;126072901144281088
apple;negative;126070647125327872
apple;negative;126069614181486593
apple;negative;126068917012668416
apple;negative;126063215842037760
apple;negative;126060639268507649
apple;negative;126054048972537856
apple;negative;126053722966069248
apple;negative;126050114518261760
apple;negative;126044756320075776
apple;negative;126044425964109824
apple;negative;126042137740574720
apple;negative;126042022900547584
apple;negative;126037831301869568
apple;negative;126036793970786304
apple;negative;126034507475337216
apple;negative;126033747991736320
apple;negative;126031969166434304
apple;negative;126030936084189184
apple;negative;126029733325582336
apple;negative;126021108641181696
apple;negative;126018120983904256
apple;negative;126016585348558848
apple;negative;126014999444467712
apple;negative;126014540721827840
apple;negative;126012822936231936
apple;negative;126012404332113920
apple;negative;126012089415380992
apple;negative;126008913400303616
apple;negative;126006966312108032
apple;negative;126006116168642560
apple;negative;126006088725303296
apple;negative;126004661248471040
apple;negative;126003967552524288
apple;negative;126001775626031105
apple;negative;126001635162992640
apple;negative;125999655011098624
apple;negative;125996379913986048
apple;negative;125995264325599233
apple;negative;125994965183635456
apple;negative;125994596336533504
apple;negative;125989051101741056
apple;negative;125988395787882497
apple;negative;125987979784224770
apple;negative;125987439692099584
apple;negative;125982320917364736
apple;negative;125980659415138304
apple;negative;125978454146551808
apple;negative;125976113657823232
apple;negative;125974886006005760
apple;negative;125974810021998595
apple;negative;125974351035117568
apple;negative;125973390283653120
apple;negative;125969932285513728
apple;negative;125969502587465729
apple;negative;125966385259098112
apple;negative;125965988146585601
apple;negative;125965853769478144
apple;negative;125964314220830722
apple;negative;125963262733991936
apple;negative;125961999791308800
apple;negative;125961793926475776
apple;negative;125960026891362304
apple;negative;125958961269702656
apple;negative;125958368773943296
apple;negative;125956505768960000
apple;negative;125956403574747137
apple;negative;125956319344721920
apple;negative;125954651152592896
apple;negative;125953600861126656
apple;negative;125950557310562305
apple;negative;125945821240885248
apple;negative;125943204943114240
apple;negative;125937228328341504
apple;negative;125934808592433153
apple;negative;125930406125117440
apple;negative;125929899071516676
apple;negative;125929395264299009
apple;negative;125920912171216896
apple;negative;125876542600519681
apple;negative;125863232249405440
apple;negative;125846659182764032
apple;negative;125845538926112768
apple;negative;125836461936361472
apple;negative;125826259048607744
apple;negative;125824148579692544
apple;negative;125824054958637056
apple;negative;125822115155947520
apple;negative;125819194049699840
apple;negative;125815370513793024
apple;negative;125814380871946240
apple;negative;125812985301172224
apple;negative;125811345064067072
apple;negative;125807830363156480
apple;negative;125806568389361664
apple;negative;125806240138928128
apple;negative;125799384976863232
apple;negative;125794882257305600
apple;negative;125794703819030528
apple;negative;125731810733867011
apple;negative;125729727653756928
apple;negative;125728250579259392
apple;negative;125722610179907584
apple;negative;125722107710672896
apple;negative;125717447276904448
apple;negative;125717161531551744
apple;negative;125713100782575616
apple;negative;125712104253702146
apple;negative;125711996074209280
apple;negative;125710089716899840
apple;negative;125708348237680640
apple;negative;125706246056706049
apple;negative;125701785540235264
apple;negative;125694815743651840
apple;negative;125692685033021441
apple;negative;125692532750430209
apple;negative;125691072398639104
apple;negative;125689691927351296
apple;negative;125681375058735104
apple;negative;125681125376000000
apple;negative;125679166015283203
apple;negative;125675806977556480
apple;negative;125673358418391041
apple;negative;125665094561574913
apple;negative;125664507757461504
apple;negative;125663477573500930
apple;negative;125661140939321344
apple;negative;125659125886623744
apple;negative;125657359841361920
apple;negative;125656618326175745
apple;negative;125656559190683651
apple;negative;125654540455378945
apple;negative;125651769261965312
apple;negative;125649285667749889
apple;negative;125645811903250432
apple;negative;125643054190305280
apple;negative;125642742977138689
apple;negative;125641051531784192
apple;negative;125639217090011136
apple;negative;125633065878958080
apple;negative;125631239364427776
apple;negative;125626166492147713
apple;negative;125621144148639744
apple;negative;125619303356710912
apple;negative;125607492356018176
apple;negative;125603435440644098
apple;negative;125601235985367041
apple;negative;125599423131697154
apple;negative;125598450090917888
apple;negative;125588697872728065
apple;negative;125588202286366721
apple;negative;125586348064247808
apple;negative;125583385895768064
apple;negative;125578269197217792
apple;negative;125561930416013312
apple;negative;125556679571025920
apple;negative;125547255947198465
apple;negative;125544764203466752
apple;negative;125533730222784512
apple;negative;125521682894041088
apple;negative;125510333078048768
apple;negative;125476730067615744
apple;negative;125475953509015552
apple;negative;125471372485992448
apple;negative;125464229577891840
apple;negative;125458395800154112
apple;negative;125442137302110208
apple;negative;125441732941840385
apple;negative;125441478951575552
apple;negative;125435218017525760
apple;negative;125420263687995392
apple;negative;125408962215555072
apple;negative;125408737296003072
apple;negative;125408701166256128
apple;negative;125407447383937025
apple;negative;125406743923671040
apple;negative;125405260650000384
apple;negative;125405005493706752
apple;negative;125404317669785600
apple;negative;125400161886277632
apple;negative;125399780527570944
apple;negative;125395636219678720
apple;negative;125394863255588864
apple;negative;125394746452619265
apple;negative;125394663573172224
apple;negative;125380163302199296
apple;negative;125371779039502336
apple;negative;125369698840887297
apple;negative;125368089159286784
apple;negative;125365852487942145
apple;negative;125365814579826688
apple;negative;125365581170999296
apple;negative;125355869859876864
apple;negative;125355139409252352
apple;negative;125347619072512000
apple;negative;125346783390990337
apple;negative;125341902739484672
apple;negative;125341804857008128
apple;negative;125338210158125056
apple;negative;125336335656558592
apple;negative;125334948017213441
apple;negative;125334519254482944
apple;negative;125333948556521472
apple;negative;125330337847975937
apple;negative;125330038248849408
apple;negative;125329867674886144
apple;negative;125327896066785280
apple;negative;125313086465904641
apple;negative;125311989751877632
apple;negative;125309975881977857
apple;negative;125309448108519424
apple;negative;125309427422203904
apple;negative;125307394640199680
apple;negative;125305396842856448
apple;negative;125304159581900800
apple;negative;125303217214062592
apple;negative;125302079752384512
apple;negative;125301860256063488
apple;negative;125301393560047616
apple;negative;125301265700892672
apple;negative;125295729139908608
apple;negative;125294978623746048
apple;negative;125277260872822786
apple;negative;125276004817190914
apple;negative;125271422431014914
apple;negative;125269239207706624
apple;negative;125269161327865856
apple;negative;125268117680160768
apple;negative;125267178336419840
apple;negative;125265721281351680
apple;negative;125261285083447296
apple;negative;125247130762883072
apple;negative;125245780192792576
apple;negative;125245246136258561
apple;negative;125245104859529216
apple;negative;125236708403970048
apple;negative;125236166151774208
apple;negative;125232266849947648
apple;negative;125230743990444032
apple;negative;125230107580317696
apple;negative;125227837438435328
apple;negative;125224588253741056
apple;negative;125223685194915840
apple;negative;125212404299735040
apple;negative;125204228967903232
apple;negative;125202037293064192
apple;negative;125129328446017536
apple;neutral;126417484017451009
apple;neutral;126415742177513472
apple;neutral;126415618625912832
apple;neutral;126414657836687362
apple;neutral;126410146703351808
apple;neutral;126409984836763648
apple;neutral;126407959495442432
apple;neutral;126407672521162753
apple;neutral;126407511531192320
apple;neutral;126405911697817600
apple;neutral;126405821482532864
apple;neutral;126405160934178816
apple;neutral;126403530838913024
apple;neutral;126401882766839811
apple;neutral;126400491067416576
apple;neutral;126394795802370049
apple;neutral;126393452324855808
apple;neutral;126389413054910464
apple;neutral;126387460463788032
apple;neutral;126386085164101634
apple;neutral;126384526925639681
apple;neutral;126383125059211265
apple;neutral;126382776072146944
apple;neutral;126381578975842304
apple;neutral;126380323733909504
apple;neutral;126379730827083776
apple;neutral;126377120023842816
apple;neutral;126375024595705856
apple;neutral;126374630377275392
apple;neutral;126370776013213697
apple;neutral;126368680459251712
apple;neutral;126368285259350017
apple;neutral;126368127524159488
apple;neutral;126364189097865216
apple;neutral;126362867778859008
apple;neutral;126360821419884544
apple;neutral;126360182308618240
apple;neutral;126358012343492608
apple;neutral;126357527196741632
apple;neutral;126353359962775552
apple;neutral;126351669029126144
apple;neutral;126348857071239168
apple;neutral;126347890196103168
apple;neutral;126346633721032705
apple;neutral;126346584068861952
apple;neutral;126343124174901248
apple;neutral;126339328434651136
apple;neutral;126336867477094400
apple;neutral;126336687382081536
apple;neutral;126331354718801921
apple;neutral;126330974270271488
apple;neutral;126330155441467392
apple;neutral;126329388320043008
apple;neutral;126329109759524865
apple;neutral;126328424624160768
apple;neutral;126326886354784256
apple;neutral;126325069281624064
apple;neutral;126324621279641601
apple;neutral;126324256236765185
apple;neutral;126323574989520896
apple;neutral;126323533696614402
apple;neutral;126321197062426624
apple;neutral;126320247379730432
apple;neutral;126320076063379456
apple;neutral;126318553031917569
apple;neutral;126317201962700800
apple;neutral;126316594971422720
apple;neutral;126316179429134336
apple;neutral;126315088641658881
apple;neutral;126314701721309184
apple;neutral;126312423132102657
apple;neutral;126311681126187008
apple;neutral;126311223343058946
apple;neutral;126309939961536513
apple;neutral;126308556294205441
apple;neutral;126307117274644480
apple;neutral;126302918797312000
apple;neutral;126302719882444801
apple;neutral;126301989486342145
apple;neutral;126301301511426049
apple;neutral;126300596633481216
apple;neutral;126300304600866816
apple;neutral;126298592364331008
apple;neutral;126294550535872512
apple;neutral;126294304628019201
apple;neutral;126293879166205952
apple;neutral;126293725155569664
apple;neutral;126292279009882113
apple;neutral;126292233963053056
apple;neutral;126292109727768576
apple;neutral;126291860305100801
apple;neutral;126290154737504256
apple;neutral;126289716097196032
apple;neutral;126287512296632320
apple;neutral;126283761754185728
apple;neutral;126283639959990274
apple;neutral;126283441657495552
apple;neutral;126283440457912320
apple;neutral;126283024278110208
apple;neutral;126281432644595713
apple;neutral;126280507729260544
apple;neutral;126279672433614848
apple;neutral;126277810431074304
apple;neutral;126272713332506624
apple;neutral;126267746739699713
apple;neutral;126257394622808064
apple;neutral;126243528832593920
apple;neutral;126232037492404224
apple;neutral;126229089651654656
apple;neutral;126225922159427584
apple;neutral;126219340214304768
apple;neutral;126218596786511873
apple;neutral;126217194173501441
apple;neutral;126213965817708544
apple;neutral;126211975595311104
apple;neutral;126209902241787904
apple;neutral;126205800359280640
apple;neutral;126201991125929984
apple;neutral;126197405015220225
apple;neutral;126192452297170945
apple;neutral;126186955296878592
apple;neutral;126186795808456704
apple;neutral;126185114173583360
apple;neutral;126177221571395584
apple;neutral;126171911523794944
apple;neutral;126165547154018304
apple;neutral;126163403063570432
apple;neutral;126157019072835584
apple;neutral;126149567036137473
apple;neutral;126148184358653954
apple;neutral;126147867478982656
apple;neutral;126146495396319232
apple;neutral;126141631291326464
apple;neutral;126141628372090880
apple;neutral;126141580682854400
apple;neutral;126141157146238976
apple;neutral;126134865887363072
apple;neutral;126130171404230656
apple;neutral;126125830094061568
apple;neutral;126125799744094208
apple;neutral;126125182405447680
apple;neutral;126124917992341504
apple;neutral;126122372775415808
apple;neutral;126118389591711744
apple;neutral;126113944891949056
apple;neutral;126110863550717952
apple;neutral;126110770864979968
apple;neutral;126110374549405696
apple;neutral;126109969912311810
apple;neutral;126107127231152129
apple;neutral;126106914684796928
apple;neutral;126105236229193728
apple;neutral;126105175294357505
apple;neutral;126104490511319041
apple;neutral;126104322999197696
apple;neutral;126104244402126848
apple;neutral;126102213956337664
apple;neutral;126102037057388544
apple;neutral;126098699196698624
apple;neutral;126095965391298560
apple;neutral;126094392183357443
apple;neutral;126094029015355392
apple;neutral;126094027140513792
apple;neutral;126091878469869568
apple;neutral;126089815136538624
apple;neutral;126089347639427072
apple;neutral;126087892580827137
apple;neutral;126086553415057408
apple;neutral;126082898783780864
apple;neutral;126081812236738560
apple;neutral;126079649959772160
apple;neutral;126078565346312192
apple;neutral;126073142107045888
apple;neutral;126072051118260225
apple;neutral;126071173640499200
apple;neutral;126068964685135872
apple;neutral;126066994008162305
apple;neutral;126066452787773443
apple;neutral;126065983138955265
apple;neutral;126065529684369408
apple;neutral;126061182720278528
apple;neutral;126057389333020672
apple;neutral;126056940060155904
apple;neutral;126055880394420224
apple;neutral;126054998080622593
apple;neutral;126054725727698944
apple;neutral;126054145617694720
apple;neutral;126052649475915776
apple;neutral;126051375422504961
apple;neutral;126049560878526464
apple;neutral;126044185815040000
apple;neutral;126044055644807169
apple;neutral;126043954641780736
apple;neutral;126042506717704192
apple;neutral;126041773356232704
apple;neutral;126041570876203009
apple;neutral;126040050441011200
apple;neutral;126039521853845504
apple;neutral;126039090578735104
apple;neutral;126031463647944704
apple;neutral;126030091892432896
apple;neutral;126029114850295809
apple;neutral;126022527578406912
apple;neutral;126021436149211136
apple;neutral;126019432194650113
apple;neutral;126018538531061760
apple;neutral;126017685246050304
apple;neutral;126017643747606528
apple;neutral;126016494701256704
apple;neutral;126016405085757440
apple;neutral;126014643826208768
apple;neutral;126014277814468608
apple;neutral;126014214467895297
apple;neutral;126014102379302912
apple;neutral;126013626426466304
apple;neutral;126012833128390656
apple;neutral;126012515019784192
apple;neutral;126012034545496065
apple;neutral;126012004312956928
apple;neutral;126011120694726656
apple;neutral;126010471202566144
apple;neutral;126009386022879232
apple;neutral;126008776322064384
apple;neutral;126007705600135168
apple;neutral;126006669535744000
apple;neutral;126006572420833282
apple;neutral;126006349959135232
apple;neutral;126004552557273088
apple;neutral;126003746135224320
apple;neutral;126003567315255296
apple;neutral;126001989309054976
apple;neutral;126001758853009409
apple;neutral;126000843798491136
apple;neutral;125999022908510209
apple;neutral;125998732046123009
apple;neutral;125996412252078080
apple;neutral;125996330500890624
apple;neutral;125994997609803776
apple;neutral;125994518989385729
apple;neutral;125993702782025729
apple;neutral;125993105722839040
apple;neutral;125992838910586880
apple;neutral;125992594395250688
apple;neutral;125991449455104000
apple;neutral;125990236743405568
apple;neutral;125990217801940992
apple;neutral;125989605634879488
apple;neutral;125989196132388864
apple;neutral;125989009091592192
apple;neutral;125988775548559360
apple;neutral;125988651426512899
apple;neutral;125984350989860864
apple;neutral;125983179877253120
apple;neutral;125981074114359297
apple;neutral;125980918220464128
apple;neutral;125980676653723648
apple;neutral;125980615664336896
apple;neutral;125979228452818944
apple;neutral;125978290367381504
apple;neutral;125975779447291904
apple;neutral;125974955983769603
apple;neutral;125974497546338304
apple;neutral;125972882240188416
apple;neutral;125971256335024128
apple;neutral;125969677997453312
apple;neutral;125969128514260992
apple;neutral;125967560171720704
apple;neutral;125967126912712705
apple;neutral;125965569659895808
apple;neutral;125963773176582144
apple;neutral;125962667541270528
apple;neutral;125962608519036928
apple;neutral;125961033348153345
apple;neutral;125960438981734400
apple;neutral;125958702455988225
apple;neutral;125958525708021760
apple;neutral;125958117086347264
apple;neutral;125957972466737152
apple;neutral;125957965109932032
apple;neutral;125951303770845185
apple;neutral;125950941349421057
apple;neutral;125950505389273090
apple;neutral;125950026181648385
apple;neutral;125949784677810176
apple;neutral;125948450620702720
apple;neutral;125947460592996352
apple;neutral;125944856504827904
apple;neutral;125944293671182336
apple;neutral;125943115449253888
apple;neutral;125943078837161984
apple;neutral;125943020767019008
apple;neutral;125940398915977217
apple;neutral;125940300987371521
apple;neutral;125939862078619648
apple;neutral;125939833775460352
apple;neutral;125938918540574720
apple;neutral;125938325151432706
apple;neutral;125936985796919296
apple;neutral;125936323273048065
apple;neutral;125935636300570624
apple;neutral;125935627056324609
apple;neutral;125935503752171520
apple;neutral;125935314878476289
apple;neutral;125933630613766144
apple;neutral;125932876721168384
apple;neutral;125930342891790337
apple;neutral;125930143066759169
apple;neutral;125930002607906816
apple;neutral;125927540249473024
apple;neutral;125927536847880192
apple;neutral;125927533614084097
apple;neutral;125927530761953281
apple;neutral;125927399010467840
apple;neutral;125927174514540544
apple;neutral;125927032185044992
apple;neutral;125926624930693121
apple;neutral;125922989844856833
apple;neutral;125922500839342080
apple;neutral;125922174648324096
apple;neutral;125921393350160384
apple;neutral;125920729194704896
apple;neutral;125920725595983874
apple;neutral;125920721200361472
apple;neutral;125920717966544896
apple;neutral;125920716297211904
apple;neutral;125919221845721090
apple;neutral;125918906215968771
apple;neutral;125918450920062977
apple;neutral;125918447979872258
apple;neutral;125918444762828800
apple;neutral;125918441013133312
apple;neutral;125917264267579393
apple;neutral;125917174618525696
apple;neutral;125917170571026432
apple;neutral;125917164535418880
apple;neutral;125917160982855680
apple;neutral;125915210337890304
apple;neutral;125908946702696448
apple;neutral;125907633466130432
apple;neutral;125892140940267522
apple;neutral;125891898517889024
apple;neutral;125887065861787648
apple;neutral;125882473312817152
apple;neutral;125878880916611072
apple;neutral;125866627337162752
apple;neutral;125866368758333440
apple;neutral;125859792802693120
apple;neutral;125859488728236032
apple;neutral;125854430171111424
apple;neutral;125840474132066304
apple;neutral;125830917578162176
apple;neutral;125829040740368384
apple;neutral;125828984293425152
apple;neutral;125826820057731074
apple;neutral;125824709421039616
apple;neutral;125823389804929024
apple;neutral;125821979797364736
apple;neutral;125821218258550784
apple;neutral;125817967240949760
apple;neutral;125815990620659713
apple;neutral;125811943054393344
apple;neutral;125807897568481280
apple;neutral;125804983185719297
apple;neutral;125803571601080320
apple;neutral;125803457155301376
apple;neutral;125801811817922561
apple;neutral;125793487479259136
apple;neutral;125792596114161665
apple;neutral;125792107930714113
apple;neutral;125727869363163137
apple;neutral;125727349034598401
apple;neutral;125727044263874560
apple;neutral;125726769297891330
apple;neutral;125725274317914112
apple;neutral;125725019178409984
apple;neutral;125724524732882944
apple;neutral;125721197437648896
apple;neutral;125714971261812736
apple;neutral;125708425752612864
apple;neutral;125708240225959936
apple;neutral;125706125764083712
apple;neutral;125703536632807424
apple;neutral;125698733768843264
apple;neutral;125695449423286272
apple;neutral;125695107734319104
apple;neutral;125694587313467393
apple;neutral;125692890474233856
apple;neutral;125692845054115842
apple;neutral;125691975474229248
apple;neutral;125690764331196416
apple;neutral;125689905954299904
apple;neutral;125687710705926144
apple;neutral;125686643960193024
apple;neutral;125685016389894144
apple;neutral;125679996420374530
apple;neutral;125677838295764992
apple;neutral;125674121722998785
apple;neutral;125669834922008576
apple;neutral;125667332931596290
apple;neutral;125667159547461633
apple;neutral;125666909080387584
apple;neutral;125665930339565568
apple;neutral;125664999036301312
apple;neutral;125664891691474944
apple;neutral;125663967296229376
apple;neutral;125663914552868864
apple;neutral;125661036891226113
apple;neutral;125660067482697729
apple;neutral;125657950185463808
apple;neutral;125647236418912256
apple;neutral;125645376790331392
apple;neutral;125643523792969728
apple;neutral;125642256114909184
apple;neutral;125642161659199488
apple;neutral;125642041140060160
apple;neutral;125641351848136704
apple;neutral;125640758966484992
apple;neutral;125640679325052929
apple;neutral;125640515021578240
apple;neutral;125638955952640000
apple;neutral;125633549847117824
apple;neutral;125633468708302848
apple;neutral;125633233982459904
apple;neutral;125632687879884800
apple;neutral;125632582795804672
apple;neutral;125631556051140608
apple;neutral;125630955154190336
apple;neutral;125630836245676033
apple;neutral;125630016485732352
apple;neutral;125629788563050496
apple;neutral;125627732032888833
apple;neutral;125626286939979776
apple;neutral;125625630254567424
apple;neutral;125625566203346944
apple;neutral;125620113582993408
apple;neutral;125617451705712640
apple;neutral;125617133123153921
apple;neutral;125616747863736320
apple;neutral;125614951787266048
apple;neutral;125614910804738049
apple;neutral;125607526967410689
apple;neutral;125598495137726464
apple;neutral;125596991290998784
apple;neutral;125595669145722880
apple;neutral;125595441562783744
apple;neutral;125591434056318977
apple;neutral;125589884445536257
apple;neutral;125589258898644992
apple;neutral;125588749454278656
apple;neutral;125588587180863489
apple;neutral;125587186723725312
apple;neutral;125586682790674434
apple;neutral;125585063327956992
apple;neutral;125583717354831872
apple;neutral;125581507355086848
apple;neutral;125581280430669824
apple;neutral;125564573167263746
apple;neutral;125559846870323200
apple;neutral;125559232157327360
apple;neutral;125551370676862976
apple;neutral;125546017205665792
apple;neutral;125545914864640000
apple;neutral;125544363945230336
apple;neutral;125541112491425792
apple;neutral;125538769632886784
apple;neutral;125537487455137793
apple;neutral;125532364406398977
apple;neutral;125532202057482240
apple;neutral;125528344480587776
apple;neutral;125527718203887616
