opiniao;tweet
Neutro;7 in car crushed under tanker carrying molten tar. 
Neutro;7 Indian to scrap tags for handbaggage. 
Neutro;7 new species of found in And some are 
Neutro;7-judge SC bench to hear plea of Madras HC against Justice order staying his own transfer. Earlier: 
Neutro;7% voter turnout in Kashmir's re-poll 
Neutro;8 core sectors slow down to 1% in Feb 2017 against 9.4% in Feb 2016. 
Neutro;8 killed in election violence, record low turnout. 
Neutro;824000 new vehicles trashed, home truths, Dhaka talks Chinese and more. Also in epaper. 
Neutro;A  perspective on strife. 
Neutro;A 'nationalist' cub threatens to cut off finger of 
Neutro;A 7-judge bench has to be set up to hear the pleas challenging but right now it is not possible: 
Positivo;a beautiful day happy
Neutro;A blaze puts the spotlight on grand pieces of history that lurk in lanes. 
Positivo;A Chub bun because its Easter! Happy Easter!  His name is Almond! :D
Positivo;A Chub bun because its Easter! Happy Easter!  His name is Almond! :D
Negativo;a couple more unhappy
Neutro;A few reasons to celebrate the uncelebrated, and sing the song of the sullied. 
Negativo;A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person
Positivo;a friend who would like a BRAND NEW Strapback hats only 14.99 at
Positivo;A huge thank you to all the within the Social Work  Care Sectors! Keep up the great work happy
Neutro;A initiative helps generate shield in Sundarbans. 
Positivo;A little bit overdramatic death happy
Positivo;a little video i made for the love of my life,, minute yoongi~watch 'til the end for a free cookie happy
Positivo;A lot of games this month? :D
Positivo;A nice morning working from today. Lovely atmosphere, friendly service, wifi, comforting London fog.
Neutro;A peek into FIR against leaders in case. 
Neutro;A PM who hangs out, lotus garden dreams, cash lock on JNU students and more. Also in epaper. 
Neutro;A question for America, Big Brother at academia, day, and more. Also in epaper. 
Neutro;A soldier's painful journey, bonds for political funding, Trump on immigration, and more. Also in epaper. 
Neutro;A statement on the terrorist initiated incident at Shopian, JK is attached 
Neutro;A tale of to  prime ministers, told by GST. 
Neutro;A to tackle less wheat, mangoes, chicken; more pulses, veggies, mutton, 
Positivo;A Treaty could provide security/ tech for culture development happy
Neutro;A tutor for kids roped in for harvest, a telecom giant is born, and more. Also in epaper. 
Neutro;A village cries for a bridge, Mukul Kesavan on 3 Ds, and more. Also in epaper. 
Neutro;A visit to retracing trip. 
Positivo;A7atein Because One 'A7a' Just Isn't Enough ({}) :D
Neutro;AAP govt moves SC for setting up 5-judge constitution bench to decide the appeal on HC verdict holding LG as Delhi's administ
Positivo;ABC News got ahold of me and asked if they could use a few seconds of my coming out video for a transgender special this f
Neutro;Abha Narain Lambah on her mission to restore Capitol Complex in 
Neutro;ABP NEWS EXCLUSIVE: Arms, ammunition and explosive material recovered after Lucknow operation ends VIDEO:
Neutro;ABVP takes out Tricolour march with 180ft long flag from Ramjas, principal Rajendra Prasad says his heart bleeds over v
Neutro;Administrators named for cricket body. 
Neutro;Admission of defeat in Kashmir, tougher road laws, Leander and Mahesh get away, and more. Also in epaper. 
Neutro;After 15 years, BJP captures in record show. 
Neutro;After 23 years, increase ordered in  for workers. 
Neutro;After 65 years, Bengal unit of finally gets a full-time chief. 
Neutro;After a a question: were banking correspondents coerced into switching old notes? 
Neutro;After assault on Air India manager, MP put on no-fly list by for pervert airlines as well. 
Neutro;After attacks, envoys upset by silence of and 
Neutro;After being at receiving end, crowns India's 
Neutro;After BJP claims voters have risen above 
Neutro;After break with Russia, opens entertainment TV market to 
Neutro;After DU push, tests autonomy waters. 
Neutro;After fracas over overbilling, Bengal drafts Bill to check bills. 
Neutro;After graveyard barb, hits at advertisement. 
Neutro;After law to check private hospitals, takes aol instant messanger at 
Neutro;After mass bunking, orders a weekly for all trainees. 
Neutro;After outcry, U.S. loosens curb on re-entry by green card holders 
Neutro;After patience, a test of politics. 
Neutro;After plan to cap fees, private put expansion on hold. 
Neutro;After SC ban, worries about unsold stocks. 
Neutro;After Sept18 terror attack, army blocks key highway. And civilians are suffering. 
Neutro;After steps in, Bihar to tell why govt rejected an idea. 
Neutro;After surprise resignation by boss Manohar, back to square one. 
Positivo;after that I was charged because of the driver happy  after waiting in the sun for 10 minutes! TEN!
Neutro;After the BJP is certain it can get away with anything, says Manini Chatterjee. 
Neutro;After violence, space for debate and dissent continues to shrink. 
Positivo;Again as I said I do see your concerns. But I assure you sir that Hinduism will stay Dharma and will no
Positivo;Agreed! I feel like I've skipped too many css/design fundamentals. I'm spending the next couple of
Neutro;Agriculture sector to grow at 4.1 per cent in the current year up from 1.2 per cent in 2015-16: 
Negativo;Ah alright, i don%27t know if you saw my comment yet, but what camera you shooting with, does it have flip out scr
Positivo;Ah awesome! Pixel art stuff by any chance? happy
Positivo;Ah, sorry about that. You can always ask us to follow you so you can DM you happy
Positivo;Aha it's okay  she's going to be on Rough Night happy
Neutro;Ahead of elections, finds nothing in to sell to voters. 
Negativo;Ahhhhh! You recognized LOGAN!!! Cinemax shows have a BAD track record for getting cancelled unhappy
Neutro;AIADMK expels after Supreme Court ruling knocks out of CM race. 
Neutro;AIADMK expels after Supreme Court ruling knocks out of CM race. 
Negativo;Ailes sure knew how to make a great network!  Fox is going downhill wi
Neutro;Air India to tighten security at Mumbai  Pune as threatens to stall airline's operations there. 
Neutro;Akhilesh and his 'aunt', publishers lose to photocopiers, Bengal bill scares pervert schools, and more. Also in epaper. 
Neutro;Akhilesh keeps options open on 
Neutro;Akhilesh to meet newly elected SP MLAs today, to decide on new legislative party leader  future course of action. Will also
Positivo;Alaye give me iphone7 or dollars for my birthdayDo normal abeg
Neutro;All eyes on a governor, note crunch and glass-bangles,  Ansals let off lightly (again), and more. Also in epaper. 
Negativo;all ready for its poster - when my computer gets
Neutro;All that voters in these villages want is a permanent With India. 
Neutro;All you need to know about 2017 across eight states VIDEO: 
Neutro;All you need to know about Election Commission's 'open challenge' to hack 
Negativo;ally unhappy  I can't make a poem about being cute
Neutro;Almost overnight, has become a crowd-puller. 
Negativo;Also please send prayers and sympathy because my favorite ball dress doesn't fit my boobs crying
Positivo;always running out of space on my phone, thank you kpop crying with joy
Negativo;Am bored and kandowiandg I have ando plaands for today is makiandg me eveand more bored unhappy
Positivo;Amazing stuff!!! Thansk for this happy  Birth Control - Gamma Ray (1972)
Positivo;amazing work :D
Neutro;American does not consider himself a hero. 
Neutro;Amit Chaudhuri on and why it is hard to give up the experience of pleasurable pain. 
Neutro;Amit Roy on an potboiler.  
Neutro;Amit Roy on how Maneck Dalal launched International. 
Neutro;Amit Roy on the clash between and 
Neutro;Amit Roy on tour in 
Neutro;Amit Roy on why and are looking for campus abroad. 
Neutro;Amulya Patnaik has been appointed new Delhi police commissioner. Patnaik is a 1985 AGMUT cadre IPS officer. 
Positivo;An inspiration in all aspects: Fashion, fitness, beauty and personality. :)KISSES TheFashionIcon
Neutro;An old street directory of had astounding detailing. 
Negativo;and  on the pic? unhappy
Positivo;And give one to every student and myswlf happy
Positivo;And GST is the brain child of our Modiji happy  Perfect!
Positivo;And he said it silence  in Morgan Freeman's voice happy
Negativo;And I miss my bedroom too unhappy
Positivo;And that's what's important! happy  that's what I'm trying to remember.
Positivo;and the hype is real happy
Positivo;And the website is down since long happy
Negativo;and they'll brush it off lng telling others not applicable not applicableg-iinot applicablerte lng sila and that other had it worse than them. unhappy
Positivo;And this credit also goes to Ik happy
Negativo;And this tweet made me cry!! crying
Negativo;And this tweet made me cry!! crying
Positivo;And you were there happy
Negativo;And you're right about McConnell as well. Unfortunately, we seem to have sold our government some time ago. unhappy
Neutro;Andhra govt to turn a into a museum. 
Positivo;Annapurna studios production no.29 on floors tomorrow. In this heat we are going to turn on the heat happy  can't expre
Negativo;Annoyingly the spaces in the variable width version of the C64 font that's available on the internet are wi
Neutro;Another 'go-back' shooting in US, academic siege, a menu for judges, and more. Also in epaper. 
Positivo;Another day! Good morning!! It's April 20, 2017 at 07:00AM!! kamusta? don't forget to eat your breakfast guys! happy
Positivo;Another great day out in Westhoughton, delivering the Conservative message of strong  stable leadership. happy
Positivo;Another great song  Have a listen. Its good! You may well like it happy
Positivo;Another great song  Have a listen. Its good! You may well like it happy
Neutro;Another MP joins camp, as frets and waits for governor's call. 
Neutro;Anti-Romeo squad starts in Lucknow VIDEO: 
Neutro;Anti-terror operation in Lucknow's outskirts ends, 1 terrorist killed; reports of to  terrorists holed up false: ADG 
Neutro;Apex court puts work first, hotel fire in Calcutta, bedroom journalism on trial, and more. Also in epaper. 
Positivo;Apka Apna Awam Ka Channel Frankline Tv Aam Admi Production Please Visit Or Likes  Share :)Fb Page :...
Positivo;Appreciate your recent retweets Have a great Thursday happy
Positivo;apr. 26th beach house! dinner+music+ party with oldies goldies happy  buffet / BBQ 40TLbeer-  wein10TL raki12.5TL h
Neutro;April 19 1906: Nobel Laureate Pierre Curie was run over by a horse-drawn wagon near the Pont Neuf, Paris, and killed 
Positivo;April is really really bloody. I'm so proud of our boys crying with joy
Negativo;are dying of thirst  and it's all because of us unhappy
Negativo;are dying of thirst  and it's all because of us unhappy
Positivo;Are you also attractive to Liza Soberano? happy
Negativo;arisun at town hall has pretty terrible service and rude staff. we only went there because ICG's fryer was broken unhappy
Neutro;Army chief's words ring in pellet-hit boy's ears. 
Neutro;Army under fire after alleged tactic in  
Neutro;Arrest of a conman and bribe charges against nephew churns politics. 
Neutro;arrests woman director of a Hong Kong-based firm in a Rs 1478 crore case registered post 
Neutro;Art of Living's fights back over Yamuna floodplain damage, livid. 
Neutro;As BJP heads for landslide win in Samajwadis concede defeat but Mayawati wants fresh polls using paper votes. 
Positivo;As in most used. Stats don't care about motivation happy
Neutro;As is destroyed, govt sparks traffic chaos with plans for grand gate in 
Neutro;As lands in Delhi, an untold story of how Pranab Mukherjee nixed plan to unseat her. 
Neutro;As learns to follow rules, funds for poor students dry up. 
Neutro;As races hots up, plays woman wronged. 
Positivo;As the last event for chapter 1, we've invited 24 people to propose visions of the future. Jom happy
Neutro;Ashok Desai on as an accidental and a new book by Tirthankar Roy and Anand V. Swamy. 
Neutro;Ashok V Desai notes that is yet to say a word on whether achieved its goals. 
Neutro;Ashok V Desai on formula for tackling of banks. 
Neutro;Assam lawmaker wants national body to save the 
Neutro;Asses star in battle, fest sans Pak voice, beyond Brexit, and more. Also in epaper. 
Negativo;Astaga unhappy  /?
Neutro;At Balagarh in the dying art of 
Neutro;At Eaglenest sanctuary, could dethrone as top draw. 
Neutro;Attack on Westminster, cash cloak for parties, molten tar wipes out family, and more. Also in epaper. 
Neutro;attacked in Five arrested, CM assures impartial probe 
Neutro;Australia, US clash over immigration; puts India on hold. 
Negativo;Autograph book at the ready, no sign of Garry Barlow yet sad
Positivo;AVI for my man :)Phone made like always wink
Positivo;AVI for my man :)Phone made like always wink
Positivo;aw BCC is having a PRIDE prom and i kind of want to go happy
Negativo;Aw goodnight angel! I love you lots and I hope you're going to have the best tiame and a lot of fun!! Wonho's already am
Positivo;Awesome recommendation Jess! Listened to the
Positivo;Awesome! makes a good nurse maid, huh? happy
Positivo;Aww hating that I got sponsored, how childish of you Commando happy
Positivo;Awww yeah :D
Negativo;baby unhappy
Negativo;Babye old twitter unhappy
Negativo;back to coconut hair unhappy
Neutro;Backlash after hails as a 'true patriot'. 
Neutro;Badly equipped surgery, panic and deaths. At India's top hospital. 
Negativo;Bae's not here unhappy
Neutro;Bajaj calls bad idea, Palani in court rules on and more. Also in epaper. 
Positivo;Bambam talks the most tonight :D
Negativo;base unver ajalah MINAHAES unhappy
Negativo;Bby unhappy  your emotion
Positivo;Be happy, love happy
Positivo;Beautiful album from  the greatest unsung guitar genius of our time - and I've met the great backstage
Positivo;because you are one happy
Negativo;Becoz if we will depend on your promoting its waste of hardwork to all team who
Positivo;Beetle done and joins Wall-E, the Mini and the Campervan happy
Neutro;Beetle from grips litchi crop in 
Neutro;Before going back back to jail, instals nephew as proxy in 
Neutro;begins in 51 Assembly constituencies spread across 11 districts. All eyes on 
Negativo;Being a parent is very challenging. If we cannot control ourselves we'll give the worst output to the children In other word, Ngomel crying
Neutro;Bengal in a fix over bars: pay for repairs, or let take a hit? 
Neutro;Bengal law that singles out may keep out investors -- and critical cases. 
Neutro;Bengal looks at ways to change classification of to bypass order. 
Neutro;Bengal orphanage suspected of selling babies to couples from US, Europe.  
Neutro;Bengal tops again --in of women and children. 
Neutro;Bengal's Advocate-General Jayanta Mitra resigns over difference of opinion with state government.
Negativo;BES RIP
Positivo;Best advice on Blogging. happy
Positivo;better be oldschool crying with joy  RS3 equals  aids 3
Negativo;Beyond sad unhappy
Positivo;big love for Anne cox happy
Neutro;BIG STORY: African envoys slam Indian govt for not condemning Gr Noida attack enough say no visible, sufficient measures
Neutro;Bihar CM cites siltation threat of barrages on National Waterway. 
Neutro;Bihar exam body's boss, nephews held in question-paper scam. 
Neutro;Bihar extension impacts privacy rights, says 
Neutro;Bihar sets Rs25lakh fee for who skip after subsidised education. 
Positivo;Bill Nye Answers Science Questions From Twitter | WIRED
Neutro;BJP (13 seats) fails to get majority in Congress emerges single largest party bagging 17 seats in 40-member House.
Neutro;BJP leaders in the dock, lose their light, naming game, and more. Also in epaper. 
Neutro;BJP rushes to shake off upper-caste tag. 
Neutro;BJP sees stamp missing in choice. 
Neutro;BJP stuns with UGC letter a forgery, doctors split over Bengal Bill. And more, also in epaper. 
Neutro;BJP urges Governor Vidyasagar Rao to take a decision on basis of numbers as well as credibility. 
Neutro;BJP worker stabbed to death during local temple festivities at Mukkattukara in Kerala's district
Neutro;BJP's flagging campaign, and Modi's comment. 
Neutro;Blasts at office in , to  injured 
Positivo;blessing your first day of April happy
Positivo;blocked by christensen.another notch on the belt. happy
Neutro;BMC, 9 other civic bodies in state to go to polls on Tuesday 
Neutro;Bombay High Court directs protesting resident in to resume duty immediately
Neutro;Bonhomie between and strikes a chord on the ground. 
Neutro;Boss of India's largest cautions against waiving 
Neutro;Bounty on Savarkar on Yamuna damage bill, Sita's birthplace, and more. Also in epaper. 
Neutro;BREAKING: Government forecasts 2016/17 growth at 7.1 percent 
Neutro;BREAKING: Indias December quarter GDP at 7 percent (Reuters forecast was 6.4 percent) 
Neutro;BREAKING: Supreme Court convicts in disproportionate assets case 
Neutro;BREAKING: to go ahead as scheduled, say sources
Neutro;Britain is not becoming xenophobic or hostile, high commissioner Dominic Asquith insists. 
Neutro;Britain to trigger Brexit on March 29: 
Neutro;British DHC Bruce Bucknell with Institute of Entrepreneurs Head Manoj Das discussing skill devt in NE at 
Neutro;British police probing background of terrorist. 
Neutro;British Prime Minister Theresa May says she wants to hold early election on June 8: Reuters, quoting BBC 
Positivo;Broadcaster says Fly Away reminds him of early happy
Neutro;BSF dismisses Constable Tej Bahadur Yadav from service after a court of inquiry. Bad quality food allegations were base
Neutro;BSP boss is not averse to joining forces with non-BJP parties. 
Neutro;BSP leader shot dead late last night, murderers at large
Negativo;But I no have round ass crying
Positivo;But I think you'll do better than me happy
Negativo;But i want unhappy  that looks so yummy hehehe.
Negativo;But the dub is what I watch for Pokemon unhappy
Negativo;but you were going to do it yesterday unhappy
Positivo;But, er, sloths are great? So it's a good un-unthinkable picture? Have I dug mysel
Negativo;but... you use a purple flowercrown in your display picture unhappy
Neutro;By noon, Supreme Court will have decided future of and her rival 
Neutro;By-polls: retains Kanthi Dakshin, retains assembly seat 
Neutro;Bypassing highway ban, trial raises rigging fears, killers to hang, and more. Also in epaper. 
Positivo;C'mon Tweeps, Join  vote for the singer! Do spread the word. :D
Neutro;Cabinet approves merger of five subsidiaries of State Bank of India with the state-owned lender: Finance Minister Arun Jaitle
Neutro;Calcutta HC judge C S Karnan fails to appear in SC in connection with suo motu contempt proceedings.
Neutro;Calcutta HC sends case to CBI. 
Neutro;Calcutta High Court orders to probe sting operation.
Neutro;Calcutta's suddenly cannot have enough of mother's dishes --but outsourced from outlets. 
Negativo;Call center nice game 4/20 unhappy
Neutro;Can  Air India enforce fines on unruly passengers for 
Neutro;Can a man equated with the Great Leap backwards talk of asks Mukul Kesavan. 
Positivo;Can I pop in a request for assassin shower gel? happy
Negativo;Can someone buy me a tasbih pls? I don't have one unhappy
Positivo;Can you do that when player kills you. Then the player rank would show up. happy
Positivo;Can you guys make the Japanese Greninja's and Waveguider come as well? happy
Positivo;Can you PM me ? :D
Negativo;Can you say Hi julia ??pleasee crying
Negativo;can you say Hi Mekisha? unhappy
Negativo;Can't :(Tello
Negativo;can't wait to see you in that film Karl! I wished you would be here were I'm bu
Negativo;Canberra is a land-locked capital. unhappy
Negativo;cant speak japanese ::(
Neutro;Capt Amarinder Singh takes oath as 26th Chief Minister of Watch LIVE:  
Neutro;Car sales recover from in all regions -- barring east and  
Neutro;case: exempts Centre from filing status report before it on proceedings before the international tribunal.
Neutro;Cash rewards likely for doctors following correct protocol. 
Neutro;Caution on site inroads for mayor (who is also minister of housing and environment.) 
Neutro;CBI books 12 leaders in case. 
Positivo;celebrate Hitler's birthday! =D
Neutro;Centre allows to prosecute former Principal Secretary of Delhi chief minister Arvind Kejriwal, in a graft case
Neutro;Centre mobilises 247 companies (about 24,700 personnel) of paramilitary forces in Haryana, Delhi  Uttar Pradesh in view of 
Neutro;Centre moves against Supreme Court verdict lifting shield. 
Neutro;Centre overrides Bengal, sets 1 for 800,000 seats across 3400 colleges. 
Neutro;Chain of wrong drugs. No senior doctor to check. Then death. All this at Delhi.  
Neutro;changes stance from accommodative to neutral.
Neutro;Chaos in over call for secret vote. 
Positivo;Charge to experience muna happy
Positivo;Cheers :D
Neutro;Chidambaram on being in the Opposition, Jaitley as a finance minister, and more.  
Neutro;Chief Minister bans paan masala, gutka, polythene in all government offices in 
Neutro;China cautions over visit to Arunachal Pradesh. 
Neutro;China lodges protest with India's Ambassador in Vijay Gokhale over the visit to Arunachal Pradesh: Foreign Ministry.
Neutro;Citizens petition govt to make nursing homes come clean on 
Neutro;civic poll counting to begin at 10 am today; all eyes on result 
Negativo;Claaaaaaaaaaaaasse !
Positivo;clauditte
Negativo;clay and hannah   - they were so in love they deserved to be endgame unhappy
Negativo;Cleantha
Positivo;Client work for rt and favorite happy
Positivo;Client work for rt and favorite happy
Positivo;Client work for rt and favorite happy
Neutro;Close shave for passengers of and planes at Delhi airport. 
Positivo;Close up of the animation 3I will post the second part soon! happy
Neutro;Cloud over state boss Keshav Maurya's chances of becoming chief minister. 
Neutro;CM demands conducting MCD polls via ballot paper in place of EVMs 
Positivo;co
Negativo;Cold as a mother crusher right now. Nearing the end of April. sad
Positivo;Come volunteer at The Abbeydale Picture House! Next Wednesday...
Neutro;Committee constituted by the Ministry has recommended that city taxis should be allowed to run on App Based platforms. 
Positivo;Company photoshoot with our fabulous photographer happy  Look at this determination (concrete shoes) to get
Neutro;Comparing 2015 with 2017. 
Neutro;Confusion after replies to CEO. 
Neutro;Cong forced to  adjournments in pre-noon session over alleged misuse of ED and CBI against opposition Chief Ministers.
Neutro;Cong to boycott PM in Parliament over raincoat remark; will coordinate with other parties, says 
Positivo;Congrats for 3M followers on Instagram! happy
Positivo;Congrats on your :D
Positivo;Congrats Winner :D and it's Eyounji you did well my girl
Positivo;congrats! :D
Positivo;Congratulation my world happy
Positivo;congratulations David! Well done Mrs V! Welcome Jessica! happy
Positivo;Congratulations very impressive happy
Positivo;Congratulations, you've got the message happy
Negativo;congratyoulations Harry!!!!! Been with you since fifa 13!!!! Miss yoyour younboxing videos unhappy
Neutro;Congress wins 77 seats in 117-member assembly, 1 short of two-thirds majority.
Neutro;convoy attacked on Parimpora-Panthachowk bypass in Police
Neutro;Cops dug out these to  healers who were buried alive for practising 
Neutro;Corrected. Thanks.
Neutro;Counting of votes for to Lok Sabha constituency begins.
Neutro;Country's first conviction: Minister sentenced to 7 years rigorous imprisonment. 
Neutro;Court asks for report on fracas, but puts question mark on video. 
Neutro;Court directs BSF to allow trooper Tej Bahadur's wife to meet him
Neutro;Court summons CM suspended BJP MP as accused in criminal defamation plea by  
Positivo;Cpl Swallows just gone over the house. Heard them whilst flying my drone.. happy
Negativo;Cram reading unhappy
Neutro;Crowds flock to Rowling-Morgan clash, cash-swap case, and more. Also in epaper. 
Neutro;CRPF getting to take on planted by 
Neutro;CRPF's commandos return to their unit. 
Neutro;Crude 'architecture' is taking over the world's only city with for buildings by 
Neutro;Crude buildings are taking over the only city in the world with for iconic buildings by 
Neutro;Crusader pleads for saving 
Negativo;crying  muh feels
Positivo;CSGOBOUNTY GIVEAWAY - 1 random KEY. 25 RETWEETS, random winner :D Retweet AND LIKE to be able to win happy
Positivo;Currently standing outside the shard with a bag full of empty bottles because I came to work with tom today happy
Neutro;Daddy dearest, grooming season dawns in Madhya Pradesh 
Neutro;Dargah Trust volunteers in SC to clear in 908sq metre.
Neutro;Death by currency, patience, boss is shunted, and more. Also in epaper. 
Neutro;Defence Partnership 
Neutro;Defensive cries media trial. 
Positivo;Definitely wasn't what I was looking for :/ But gave it a try anyway happy
Neutro;Delhi airport drops after glitches, big fail. 
Neutro;Delhi CM put on trial in a criminal defamation case filed against him by Union Minister Arun Jaitley in matter.
Neutro;Delhi high court orders cop shield for willing drivers; tells strikers to deal with companies. 
Neutro;Delhi Police has arrested MD Ajay Chandra for not developing a project despite getting funds from investors. 
Neutro;Delhi to airlift to if blockade is not lifted. 
Neutro;Delhi worried over silence of on  
Positivo;Delma Hanville It's official we are connected on Twitter! Thank you for the follow. Please don't ever Let It Go! happy
Positivo;Demit the gocoh game is real crying with joy
Neutro;DeMitronisation in relief for small firms, no honesty hug for well-heeled, and more. Also in the epaper. 
Neutro;dept crackdown on hoarders; issues 87 notices, attaches 42 assets worth crores under the new 
Neutro;Despair at after research seats are slashed. 
Neutro;Despite its IT edge, can't defend its digital assets from 
Neutro;Development of all, appeasement of none is the policy of my govt, says UP chief minister Yogi 
Neutro;diary items  
Negativo;did ate jenna just blocked me or what? unhappy
Neutro;Did just bring into the sharing issue? 
Neutro;Did police jump the gun in claiming hand in train blast? 
Negativo;did some warm up sketches of some of my faves,  i was going to add bazza, but i can't
Neutro;Did the Supreme Court chicken out while deciding on 
Positivo;Did you go all the way to Keem? Have you been up Minaun? That's a good one if you are into extreme driving today smile
Positivo;Did you notice? There is no killings of RSS / BJP workers in another Southern State? CM is dismantling Xtian infra in Munnar?
Positivo;Did you notice? There is no killings of RSS / BJP workers in another Southern State? CM is dismantling Xtian infra in Munnar?
Positivo;Did you see this one? happy  Transitional Piece // Chiffon Dress
Negativo;Didn't keep it unhappy
Positivo;Die evil raven! :D
Negativo;DIGITAL MONSTERS WANT TO WORK WITH BLACKPINK MAKE IT HAPPEN PLS unhappy
