"Classe";"Texto";"Sentimento_Microsoft"
"Neutro";"#Top @PryOliveira__ ????????????? #friends #top #clarobrasil #equipeplanet #equipebombacao #confraternizacao http://t.co/xpDFYO0GQz";0,788540363311768
"Neutro";"Fim de Confraternização !!! ???????????? #Equipeplanet #clarobrasil #confraternizacao #Top #friends http://t.co/50CAqD53Zz";0,643704354763031
"Neutro";"Dificuldade de mandar UM sms. A #claro tá com algum problema será?";0,166315943002701
"Neutro";"Meu trabalho é Claro !!! ????????????????? #equipeplanet #top #acaoexterna #clarobrasil #sejogavempraclarovem http://t.co/R03gpAZpj7";0,632384121417999
"Neutro";"Se joga, Vem pra Claro vem !!! ????????????????? #equipetop #clarobrasil #mywork #trabalho http://t.co/eB090MoOCE";0,574153244495392
"Neutro";"Bom dia !!! É Hora de Produzir e Ganhar dinheiro... ??????????????? #clarobrasil #love #mywork #trabalho http://t.co/sdTaBWlntv";0,785714268684387
"Neutro";"Então é Natal e o que voce fez? &lt;3 :* #happy #merrychristmas #amazimg #clarobai #clarobrasil http://t.co/pnpwNfA3jO";0,598406612873077
"Neutro";"Aprendi com a @ClaroBrasil que um drible no Neymar é outra coisa.";0,635201930999756
"Neutro";"Café da Manhã Especial na Loja... ?????????????????? #clarobrasil #job #mywork #amomuitotudoisso #gordices http://t.co/wSWCgMr3KL";0,522134065628052
"Neutro";"Meu Povo... ????????????? #mywork #trabalho #friends #clarobrasil #equipeplanet #Top #love #amomuitotudoisso http://t.co/S1EeEazAzE";0,577620506286621
"Neutro";"Bom dia !!! Hora de trabalhar e ganhar dinheiro... ??????????? #bomdia #trabalho #mywork #clarobrasil http://t.co/M8akkigvPi";0,833333313465118
"Neutro";"@brunocaracciolo @ClaroBlog puxa saco do caramba! Vai ter desconto, não!";0,177245736122131
"Neutro";"Amanhã vou pagar a @ClaroBrasil e cancelar meu plano";0,621558487415314
"Neutro";"http://t.co/EWMZipCAnh um oferecimento @rede_globo e @CAIXA";0,518258988857269
"Positivo";"""Eu faço parte de algo que é capaz de fazer sorrir, encantar, alegrar e emocionar. 
Eu faço parte do #Itaucard""... http://t.co/SpdIAiPwXS";0,976190447807312
"Positivo";"Mega evento... #itau #mocoto #topteam #sucesso ; ) http://t.co/CjH7HfRI4b";0,652496814727783
"Positivo";"Não gastei nada para trocar 30 mil pontos do @itaucard por pontos @Multiplus. Já o @kmdevantagens cobra R$ 1.470. Que diferença, hein?";0,311335802078247
"Positivo";"Taí, meia hora depois o @itaucard me liga e o problema tá resolvido. Obrigado. =)";0,373370319604874
"Positivo";"Olha como o ITAÚ é bonzinho comigo, @itaucard http://t.co/WgyGp9NiVD";0,508426249027252
"Positivo";"Nova campanha saindo. Eu e o @celso_kamura :-) #itaucard #itau #lovemyjob raphaelbn @ casa do meu amigo http://t.co/oELAS7h93S";0,923564195632935
"Positivo";"#cineart #itaucard paga meia agora. Muito bom http://t.co/uIMWqfinIQ";0,913170576095581
"Positivo";"Muito legal esse projeto do #Itaú Social! http://t.co/d0d2EgRIqO";0,701072990894318
"Positivo";"EU SIGO E INDICO &gt;&gt;&gt;&gt;&gt;@itau @Itaucard SE VOCÊ ME SEGUIR... RSRSRS";0,725958287715912
"Positivo";"O comercial da #itau eh sensacional. #diadascrianças";0,825033485889435
"Positivo";"leia para uma criança #itau http://t.co/Mv73Idhwvv";0,520885467529297
"Positivo";"#Bradesco e #Itau PARABENS pela responsabilidade social. #EuNoTeleton";0,573538899421692
"Positivo";"#Itaú e #Bradesco juntos por uma ótima causa.... Louvável";0,924982190132141
"Positivo";"#LeiaParaUmaCriança #IssoMudaOMundo #Itaú http://t.co/wvZ6u8lsN5";0,362779796123505
"Positivo";"opaa problema solucionado! #ItauCard lindo rsrs 'não mostre o seu #CartãoCrédito a ninguém =)";0,632784843444824
"Positivo";"Chegaram! Obrigada #itau http://t.co/h1Rp2Gn0eZ";0,856078624725342
"Positivo";"@Itaucard obrigado pelo atendimento rápido e pela solução do ocorrido. (Y)";0,724061787128448
"Positivo";"@Animadissima Bom dia! Em casos relacionados ao cartão peço que entre em contato com o @itaucard, eles irão te ajudar da melhor forma. =)";0,93478262424469
"Positivo";"Consegui estornar uma compra indevida feita no ML com meu cartão de crédito em 5 minutos! Parabéns Itaucard pela eficiência #itaucard #itau";0,899999976158142
"Positivo";"@Itaucard Obrigado por responder tão rápido ;-)";0,495621919631958
"Positivo";"@itau to TÃO feliz que nem sei explicar pra vocês. cc @Itaucard";0,775653660297394
"Positivo";"Que demora para o #Santander aprovar um compra online, se fosse #Itaucard era em minutos... #tenso";0,0485707521438599
"Positivo";"@itau voce e a @saraivaonline sao os melhores &lt;33333";0,703424096107483
"Positivo";"Liguei para o pessoal do atendimento do @Itaucard, e em menos de 30min já recebi um email com meu problema solucionado. Parabéns @Itaucard";0,667392253875732
"Positivo";"Consegui cancelar o cartão de crédito #Itau em menos de 10 minutos. Muito esquisito!";0,504890024662018
"Positivo";"Essa propaganda da copa feita pelo #itau ficou linda. Excelente de verdade.";0,925797879695892
"Positivo";"Puts... o #ITAÚ depravou no Comercial!";0,507854342460632
"Positivo";"O @itau me fez feliz hoje!!! Agilidade na entrega da 2ª via do cartão (2 dias úteis!) =D #itaucard #itaú #IssoMudaOmundo";0,844827592372894
"Neutro";"@itau queria sabe o que a demi passou";0,311453700065613
"Neutro";"@itau tenho uma pergunta, posso fazer?";0,482093334197998
"Neutro";"@itau Porque os caixas eletrônicos não aceitam barras de ouro?";0,23388996720314
"Neutro";"#itaucard quero meus pontos de voltaaa. E pode pwgar esse mixer aqui q nao quero!";0,210066735744476
"Neutro";"#itaucard podemos resolver meu problema por email?  Riofamily@ig.com.br";0,467348158359528
"Neutro";"Agora eu entendi porque meus amigos com @itau e @Bradesco estão sem fazer compras internacionais. http://t.co/Qq5os6rlSy";0,379795908927917
"Neutro";"Peça a sua coleção de livros infantis do @itau ~&gt; http://t.co/V3EYU3Xy2K Leia para uma criança. #issomudaomundo";0,588628888130188
"Neutro";"eu titular, ele banco --&gt; RT @amsjunior ow @Itaucard me liguem";0,281516551971436
"Neutro";"Vamos dar aquele rolê de bike ? #salvadorvaidebike #itau #bicicleta #Salvador #Bahia #brasil #Brazil http://t.co/l29ZBtItcs";0,946450114250183
"Neutro";"Cadê a Marina do #Itau &gt;&gt;&gt;&gt;&gt;Bancos lucram R$ 60 bilhões e oferecem 0,97% de aumento  http://t.co/Z5gYHMP4MS";0,289140611886978
"Neutro";"@itau o perfil @Itaucard é oficial ?";0,582869946956635
"Neutro";"@Itaucard mensagem para o itaú, espero q resolva meu caso";0,458991348743439
"Neutro";"@caboquisse Siga @itaucard para um atendimento dedicado a cartões de crédito.";0,693378746509552
"Neutro";"Treino de hoje.
#selecaobrasileira #treino #cbf #cbffutebol #felipao #bola #vivo #nike #itau #futebol http://t.co/dfTrjiA13l";0,561995685100555
"Neutro";"Mais um naaaaaaaaao :s #credit #card #Mastercard #cartao #credito #itaucard #2 @ Onde o Vento Faz a http://t.co/rJuAo2Izoh";0,524517893791199
"Neutro";"@itau por favor, o perfil @itaucard é verdadeiro?";0,459555476903915
"Neutro";"Banco manda cartão novo com vencimento em Dezembro de 201....3.

Parabéns, #Itau";0,858362019062042
"Neutro";"Vou no #Itaú e depois vou pra casa, to saindo #partiu";0,665628731250763
"Neutro";"Vou no #Itaú pegar meu token novo e depois vou fumar um baseado";0,693114042282104
"Neutro";"Vocês financiam o playstation? @itau @Bradesco";0,50382000207901
"Neutro";"partiu jogo , #QUEBRADEIRA #ITAU";0,691177606582642
"Neutro";"Aderi a campanha Leia para uma criança do @itau. Comecei a ler meu extrato pro meu filho e ele não curtiu. Não entendi essa campanha.";0,427580893039703
"Neutro";"@jampamatos Aham. Como podemos te ajudar, Jampa? ;-)";0,6988365650177
"Neutro";"@itau tafora do ar?? http://t.co/1mKjSVcmvy";0,468138158321381
"Neutro";"Cara de sono mas bora trabalhar #work #love #itau http://t.co/hLHjaHZOfm";0,286474525928497
"Neutro";"Nunca vou querer ser aquele otário! RT @itau Quer ser o rei do camarote? ;-) Veja quanto vc precisa investir pra ganhar seu 1º milhão";0,544079065322876
"Neutro";"Feito pra o Brasil. Feito pra você.       #Itaú";0,571169316768646
"Neutro";"@LeoJaime @itau É só autorizar que funciona. O meu funcionou. Ou seu Firewall pode estar bloqueando os pop ups, tem que desbloquear.";0,530803680419922
"Neutro";"Hei @Itaucard , nem tenho conta no banco e estou recebendo ligações dizendo que tenho crédito aprovado pra ter um cartão de crédito.";0,39083057641983
"Neutro";"Segunda vou ir no #itau fazer um empréstimo pra poder ver meu Galaoo da massa!";0,806256651878357
"Neutro";"@itaucard vocês simplesmente desativaram o Itau travel money no meio da minha viagem?";0,557124376296997
"Neutro";"@phanzer Entendi, lindão. Vc pode tentar conversar com o @itaucard =)";0,799233973026276
"Neutro";"Chego no #Itau... ""Senhor o seu gerente agora é de São Paulo e vai lhe atender remotamente""  vocês http://t.co/PmfkCGKuWe";0,652729451656342
"Neutro";"Minha parceira por 4 dias #bike #itau #RJ http://t.co/XKInrCSQSx";0,541506886482239
"Neutro";"desbloquear a que eu já tenho @Itaucard";0,395461022853851
"Neutro";"Vocês vão baixar as tarifas?! RT @Itaucard: Vc já faz tudo online, que tal esquecer o papel e mudar para fatura digital?";0,751739501953125
"Neutro";"Sorte de hoje... vc não foi acordado na manhã deste sábado pelo Banco #Itaú...";0,495709538459778
"Neutro";"@itau Estou querendo efetuar um pagamento, mas as negociação esta difícil, poderia me ajudar? #itaucard";0,0234999656677246
"Neutro";"@itau Então.. Eu coloquei ""Zerrie é real"" e apareceu uma mensagem escrita ""Isto não é verdade"".";0,202416300773621
"Neutro";"Tinha que ter Black Friday pra minha fatura do @Itaucard / @itau.. rs";0,467268884181976
"Neutro";"Muito boa essa propaganda do #Itau onde no sorteio da copa ninguém quer enfrentar o Brasil. Rsrsrs";0,497027933597565
"Neutro";"molhada com essi paizão S2 #Itaú";0,531796813011169
"Neutro";"@bloggalopreto Poxa, quem aprova o cartão é o @itaucard =)";0,421479463577271
"Neutro";"o @itau deveria ter caixas eletrônicos especiais para pessoas com mentalidade de TOPEIRA";0,523690819740295
"Neutro";"por favor @itau mande meus parabéns para a atendente Kellen da agência 9087 por motivos de: é gata d+";0,909227728843689
"Neutro";"@SouLuizGustavo Você pode tirar suas dúvidas do cartão com o pessoal do @Itaucard =)";0,562723755836487
"Neutro";"@itau Eu nao, o @caiofbueno sim, mas já está resolvendo com o @itaucard. Eles sao oficiais neh?";0,106286764144897
"Neutro";"aumenta meu limite de crédito aí, @Itaucard";0,393557280302048
"Neutro";"@Itaucard Tenho uma solicitação e gostaria de conversar por DM";0,563352048397064
"Neutro";"Amanhã cedinho ligar pro @Itaucard resolver um bafo";0,78650826215744
"Neutro";"SP Eu te amo!! #Natal #Paulista #Itau http://t.co/az7LZxSIIf";0,51198822259903
"Neutro";"@itau Olá, eu estou com alguns problemas pra acessar minha conta :s Vocês poderiam me ajudar? Obrigada.";0,585785329341888
"Neutro";"@itau Então, é que quando aparece ""digite sua senha"" eu coloco ""jerry"" e diz que a senha é muito grande. O que eu faço?";0,507655382156372
"Neutro";"#natal #luzes #avenidapaulista #paulista #sp #vejasp #sãopaulo #sampa #itaú @ Avenida Paulista http://t.co/UFswA7OKWU";0,484038829803467
"Neutro";"@Itaucard Mandei uma DM pra vcs";0,551005184650421
"Neutro";"@Andre_Suporte ops, olha o Adobe Flash Player #Itau http://t.co/UdNbwje6UE";0,529378771781921
"Neutro";"#Paulista #SãoPaulo #Brasil #Itau @ Avenida Paulista http://t.co/e4CY4THvhX";0,498958051204681
"Neutro";"@Itaucard vcs estao por aqui?";0,494241416454315
"Neutro";"@Itaucard Preciso tirar uma duvida de 2ª via de cartão.";0,425491452217102
"Neutro";"baby #natal #itaú #amelhor http://t.co/0tMUdmQm87";0,556323289871216
"Positivo";"Bora ser seu próprio chefe, trabalhar com esportes e ganhar 20 mil reais? A #InterU e o @BancoDoBrasil explicam como: http://t.co/ZgbqthSluF";0,876439392566681
"Positivo";"Para Paulo Bernardo, fusão entre PT e Oi é positiva para o Brasil   #pt #oi  http://t.co/e4Z1rBDAz0";0,681884586811066
"Positivo";"Aff presente maravilhoso da #Oi: o novo BlackBerry Z10! Todo lindo e cheio de funcionalidades! ???? @ http://t.co/5O5leKmdhH";0,954545438289642
"Positivo";"TIM CLARO VIVO NEM CHEGA PERTO DA #OI,A #OI TA CLARO NO QUE PROMETE,VIVO QUEM TEM #OI,ATÉ O TIM DIRIA,SOM NA CAIXA,#OI AUAU";0,726238489151001
"Positivo";"Ganhei 30 torpedos da @Oi . Vou joga-los todos no @obama";0,804035544395447
"Positivo";"A #oi lançou dois chips em um que funciona como micro também. Só faltou o nano pra ficar perfeito. http://t.co/5aME3UTG5E";0,749760031700134
"Positivo";"Cara que noticia linda.... Naum pude deixar de deixar meu #Oi pra esse cara que tive a oportunidade de http://t.co/c4ZbsZdMSP";0,503788650035858
"Positivo";"Ta bom @oi https://t.co/WLoRovcGXK";0,776259243488312
"Positivo";"@carolina_ana1 @claro da @digaoi é perfeita";0,760244309902191
"Positivo";"Urrul! Legal esse site, tweeta automatico e rapidinho!! http://t.co/JlrM7v4E8G #timbeta #rt #socialup #legal #Oi";0,776172876358032
"Positivo";"Muito bacana da parte da #Oi - Vários colaboradores compraram os presentes das cartinhas das crianças http://t.co/g4pZeWkOGB";0,80059677362442
"Positivo";"Prezada @digaoi. Vocês foram rápidos. Já funciona. Meus agradecimentos.";0,493931651115417
"Positivo";"Obrigado @LeiSecaRJ ,graças a divulgação do meu caso aqui, a @digaoi tratou meu caso como PRIORIDADE e consegui instalar o fixo hj!";0,959105312824249
"Positivo";"Atualizei minha agenda em poucos segundos com o App Oi 9º Dígito! Saiba mais: http://t.co/eGOOV7ILC3 #Oi #9digito #iOS #Android";0,580935001373291
"Positivo";"@digaoi agradecemos a brevidade.";0,53369402885437
"Positivo";"Valeu @digaoi @digapor ter rezouvido o pobrema da inter net da mãe da Nega Jujú...a véia tava ficano doida...ela é aviciada em vídio pornô.";0,689926445484161
"Neutro";"Ontem tinha 3G aqui hoje não tem oq aconteceu em @oi";0,115360796451569
"Neutro";"Falei dois minutos com um celular #oi e gastei R$ 1,25
Os mesmos dois minutos com um #Vivo saiu R$ 2,85
Quer dizer...";0,468674629926682
"Neutro";"@TeamAnittaAL @oi Oi !";0,62860769033432
"Neutro";"@oi essa boca tem programa para hoje?";0,566058158874512
"Neutro";"@TeamAnittaAL @oi se eu puder :)";0,698582589626312
"Neutro";"@byvictoria2010 @Oi amor, você é fã e sabe o quanto é IMPORTANTE abraçar seu ídolo ne? Me ajuda numa promoção para eu realizar esse sonho?";0,43260070681572
"Neutro";"@TeamAnittaAL @oi Sim :)";0,827192485332489
"Neutro";"@digaoi fui instruído q eu deveria entrar c/ o login: ...@R7 e não mais c/ ...@oi.com.br ! Pois houve um problema c/ a minha área de acesso.";0,0833333358168602
"Neutro";"Vou ter que renovar minha promoção da #oi, venceu";0,330609887838364
"Neutro";"@digaoi continuam #digaoi #oi";0,563167989253998
"Neutro";"Justiça manda Oi reduzir tempo para cancelamento de linha #oi  http://t.co/EPkBVLgzSV";0,814044117927551
"Neutro";"@digaoi Por Favor olha minha DM. Obrigado";0,522134900093079
"Neutro";"Adeus @tim olá @Oi";0,494271278381348
"Neutro";"É incrível como a @Oi se comporta como se não tivesse concorrência!";0,306456744670868
"Neutro";"Oi lança chip de duplo corte, compatível com Mini-SIM e Micro-SIM. http://t.co/ezWLlnkU3t #Oi http://t.co/f0si3d4d03";0,657284259796143
"Neutro";"Oi apresenta primeiro cartão sim de duplo corte do Brasil  Portal Inboox http://t.co/vDwpKxrnW0  #oi";0,687832117080688
"Neutro";"Você é a razão de todas as vezes que eu pedi crédito emprestado pra #Oi.";0,498574614524841
"Neutro";"@marianarj Boa tarde, Mari. Conte pra gente esses casos. Queremos ajudá-la.";0,647878289222717
"Neutro";"Ai esses fios de açúcar da #Oi";0,510230898857117
"Neutro";"RT @pedro_truda: Alguém sabe se #iraja todo está sem luz? Prédio da #oi sem energia. @lightclientes";0,283262073993683
"Neutro";"A partir de 27/10 os celulares com DDDs 21, 22, 24, 27 e 28 terão o 9º dígito. Saiba mais e atualize a sua agenda http://t.co/NFRTgUa4rj";0,549369990825653
"Neutro";"@ramoniercosta @oi td bem";0,776808142662048
"Neutro";"@BellOficial @oi td bem";0,776808142662048
"Neutro";"Eu to aqui só pra dizer que tenho certeza que hoje a @lentescorderosa  vai dormir de meia #frio #oi";0,696091532707214
"Neutro";"Querida @Oi sua internet é boa, mas quando cai, parece que morre, porque não volta mais.";0,216579109430313
"Neutro";"@Oi minha linda, tudo bemKetlensuzy";0,744126200675964
"Neutro";"Alguém sabe me informar, qual o twitter da #Oi?";0,59400862455368
"Neutro";"@oi eu quero...";0,280551612377167
"Neutro";"Lol - http://t.co/LDUfc8bL0t #aussie #aussie #aussie #oi #oi #oi";0,66181743144989
