OPINIAO;EMPRESA;SERVIÇO;POSSIBLY_SENSITIVE_IS_CORRECT;LOCAL_CIDADE;LOCAL_ESTADO;LOCAL_PAÍS;SEXO_USUÁRIO;id_str;possibly_sensitive;created_at;source;retweet_count;favorite_count;tweet;user_description;user_screen_name;user_followers_count;user_name;user_location;place_country_code;place_country;place_full_name;place_place_type;place_name
Neutro;Banco do Brasil;;;;;;Masculino;3,86124E+17;;Fri Oct 04 13:40:05 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@avpl100 @fidelmnz @A_candia @JHCarrera @llopez_cruz @mariohenaine @Roberto_Altieri @nomamar @bb jajaj eres grande Pako! Los twitts atinados;apasionado del deporte motor y sobre ruedas: rally, enduro, downhill, karting, avalancha..., ing mecatrónico y de automovilismo deportivo;jsalmonesb;173;Jorge Salmones;;;;;;
Neutro;Banco do Brasil;;;Brasília;Distrito Federal;Brasil;Não se aplica;3,86172E+17;;Fri Oct 04 16:54:26 +0000 2013;web;0;0;Vice-presidente do @BancodoBrasil anuncia convênios de financiamento c/ cooperativa e c/ produtores p a construção de armazéns @blogplanalto;A TV do Governo Federal.;TVNBR;113420;TV NBR;Brasília - DF;;;;;
Neutro;Banco do Brasil;;;;;Brasil;Masculino;3,86323E+17;N;Sat Oct 05 02:52:09 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Presentinhos de mais uma #Apimec  :p #Brasil #Voley #BancoDoBrasil #2013 http://t.co/rzoBHzKiGx;Estudante de Finanças - UFC, futuro empreendedor, Torcedor do @dallascowboys e apaixonado pelo @fortalezaec  .!;LuanLF;349;Luan Souza;Brasil;;;;;
Neutro;Banco do Brasil;;;Brasília;Distrito Federal;Brasil;Masculino;3,88447E+17;;Thu Oct 10 23:34:26 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;"@dilmabr liga no @BancodoBrasil e manda parar de enrolar os funci responsáveis pela maior lucro da história. @blogbancariosdf 
@dfbancarios";;Zanotto_Bariri;16;Alexandre Zanotto;Brasília (DF);;;;;
Neutro;Banco do Brasil;;;Rio de Janeiro;Rio de Janeiro;Brasil;Masculino;3,89399E+17;;Sun Oct 13 14:36:57 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@BB        quem tem q ser presos sao políticos bandidos,q aproveita seu estatus para cometer crimes como a benção da justiça,acordar BR.!;Servo do Senhor Jesus e botafoguense.;wilsonbotafogo;103;wilson almeida ;;BR;Brasil;Rio de Janeiro, Rio de Janeiro;city;Rio de Janeiro
Neutro;Banco do Brasil;;;Brasília;Distrito Federal;Brasil;Feminino;3,89481E+17;N;Sun Oct 13 20:02:54 +0000 2013;"<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>";0;0;#BancoDoBrasil apresenta: Green Move Festival. Daqui a pouco show de Zeca Baleiro, Nando Reis e Paralamas. Uhuuuuu... http://t.co/NQHeq6ovwq;Paraense, estudante de Contábeis, geminiana, Flamenguista e Paysandu até morrer, curto um sertanejo universitário e apaixonada pela vida!;simmys2;467;Simone Santiago;ÜT: -1.7706384,-47.436998;BR;Brasil;Brasília, Distrito Federal;city;Brasília
Neutro;Banco do Brasil;;Sim;Brasília;Distrito Federal;Brasil;Não se aplica;3,89815E+17;false;Mon Oct 14 18:10:19 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;#CaféComAPresidenta @ImprensaBNB @ImprensaCAIXA @BancodoBrasil @Banrisul e @Banestes_SA participam d #ProgramaCrescer http://t.co/FOD0gNFaYW;O Blog do Planalto traz para você o cotidiano da Presidência da República, com informações sobre a agenda, eventos e atos da presidenta e seus assessores.;blogplanalto;203426;Blog do Planalto;Brasília-DF;;;;;
Neutro;Banco do Brasil;;Sim;Camocim;Ceará;Brasil;Feminino;3,90551E+17;false;Wed Oct 16 18:54:08 +0000 2013;"<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>";0;0;$$$$$$$$$$$ (@ Banco do Brasil - @bb) http://t.co/BnYfypbFOW;;GirleneLira1;694;Gigi timbeta;;BR;Brasil;Camocim, Ceará;city;Camocim
Neutro;Banco do Brasil;Dúvida;False;;;Brasil;Feminino;3,92693E+17;;Tue Oct 22 16:42:49 +0000 2013;"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>";0;0;#bancodobrasil boa tarde, não consigo acessar a conta pela net. O que está acontecendo?;Direito, Sociedade da Informação, Privacidade, LBS,Certificação Digital, etc.;tfamarques;423;Thatty?;iPhone: 40.201265,-8.427812;;;;;
Neutro;Banco do Brasil;Informação ao Cliente;False;;;Brasil;Não se aplica;3,93918E+17;false;Sat Oct 26 01:50:30 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;O @BancodoBrasil poderá ter maior participação de capital estrangeiro, de acordo com decreto publico hoje. http://t.co/UOoaMg8yNj;Bem-vindo à página oficial da EBC, a empresa de comunicação pública do Brasil. Acompanhe aqui os conteúdos que te ajudam a pensar o Brasil e o mundo.;ebcnarede;15248;ebcnarede;Brasil;;;;;
Neutro;Banco do Brasil;Propaganda;False;;;;Não se aplica;3,93992E+17;;Sat Oct 26 06:46:10 +0000 2013;"<a href=""http://predrero.com.br/"" rel=""nofollow"">Predrero</a>";0;0;@bancodobrasil gosta de achocolatado? Posso ser TODDYNHO seu!;Quer que eu envie cantadas de pedreiro anônimas para alguém? Acesse o endereço abaixo, digite o username e envie! Simples assim!;Predrero;26962;Cantadas de Pedreiro;@ Obra;;;;;
Neutro;Banco do Brasil;Informação ao Cliente;False;;;Brasil;Não se aplica;3,94881E+17;N;Mon Oct 28 17:39:22 +0000 2013;"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>";0;0;Após entregar #CampodeLibra, Dilma abre o #BancoDoBrasil para o capital internacional http://t.co/255vn4I9CP;Diário Liberdade, portal anticapitalista da Galiza e dos povos lusófonos;diarioliberdade;5399;Diário Liberdade;Galiza;;;;;
Neutro;Banco do Brasil;Dúvida;True;;;Brasil;Feminino;3,95871E+17;;Thu Oct 31 11:12:09 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@BancodoBrasil @MaisBB não consigo acessar os comprovantes de pgto da minha conta, pela internet. O serviço está fora do ar?;"Carol Costa, blogueira e maquiadora, apaixonada por maquiagem. Fala pelos cotovelos! Vem comigo pra um momento beauté! ;o)

e-mail: contato@momentobeaute.com";MomentoBeaute;12288;Momento Beauté;;;;;;
Neutro;Banco do Brasil;Banco;;;São Paulo;Brasil;Masculino;3,96035E+17;;Thu Oct 31 22:05:12 +0000 2013;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";0;0;"Perdemos hoje da RÚSSIA por 1 gol. jogo muito disputado!
Amanhã tem mais!!!
Zeba: 4 gols
Valeuuuuuuu
#vamaislonge. #bancodobrasil #zeba03";Zeba, atleta de handebol do E.C.Pinheiros e da Selecao Brasileira.;zeba_03;2104;fernando pacheco;sao paulo;;;;;
Neutro;Banco do Brasil;Banco;;;Rio de Janeiro;Brasil;Feminino;3,98815E+17;;Fri Nov 08 14:11:29 +0000 2013;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";0;0;@JorgeRibeiroSE @Leisparaquem @MPF_PGR  Eui quando percebi o golpe tirei minha conta do @BB, mas milhares não o farão pq não sabem q pode.;Sou uma nega que não se chama Tereza, mas nasci num país tropical, abençoado por Deus e bonito por natureza tanto quanto saqueado pelos Petralhas.;Indiacui;2019;Indiacui;Rio de Janeiro;;;;;
Neutro;Banco do Brasil;Banco;;Blumenau;Santa Catarina;Brasil;Masculino;4,0026E+17;N;Tue Nov 12 13:52:50 +0000 2013;web;0;0;Olha para onde vai os centavos descontados da sua conta corrente que você nem questiona http://t.co/UlaP2PeYPL @BancodoBrasil #BancodoBrasil;;andre_rizzo;434;André;Blumenau;;;;;
Neutro;Banco do Brasil;Banco;;;;;Masculino;4,02023E+17;;Sun Nov 17 10:40:30 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;@LionelDaSilva7 @bb tu n'a mas assumer hierr haahaa !!;We ride together we die together Bad boy for life !;nicolas29820;97;Nicolas burnel ;;;;;;
Neutro;Banco do Brasil;Banco;;Santo André;São Paulo;Brasil;Não se aplica;4,03259E+17;;Wed Nov 20 20:29:02 +0000 2013;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";0;0;"Pior ainda, que quando ela tenta algum contato, os ""responsáveis"" do @BancodoBrasil só dizem que são taxas (???????)";"Apenas um blog que fala de religião!

Contato: ricardo@iq.com.br";futirinhas;20967;Deuses do futebol;Santo André - SP;;;;;
Neutro;Banco do Brasil;Banco;;;;;Feminino;4,04712E+17;false;Sun Nov 24 20:44:53 +0000 2013;"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>";0;0;"@BancodoBrasil cobre o ""recurso público"" da Visanet!&gt;&gt;Globo quer que BB cobre o que ela própria recebeu http://t.co/cTQIlp1nLY #globo #gnews";;regsouzal;1372;regina souza lopes;;;;;;
Neutro;Banco do Brasil;Banco;;Brasília;Distrito Federal;Brasil;Masculino;4,0661E+17;;Sat Nov 30 02:25:55 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;@BancodoBrasil cartao de cretido nao autorizada! As contas estao pagas em dia;;fttrindade;44;Filipe Trindade;Brasilia;;;;;
Neutro;Banco do Brasil;;;Brasília;Distrito Federal;Brasil;Masculino;4,08561E+17;N;Thu Dec 05 11:40:10 +0000 2013;"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>";0;0;Se a moda pega... RT @joaocamargoneto: 65 minutos de espera em fila garantem indenização a cliente do #BancodoBrasil  http://t.co/XlXIxS0hmi;Marketólogo, estrategista eleitoral, sócio da Elege. Se meus inimigos pararem de dizer mentiras a meu respeito, eu paro de dizer verdades a respeito deles.;Ademiromago;3998;ADEMIR LIMA ;ÜT: -15.8946,-48.10212;BR;Brasil;Brasília, Distrito Federal;city;Brasília
Neutro;Banco do Brasil;;;São Bernardo do Campo;São Paulo;Brasil;Não se aplica;4,08645E+17;N;Thu Dec 05 17:12:16 +0000 2013;"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>";0;0;Photo: Confraternização do Banco do Brasil, no sábado passado. #bancodobrasil #zoombeatles (em Estância... http://t.co/qJHCWjpqSX;Aplaudidos nos CAVERNs CLUB e PUB (Liverpool), vencedores do The Beatles Festival entre 152 bandas e reconhecidos por inúmeras aparições na TV. Acesse o site!;Zoombeatles;716;Zoombeatles;São Bernardo do Campo - SP;;;;;
Neutro;Banco do Brasil;;;São Bernardo do Campo;São Paulo;Brasil;Não se aplica;4,08646E+17;N;Thu Dec 05 17:17:20 +0000 2013;"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>";0;0;Photo: Confraternização do Banco do Brasil, no sábado passado. (foto de fãs) #bancodobrasil #zoombeatles http://t.co/8gA9MdPgCu;Aplaudidos nos CAVERNs CLUB e PUB (Liverpool), vencedores do The Beatles Festival entre 152 bandas e reconhecidos por inúmeras aparições na TV. Acesse o site!;Zoombeatles;716;Zoombeatles;São Bernardo do Campo - SP;;;;;
Neutro;Banco do Brasil;;;Curitiba;Paraná;Brasil;Feminino;4,12193E+17;N;Sun Dec 15 12:10:10 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;FESTINHA do trabalho! :3 #bancodobrasil http://t.co/d1I8SO0MO8;Para mim, futura Engenheira Mecânica. Para o Taekwondo, mascote. Para o resto, Claudia.;CauFerrari;1092;Claudia Ferrari;Cascavel / Curitiba - PR;;;;;
Neutro;Banco do Brasil;;;Curitiba;Paraná;Brasil;Feminino;4,12194E+17;N;Sun Dec 15 12:14:44 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;FESTINHA do trabalho. :3 #bancodobrasil http://t.co/cMVmzdxnv2;Para mim, futura Engenheira Mecânica. Para o Taekwondo, mascote. Para o resto, Claudia.;CauFerrari;1092;Claudia Ferrari;Cascavel / Curitiba - PR;;;;;
Neutro;Banco do Brasil;Banco;;;;;Masculino;4,1328E+17;;Wed Dec 18 12:11:55 +0000 2013;"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>";0;0;Alguém sabe como habilitar o “Saque Sem” do @BancoDoBrasil? O smartphone tá habilitado, mas diz que a conta não. #comofas;Tô aqui pra me divertir e não pra fazer amigos. Se o que eu falo te ofende, você que se foda. Simples assim.;GordoGeek;42853;GordoGeek;;;;;;
Neutro;Banco do Brasil;Banco;Sim;Belo Horizonte;Minas Gerais;Brasil;Feminino;4,14237E+17;N;Sat Dec 21 03:34:43 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Confraternização de fim de ano #BancodoBrasil com #Titãs ???????? @ Chevrolet Hall http://t.co/TOmh5fiP4o;Brasiliense,mineira de ?, Pedagoga, Produtora Multimídia.  Interesse no #MarketingDigital. Estudante de #CulturaRacional.;moniarruda;659;Moni Arruda;Belo Horizonte - MG;;;;;
Neutro;Banco do Brasil;Banco;Sim;Belo Horizonte;Minas Gerais;Brasil;Feminino;4,14238E+17;N;Sat Dec 21 03:37:15 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;#Titãs confraternização  #bancodobrasil ???????? @ Chevrolet Hall http://t.co/nG2TzJWDQ5;Brasiliense,mineira de ?, Pedagoga, Produtora Multimídia.  Interesse no #MarketingDigital. Estudante de #CulturaRacional.;moniarruda;659;Moni Arruda;Belo Horizonte - MG;;;;;
Negativo;Banco do Brasil;Atendimento;;Rio Negro;Paraná;Brasil;Feminino;3,85031E+17;;Tue Oct 01 13:16:59 +0000 2013;web;0;0;~ Acho ridículo o #BancodoBrasil estar em greve ¬¬;Ariana, 18 anos e futura Psicóloga *-*;izza_z;623;Izabela Zahdi;Rio Negro, Paraná;BR;Brasil;Mafra, Santa Catarina;city;Mafra
Negativo;Banco do Brasil;;;;São Paulo;Brasil;Masculino;3,85239E+17;;Wed Oct 02 03:05:39 +0000 2013;"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>";0;0;Aproveitando as cornetadas. Fujam do @BancodoBrasil;"Guitarrista- Ultraje, Vega, G80, Palmeirense etc etc etc
Fã Page no Facebook-
http://www.facebook.com/kleineguitar";MarcosKleine;32426;Marcos Kleine;São Paulo;;;;;
Negativo;Banco do Brasil;;;Maceió;Alagoas;Brasil;Feminino;3,86926E+17;;Sun Oct 06 18:49:14 +0000 2013;"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>";0;0;Estressada com esse #BancoDoBrasil;Blogueira, viciada em chocolate, irônica, má e mentirosa.;luaaraujoo;358;Luanna Emanuelle;Maceió;;;;;
Negativo;Banco do Brasil;Atendimento;;Taubaté;São Paulo;Brasil;Masculino;3,87031E+17;;Mon Oct 07 01:45:57 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Que LIXO o atendimento do @BancodoBrasil fiquei duas vezes por uns 15 ou 20 minutos aguardando atendimento, e NADA. Que lixo hein @BB;Deus - Família - Santos FC & Futebol... Assim sou eu!;tchelotaubate;242;Marcelo Tchelo;Taubaté-SP;;;;;
Negativo;Banco do Brasil;Banco;;;Rio de Janeiro;Brasil;Feminino;3,87199E+17;;Mon Oct 07 12:54:42 +0000 2013;"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>";0;0;não há coisa q eu odeie mais que banco. o dinheiro é meu e eu nao posso pagar a minha conta pq o @BB acha que é alto o valor..pode?;Uma mulher historiadora, mas humana;RenataFM;97;Renata;Brasil - RJ;;;;;
Negativo;Banco do Brasil;;;;;;Masculino;3,87636E+17;;Tue Oct 08 17:50:08 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;E o #bancodobrasil continua sem envelopes p/ depósito. #palhaçada;Sigam-me os bons, pois o mal, aqui, não reina!;aldenormb;244;Aldenor Medeiros;;;;;;
Negativo;Banco do Brasil;Internet Banking;;;São Paulo;Brasil;Masculino;3,87641E+17;;Tue Oct 08 18:09:17 +0000 2013;web;0;0;Você dá um BACK, o site desloga a sua conta, desliga o seu computador, volta no tempo e mata seus pais. ô louco, @BancodoBrasil;A Última Princesa, Combo Rangers, Princesas do Mar, Nerdbooks. Acima de tudo, @gicabu e Luna. Nada pessoal, só sigo 99 de cada vez pra não endoidar.;fabioyabu;23262;Fábio Yabu;São Paulo, Brazil;;;;;
Negativo;Banco do Brasil;;;Natal;Rio Grande do Norte;Brasil;Feminino;3,87667E+17;;Tue Oct 08 19:54:16 +0000 2013;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";0;0;Chega à redação do @PortalNoArBR notícia de confusão em agência do #BancodoBrasil Clientes revoltados, perdendo a paciência em fila enorme.;Jornalista;Ilana_Albuquerq;4333;Ilana Albuquerque;Natal/RN;;;;;
Negativo;Banco do Brasil;Troca de banco;True;Guarulhos;São Paulo;Brasil;Masculino;3,90856E+17;;Thu Oct 17 15:04:16 +0000 2013;web;0;0;Vou trocar de banco, sair do @BancodoBrasil  ir pro @itau ! Ta Osso;For a better world ... Writer, Creator and Editor-Chief of @Revistaclips.;DrehPaula;6274;André Paula;Guarulhos-Sp;;;;;
Negativo;Banco do Brasil;Banco;True;;;Brasil;Feminino;3,9304E+17;;Wed Oct 23 15:43:55 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;"...ter coisa que só se resolve na ""sua agência"". Burocracia pura! #BancodoBrasil #BB #satanas";http://www.ateondevai.com e http://www.acordeilinda.com;brenabraz;1635;Brena Braz;Brasil;;;;;
Negativo;Banco do Brasil;Atendimento;True;;Rio de Janeiro;Brasil;Feminino;3,93042E+17;;Wed Oct 23 15:49:53 +0000 2013;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";0;0;"#Partiu #Fila #BancoDoBrasil #WestShopping ;*";Janet Impersonator.;Carolzenhaa;805;Carol 20YO;Rio de Janeiro - RJ;;;;;
Negativo;Banco do Brasil;Atendimento;True;Brasília;Distrito Federal;Brasil;Masculino;3,94808E+17;false;Mon Oct 28 12:49:58 +0000 2013;"<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>";0;0;Que preguiça de gente que paga contas em caixas eletrônicos. (at @BancodoBrasil) http://t.co/PZaw3SuL3D;Quase um idoso. Fã de duplos-sentidos. Adora música, quadrinhos e cinema. Ama Dave Matthews Band. Se apaixona todo dia -- QUASE sempre pela pessoa errada.;zartjr;1091;(Julio) Zart Jr.;Brasília - DF;BR;Brasil;Brasília, Distrito Federal;city;Brasília
Negativo;Banco do Brasil;Banco;True;Jundiaí;São Paulo;Brasil;Masculino;3,94889E+17;;Mon Oct 28 18:11:11 +0000 2013;"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>";0;0;Esse @BancodoBrasil é uma piada. 1 semana pra análise de atualização de ata e nenhuma resposta. #porcaria;Verified account | Pai, marido, corinthiano, amante de vodka e um eterno apaixonado pela minha família.;lg_amaral;158;Luiz Gustavo Amaral;Jundiaí - SP;;;;;
Negativo;Banco do Brasil;Cobrança indevida;True;;;Brasil;Feminino;3,94904E+17;;Mon Oct 28 19:10:53 +0000 2013;web;0;0;R$352,00 a menos na minha conta, porém zero de dor de cabeça. #valeuapena #bancodobrasil #adeus;é o meu ponto de vista, não aceito turistas.;lisialmeida;343;Elisiê Almeida;;;;;;
Negativo;Banco do Brasil;Atendimento;True;Campina Grande;Paraíba;Brasil;Masculino;3,95574E+17;;Wed Oct 30 15:33:46 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Demora no atendimento do #BancoDoBrasil só pra variar #Fail;Amante da tecnologia, apaixonado por Redes de computadores, louco por motocross, Gamer, simplesmente eu...;wesleypsnp;369;Wesley Porto Santos;Campina Grande - PB;;;;;
Negativo;Banco do Brasil;Banco;True;;São Paulo;Brasil;Feminino;3,95968E+17;;Thu Oct 31 17:39:08 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Ai a impressora para de funcionar .. Hee #BancodoBrasil;;PinkBonekinhaa;410;Regiane Fernandes;São Paulo.;;;;;
Negativo;Banco do Brasil;Banco;;;Rio de Janeiro;Brasil;Não informado;3,9628E+17;false;Fri Nov 01 14:18:10 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;@BancodoBrasil. Estou há 40min pra pagar duas contas... Isso é um absurdO @BANCODOBRAS1L @LeiSecaRJ @RADARCOSTAVERDE http://t.co/VotWuEzchL;Não tente ser melhor apenas com palavras, tente ser melhor com atitudes que provam que suas palavras valeram a pena!!!;LuChavesRocha;63;Lu Rocha;Rio de Janeiro;;;;;
Negativo;Banco do Brasil;Banco;;Marília;São Paulo;Brasil;Masculino;3,96459E+17;;Sat Nov 02 02:10:13 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;odeio o cartão do @bb... sempre da pau na hora de pagar;;brunohayashi;123;Bruno Hayashi;Marília;;;;;
Negativo;Banco do Brasil;Banco;;;;;Feminino;3,97838E+17;;Tue Nov 05 21:30:57 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Me sinto frustrada e esgotada depois de passar horas tentando PAGAR meu cartão de credito #bancoDoBrasil;I want burn, even if I break myself!;fabriciamancuso;489;Desirella;Worldwide;;;;;
Negativo;Banco do Brasil;Banco;;;;;Feminino;3,9784E+17;;Tue Nov 05 21:36:05 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;A menina do Call Center do #bancoDoBrasil desligou o telefone na minha cara.. #FalaSerio #brasil;I want burn, even if I break myself!;fabriciamancuso;489;Desirella;Worldwide;;;;;
Negativo;Banco do Brasil;Banco;;Santos;São Paulo;Brasil;Não se aplica;3,97847E+17;true;Tue Nov 05 22:04:46 +0000 2013;web;0;0;Alo @BancodoBrasil sei q a situação ta dificil mas fazer 3banners com montagem da mesma foto do Gianecchini é foda ne http://t.co/UPL9jcUGU3;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;375393;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
